filename,original_filename,source_path,kit_path,required_by_prompt,traffic_light
EP06_Sleep_EEG_Stage_1_PSG.jpg,EP06_S03_Sleep_EEG_Stage_1_PSG_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/01_ORIGINAL_GREEN/SCIENCE_LAB/EP06_S03_Sleep_EEG_Stage_1_PSG_PD.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Sleep_EEG_Stage_1_PSG.jpg,NO,GREEN
EP06_Sleep_EEG_Stage_2_PSG.jpg,EP06_S03_Sleep_EEG_Stage_2_PSG_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/01_ORIGINAL_GREEN/SCIENCE_LAB/EP06_S03_Sleep_EEG_Stage_2_PSG_PD.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Sleep_EEG_Stage_2_PSG.jpg,NO,GREEN
EP06_Slow_Wave_Sleep_PSG.jpg,EP06_S03_Slow_Wave_Sleep_PSG_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/01_ORIGINAL_GREEN/SCIENCE_LAB/EP06_S03_Slow_Wave_Sleep_PSG_PD.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Slow_Wave_Sleep_PSG.jpg,YES,GREEN
EP06_Fogo_Island_Cape_Freels_map.svg,EP06_S02_Fogo_Island_Cape_Freels_map_CC-BY-SA-4.0.svg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/02_REVIEW_YELLOW/MAPS/EP06_S02_Fogo_Island_Cape_Freels_map_CC-BY-SA-4.0.svg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Fogo_Island_Cape_Freels_map.svg,NO,YELLOW
EP06_Edinburgh_University_group_SAK_Wilson.jpg,EP06_S03_Edinburgh_University_group_SAK_Wilson_CC-BY-4.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/02_REVIEW_YELLOW/PORTRAITS/EP06_S03_Edinburgh_University_group_SAK_Wilson_CC-BY-4.0.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Edinburgh_University_group_SAK_Wilson.jpg,NO,YELLOW
EP06_Polysomnography_trace.png,EP06_S03_Polysomnography_trace_CC-BY-SA-3.0.png,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/02_REVIEW_YELLOW/SCIENCE_DIAGRAM/EP06_S03_Polysomnography_trace_CC-BY-SA-3.0.png,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_trace.png,NO,YELLOW
EP06_Simplified_Sleep_Phases.jpg,EP06_S03_Simplified_Sleep_Phases_CC-BY-SA-3.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/02_REVIEW_YELLOW/SCIENCE_DIAGRAM/EP06_S03_Simplified_Sleep_Phases_CC-BY-SA-3.0.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Simplified_Sleep_Phases.jpg,NO,YELLOW
EP06_64_Channel_EEG_Cap.jpg,EP06_S03_64_Channel_EEG_Cap_CC-BY-SA-4.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/02_REVIEW_YELLOW/SCIENCE_LAB/EP06_S03_64_Channel_EEG_Cap_CC-BY-SA-4.0.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_64_Channel_EEG_Cap.jpg,NO,YELLOW
EP06_Polysomnography_equipped_patient.jpg,EP06_S03_Polysomnography_equipped_patient_REVIEW.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP06/02_REVIEW_YELLOW/SCIENCE_LAB/EP06_S03_Polysomnography_equipped_patient_REVIEW.jpg,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_equipped_patient.jpg,NO,YELLOW
STYLE_CINEMATIC_EP06.png,STYLE_CINEMATIC_EP06.png,GENERATED_WITH_IMAGEGEN,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/STYLE_CINEMATIC_EP06.png,YES,GENERATED_STYLE
STYLE_CONCEPTUAL_EP06.png,STYLE_CONCEPTUAL_EP06.png,GENERATED_WITH_IMAGEGEN,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/STYLE_CONCEPTUAL_EP06.png,YES,GENERATED_STYLE
STYLE_SCIENCE_EP06.png,STYLE_SCIENCE_EP06.png,GENERATED_WITH_IMAGEGEN,06_PRODUCTION/EP06_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/STYLE_SCIENCE_EP06.png,YES,GENERATED_STYLE
