filename,base_asset,view,resolution,camera_rule
SRC030_EEG_CAP_DETAIL.png,EP08_EEG_cap_subject.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC031_PIPPIN_MODEM_FULL.png,EP08_Bandai_Apple_Pippin_Modem.jpg,FULL_CONTAIN_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC032_MODEM_PCB_DETAIL.png,EP08_9_6k_Modem_PCB.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC033_ROTARY_PHONE_DETAIL.png,EP08_Rotary_Dial_Telephone.svg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC034_SCHNEIDER_MONITOR_FULL.png,EP08_Schneider_MM12_Monochrome_Monitor.jpg,FULL_CONTAIN_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC035_GENERIC_MODEM_DETAIL.png,EP08_Generic_Modem.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC036_SHARP_FAX_MODEM_FULL.png,EP08_Sharp_OZ9500_Fax_VT100_Modem_c1994.jpg,FULL_CONTAIN_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC037_MODEM_FRONT_FULL.png,EP08_Sharp_OZ9500_Fax_VT100_Modem_c1994.jpg,FULL_CONTAIN_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC038_STUDIO_CONTEXT_DETAIL.png,EP08_1996_radio_studio_context.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC039_FAX_MACHINE_DETAIL.png,EP08_fax_machine.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC040_CRT_MONITOR_DETAIL.png,EP08_CRT_monitor.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC041_SCHNEIDER_MONITOR_DETAIL.png,EP08_Schneider_MM12_Monochrome_Monitor.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC042_SHORTWAVE_DETAIL.png,EP08_shortwave_radio_receiver.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC043_PSG_TESTER_DETAIL.png,EP08_Polysomnography_tester.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC044_ARTOGRAPH_1895_FULL.png,EP08_Amstutz_Electro_Artograph_1895.png,FULL_CONTAIN_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC045_RADIO_CONSOLE_WIDE.png,EP08_radio_console_microphone.jpg,FULL_CONTAIN_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC046_SM7_MICROPHONE_DETAIL.png,EP08_Shure_SM7_Microphone.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC047_VINTAGE_MICROPHONE_DETAIL.png,EP08_Shure_55S_vintage_mic.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC048_AREA51_DIAGRAM_DETAIL.png,EP08_Area51_CIA_declassified_diagram_1966.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC049_ROSWELL_REPORTS_DETAIL.png,EP08_Roswell_US_Government_reports_1994-1997.png,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
SRC050_PIPPIN_MODEM_DETAIL.png,EP08_Bandai_Apple_Pippin_Modem.jpg,DETAIL_STATIC,2560x1440,NO_PAN_NO_ZOOM
