order,kind,output_filename,references,prompt_source,prompt_line,status
15,RESERVE,SHOT02_MANY_NAMES_PAPER_LAYERS.png,STYLE_CONCEPTUAL_EP07.png; EP07_Jinn_from_Ali_manuscript.png; EP07_Kunisada_The_Ghost.jpg; EP07_Yoshitoshi_Shoki.jpg,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,36,READY
16,MAIN,IMG011_HUFFORD_FIELD_NOTES_RECON.png,STYLE_CINEMATIC_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,7,READY
17,MAIN,IMG012_EXPERIENCE_BEFORE_STORY.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,12,READY
18,MAIN,IMG013_BODY_TO_STORY_FLOW_BASE.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,17,READY
19,MAIN,IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,22,READY
20,MAIN,IMG015_EXPERIENCE_CULTURE_DECISION_BASE.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,27,READY
21,RESERVE,SHOT03_CASSETTE_NOTEBOOK_MACRO.png,STYLE_CINEMATIC_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,36,READY
22,MAIN,IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,7,READY
23,MAIN,IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,12,READY
24,MAIN,IMG018_STORY_BECOMES_BODY.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,17,READY
25,MAIN,IMG019_SALEM_LOOP_RETURN.png,STYLE_ARCHIVE_EP07.png; EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf; EP07_Bridget_Bishop_lithograph.jpg; EP07_Witchcraft_at_Salem_Village_1876.jpg,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,22,READY
26,MAIN,IMG020_MEDIA_SPEED_HANDOFF.png,STYLE_CONCEPTUAL_EP07.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,27,READY
27,RESERVE,SHOT04_FUSELI_TO_SCREEN_TRANSITION.png,STYLE_ARCHIVE_EP07.png; EP07_Fuseli_The_Nightmare_1781.jpg,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,36,READY
