filename,original_filename,source_path,kit_path,required_by_prompt,traffic_light
EP07_Malleus_Maleficarum_1928_Wellcome.pdf,EP07_Malleus_Maleficarum_1928_Wellcome_PD.pdf,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/HISTORICAL_BOOKS/EP07_Malleus_Maleficarum_1928_Wellcome_PD.pdf,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Malleus_Maleficarum_1928_Wellcome.pdf,NO,GREEN
EP07_Malleus_Maleficarum_1948_Wellcome.pdf,EP07_Malleus_Maleficarum_1948_Wellcome_PD.pdf,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/HISTORICAL_BOOKS/EP07_Malleus_Maleficarum_1948_Wellcome_PD.pdf,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Malleus_Maleficarum_1948_Wellcome.pdf,NO,GREEN
EP07_Salem_Village_1692_map_Upham_1866.jpg,EP07_S01_Salem_Village_1692_map_Upham_1866_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/MAPS/EP07_S01_Salem_Village_1692_map_Upham_1866_PD.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Salem_Village_1692_map_Upham_1866.jpg,NO,GREEN
EP07_Bridget_Bishop_execution_archive_scan.png,EP07_S01_Bridget_Bishop_execution_archive_scan_PD.png,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM/EP07_S01_Bridget_Bishop_execution_archive_scan_PD.png,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Bridget_Bishop_execution_archive_scan.png,NO,GREEN
EP07_Bridget_Bishop_lithograph.jpg,EP07_S01_Bridget_Bishop_lithograph_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM/EP07_S01_Bridget_Bishop_lithograph_PD.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Bridget_Bishop_lithograph.jpg,YES,GREEN
EP07_Examination_of_a_Witch_Matteson_1853.jpg,EP07_S04_Examination_of_a_Witch_Matteson_1853_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM/EP07_S04_Examination_of_a_Witch_Matteson_1853_PD.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Examination_of_a_Witch_Matteson_1853.jpg,NO,GREEN
EP07_Trial_George_Jacobs_Salem_LOC.jpg,EP07_S04_Trial_George_Jacobs_Salem_LOC_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM/EP07_S04_Trial_George_Jacobs_Salem_LOC_PD.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Trial_George_Jacobs_Salem_LOC.jpg,NO,GREEN
EP07_Witchcraft_at_Salem_Village_1876.jpg,EP07_S04_Witchcraft_at_Salem_Village_1876_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM/EP07_S04_Witchcraft_at_Salem_Village_1876_PD.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Witchcraft_at_Salem_Village_1876.jpg,NO,GREEN
EP07_Bridget_Bishop_Examination_1692.pdf,EP07_S01_Bridget_Bishop_Examination_1692.pdf,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM_PRIMARY_DOCUMENTS/EP07_S01_Bridget_Bishop_Examination_1692.pdf,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Bridget_Bishop_Examination_1692.pdf,NO,GREEN
EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf,EP07_S01_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/01_ORIGINAL_GREEN/SALEM_PRIMARY_DOCUMENTS/EP07_S01_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf,YES,GREEN
EP07_Burney_Relief_alternate.jpg,EP07_Burney_Relief_alternate_CC-BY-SA-3.0.JPG,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/02_REVIEW_YELLOW/ANCIENT_OBJECTS/EP07_Burney_Relief_alternate_CC-BY-SA-3.0.JPG,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Burney_Relief_alternate.jpg,NO,YELLOW
EP07_Burney_Relief_bust_detail.jpg,EP07_Burney_Relief_bust_detail_CC-BY-SA-3.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/02_REVIEW_YELLOW/ANCIENT_OBJECTS/EP07_Burney_Relief_bust_detail_CC-BY-SA-3.0.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Burney_Relief_bust_detail.jpg,NO,YELLOW
EP07_Burney_Relief_lions_talons_detail.jpg,EP07_Burney_Relief_lions_talons_detail_CC-BY-SA-3.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/02_REVIEW_YELLOW/ANCIENT_OBJECTS/EP07_Burney_Relief_lions_talons_detail_CC-BY-SA-3.0.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Burney_Relief_lions_talons_detail.jpg,NO,YELLOW
EP07_Proctors_Ledge_Memorial.jpg,EP07_S01_Proctors_Ledge_Memorial_CC-BY-SA-4.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/02_REVIEW_YELLOW/PLACE/EP07_S01_Proctors_Ledge_Memorial_CC-BY-SA-4.0.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Proctors_Ledge_Memorial.jpg,NO,YELLOW
EP07_Salem_Village_Parsonage_Foundation.jpg,EP07_S01_Salem_Village_Parsonage_Foundation_CC-BY-SA-3.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP07/02_REVIEW_YELLOW/PLACE/EP07_S01_Salem_Village_Parsonage_Foundation_CC-BY-SA-3.0.jpg,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP07_Salem_Village_Parsonage_Foundation.jpg,NO,YELLOW
STYLE_ARCHIVE_EP07.png,STYLE_ARCHIVE_EP07.png,GENERATED_WITH_IMAGEGEN,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/STYLE_ARCHIVE_EP07.png,YES,GENERATED_STYLE
STYLE_CINEMATIC_EP07.png,STYLE_CINEMATIC_EP07.png,GENERATED_WITH_IMAGEGEN,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/STYLE_CINEMATIC_EP07.png,YES,GENERATED_STYLE
STYLE_CONCEPTUAL_EP07.png,STYLE_CONCEPTUAL_EP07.png,GENERATED_WITH_IMAGEGEN,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/STYLE_CONCEPTUAL_EP07.png,YES,GENERATED_STYLE
