cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule
EP04_C025,S3,Die unteren Zentren,186.2,194.1,"einer sachlichen Bedrohung: Arbeitsplatz, Geld,",nicht mehr um die Sache.,"einer sachlichen Bedrohung: Arbeitsplatz, Geld, Status. Wenige Sekunden spaeter geht es laengst nicht mehr um die Sache.",ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C026,S3,Die unteren Zentren,194.1,201.1,"Der Koerper ist angespannt, die",mischen sich hinein. Die Karte,"Der Koerper ist angespannt, die Stimme wird lauter, alte Kraenkungen mischen sich hinein. Die Karte",AI_RECON,"clean symbolic vertical map of psychological modes from earth to water to fire, human silhouette, editorial diagram, not medical anatomy",,IMG18,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C027,S3,Die unteren Zentren,201.1,206.7,beschreibt dann keinen magischen Energiefluss.,einen Wechsel des psychischen Modus.,beschreibt dann keinen magischen Energiefluss. Sie beschreibt einen Wechsel des psychischen Modus.,ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C028,S4,Der Sprung zum Herzen,206.7,214.7,Fuer Jung liegt der entscheidende,In den unteren Stufen ist,"Fuer Jung liegt der entscheidende Sprung zwischen Manipura und Anahata, dem Herz- oder Luftzentrum. In den unteren Stufen ist",ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C029,S4,Der Sprung zum Herzen,214.7,222.1,der Mensch stark mit seinem,bin verletzt. Ich muss gewinnen.,der Mensch stark mit seinem Erleben identifiziert. Ich bin wuetend. Ich bin verletzt. Ich muss gewinnen.,AI_RECON,"psychological transition from emotional fire to observing awareness, heart and air as metaphors, elegant conceptual documentary illustration",,IMG19,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C030,S4,Der Sprung zum Herzen,222.1,230.0,In Anahata erscheint etwas Neues:,ohne mit ihm vollstaendig zusammenzufallen.,"In Anahata erscheint etwas Neues: die Moeglichkeit, das eigene Erleben zu beobachten, ohne mit ihm vollstaendig zusammenzufallen.",ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C031,S4,Der Sprung zum Herzen,230.0,237.5,"Das klingt unspektakulaer, ist psychologisch",der Handlung entsteht ein Abstand.,"Das klingt unspektakulaer, ist psychologisch aber enorm. Zwischen dem Impuls und der Handlung entsteht ein Abstand.",AI_RECON,"psychological transition from emotional fire to observing awareness, heart and air as metaphors, elegant conceptual documentary illustration",,IMG20,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C032,S4,Der Sprung zum Herzen,237.5,245.4,Du bemerkst: Da ist Wut.,allein die Formulierung veraendert etwas.,Du bemerkst: Da ist Wut. Da ist Angst. Da ist Eifersucht. Und allein die Formulierung veraendert etwas.,ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C033,S4,Der Sprung zum Herzen,245.4,253.4,Aus Ich bin diese Emotion,einen Aufstieg von Feuer zu,Aus Ich bin diese Emotion wird Ich habe diese Emotion. Jungs Symbolsprache macht daraus einen Aufstieg von Feuer zu,AI_RECON,"psychological transition from emotional fire to observing awareness, heart and air as metaphors, elegant conceptual documentary illustration",,IMG21,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C034,S4,Der Sprung zum Herzen,253.4,261.3,Luft - vom Brennen zum,die den Affekt sehen kann.,"Luft - vom Brennen zum Atmen, vom unmittelbaren Affekt zu einer Position, die den Affekt sehen kann.",ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C035,S4,Der Sprung zum Herzen,261.3,269.3,Genau hier wird die alte,"beweisen muss, dass im Brustkorb","Genau hier wird die alte Karte fuer einen modernen Zuschauer interessant. Nicht weil man beweisen muss, dass im Brustkorb",AI_RECON,"psychological transition from emotional fire to observing awareness, heart and air as metaphors, elegant conceptual documentary illustration",,IMG22,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C036,S4,Der Sprung zum Herzen,269.3,276.3,ein unsichtbares Rad rotiert. Sondern,"darauf beruhen, zwischen einem inneren","ein unsichtbares Rad rotiert. Sondern weil viele psychologische Verfahren ebenfalls darauf beruhen, zwischen einem inneren",ORIGINAL_ASSET,Use original asset B_CHAKRA_WELLCOME with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_CHAKRA_WELLCOME,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C037,S4,Der Sprung zum Herzen,276.3,281.3,Zustand und dem beobachtenden Bewusstsein,dem beobachtenden Bewusstsein zu unterscheiden.,Zustand und dem beobachtenden Bewusstsein zu unterscheiden.,AI_RECON,"psychological transition from emotional fire to observing awareness, heart and air as metaphors, elegant conceptual documentary illustration",,IMG23,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C038,S5,Abstraktion und Grenze,281.3,289.3,Oberhalb von Anahata wird Jungs,in der psychische Tatsachen nicht,"Oberhalb von Anahata wird Jungs Deutung immer abstrakter. Vishuddha verbindet er mit einer Sphaere, in der psychische Tatsachen nicht",AI_RECON,"increasing abstraction of psyche, geometric symbols, clean diagrammatic space, contemplative and intellectually serious",,IMG24,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C039,S5,Abstraktion und Grenze,289.3,297.3,mehr automatisch als direkte Folgen,Was hat der andere mit,mehr automatisch als direkte Folgen aeusserer Ereignisse verstanden werden. Die Frage verschiebt sich von Was hat der andere mit,ORIGINAL_ASSET,Use original asset B_AJNA_1918 with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_AJNA_1918,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C040,S5,Abstraktion und Grenze,297.3,305.3,mir gemacht zu Was geschieht,ist keine Entschuldigung fuer reales,"mir gemacht zu Was geschieht in mir, wenn ich auf den anderen reagiere? Das ist keine Entschuldigung fuer reales",AI_RECON,"increasing abstraction of psyche, geometric symbols, clean diagrammatic space, contemplative and intellectually serious",,IMG25,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C041,S5,Abstraktion und Grenze,305.3,313.3,Unrecht. Es ist eine Verschiebung,In Jungs Darstellung wird die,Unrecht. Es ist eine Verschiebung des psychologischen Blickwinkels. Ajna treibt diese Bewegung noch weiter. In Jungs Darstellung wird die,ORIGINAL_ASSET,Use original asset B_AJNA_1918 with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_AJNA_1918,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C042,S5,Abstraktion und Grenze,313.3,321.3,Psyche hier nicht mehr nur,sich zunehmend als Teil eines,"Psyche hier nicht mehr nur als etwas erlebt, das wir besitzen. Der Mensch erlebt sich zunehmend als Teil eines",AI_RECON,"increasing abstraction of psyche, geometric symbols, clean diagrammatic space, contemplative and intellectually serious",,IMG26,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C043,S5,Abstraktion und Grenze,321.3,329.2,groesseren psychischen Zusammenhangs. Genau an,und fuer viele Leser spekulativ.,"groesseren psychischen Zusammenhangs. Genau an dieser Stelle wird die Sprache schwer, religioes und fuer viele Leser spekulativ.",ORIGINAL_ASSET,Use original asset B_AJNA_1918 with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_AJNA_1918,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C044,S5,Abstraktion und Grenze,329.2,337.2,Und Sahasrara behandelte Jung letztlich,"Das ist wichtig, weil Jung","Und Sahasrara behandelte Jung letztlich als etwas, das sich einer normalen psychologischen Beschreibung entzieht. Das ist wichtig, weil Jung",AI_RECON,"increasing abstraction of psyche, geometric symbols, clean diagrammatic space, contemplative and intellectually serious",,IMG27,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C045,S5,Abstraktion und Grenze,337.2,344.1,selbst an der Grenze seiner,kein Messgeraet fuer Ajna. Er,selbst an der Grenze seiner Karte angekommen ist. Er hatte kein Messgeraet fuer Ajna. Er,ORIGINAL_ASSET,Use original asset B_AJNA_1918 with slow crop/zoom. Do not imply the image depicts an event it does not depict.,B_AJNA_1918,,"Hold 5-8s; if the same asset continues, change crop or highlighted region at the next cue.",Highlight only labels or features already present; never add invented quotation text.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_C046,S5,Abstraktion und Grenze,344.1,350.2,hatte keinen biologischen Nachweis fuer,mit Bildern und psychischer Bedeutung.,hatte keinen biologischen Nachweis fuer Sahasrara. Er arbeitete mit Bildern und psychischer Bedeutung.,AI_RECON,"increasing abstraction of psyche, geometric symbols, clean diagrammatic space, contemplative and intellectually serious",,IMG28,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
