cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule
EP04_V4_C030,S2,Er geht zurück hinein,116,120,Und dann geht man selbst hinei,n Man spricht die Gestalten an,Und dann geht man selbst hinein Man spricht die Gestalten an,AI_RECON,Engaging with visions,IMG29,IMG29,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C031,S2,Er geht zurück hinein,120,124,Man widerspricht ihnen Man ste,gen und wartet auf die Antwort,Man widerspricht ihnen Man stellt Fragen und wartet auf die Antwort,AI_RECON,Dialogue with unconscious,IMG30,IMG30,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C032,S2,Er geht zurück hinein,124,128,Kein Zuschauen Beteiligung,Kein Zuschauen Beteiligung,Kein Zuschauen Beteiligung,AI_RECON,Active participation,IMG31,IMG31,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C033,S2,Er geht zurück hinein,128,132,Und während das jeden Abend pa,g tagsüber weiter seine Praxis,Und während das jeden Abend passiert führt Jung tagsüber weiter seine Praxis,AI_RECON,Daily practice patient work,IMG32,IMG32,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C034,S2,Er geht zurück hinein,132,136,Er behandelt Patienten Er hat , hat eine Frau und fünf Kinder,Er behandelt Patienten Er hat eine Frau und fünf Kinder,AI_RECON,Family life normality,IMG33,IMG33,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C035,S2,Er geht zurück hinein,136,140,Ab 1914 tut er Dienst als Mili, tut er Dienst als Militärarzt,Ab 1914 tut er Dienst als Militärarzt,AI_RECON,Military doctor WWI,IMG34,IMG34,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C036,S2,Er geht zurück hinein,140,144,Er hat später gesagt genau das,gt genau das habe ihn gehalten,Er hat später gesagt genau das habe ihn gehalten,AI_RECON,Anchor stability,IMG35,IMG35,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C037,S2,Er geht zurück hinein,144,148,Die Familie und die Arbeit war, den er jeden Morgen zurückkam,Die Familie und die Arbeit waren der Boden auf den er jeden Morgen zurückkam,AI_RECON,Morning routine normal life,IMG36,IMG36,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C038,S2,Er geht zurück hinein,148,152,Das ist keine Nebenbemerkung D,dingung unter der er zurückkam,Das ist keine Nebenbemerkung Das ist die Bedingung unter der er zurückkam,AI_RECON,Foundation ground stability,IMG37,IMG37,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C039,S3,Philemon,168,172,In den Bildern sind Gestalten ,stalten haben eigene Absichten,In den Bildern sind Gestalten und die Gestalten haben eigene Absichten,AI_RECON,Archetypal figures emerging,IMG38,IMG38,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C040,S3,Philemon,172,176,Ein alter Prophet den er Elias,ter Prophet den er Elias nennt,Ein alter Prophet den er Elias nennt,AI_RECON,Elias prophet figure,IMG39,IMG39,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C041,S3,Philemon,176,180,Bei ihm eine junge blinde Frau,unge blinde Frau namens Salome,Bei ihm eine junge blinde Frau namens Salome,AI_RECON,Salome blind woman,IMG40,IMG40,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C042,S3,Philemon,180,184,Und bei den beiden immer wiede,r eine große schwarze Schlange,Und bei den beiden immer wieder eine große schwarze Schlange,ORIGINAL_ASSET,Kundalini serpent Wellcome,Kundalini_Serpent,Kundalini_Serpent,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C043,S3,Philemon,184,188,Merk dir die Schlange,Merk dir die Schlange,Merk dir die Schlange,AI_RECON,Black serpent coiled,IMG41,IMG41,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C044,S3,Philemon,188,192,Später kommt eine dritte Gesta,zu und die wird die wichtigste,Später kommt eine dritte Gestalt dazu und die wird die wichtigste,AI_RECON,Third figure appearing,IMG42,IMG42,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C045,S3,Philemon,192,196,Ein alter Mann mit den Flügeln,s und den Hörnern eines Stiers,Ein alter Mann mit den Flügeln eines Eisvogels und den Hörnern eines Stiers,AI_RECON,Philemon mythological figure,IMG43,IMG43,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C046,S3,Philemon,196,200,Er nennt sich Philemon,Er nennt sich Philemon,Er nennt sich Philemon,AI_RECON,Philemon name appearing,IMG44,IMG44,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C047,S3,Philemon,200,204,Jung geht mit ihm im Garten sp,ht mit ihm im Garten spazieren,Jung geht mit ihm im Garten spazieren,AI_RECON,Garden walk conversation,IMG45,IMG45,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C048,S3,Philemon,204,208,Er schreibt das so auf er geht,entlang und führt ein Gespräch,Er schreibt das so auf er geht den Gartenweg entlang und führt ein Gespräch,AI_RECON,Walking talking garden,IMG46,IMG46,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C049,S3,Philemon,208,212,Und Philemon sagt ihm Dinge di,nge die Jung nicht gedacht hat,Und Philemon sagt ihm Dinge die Jung nicht gedacht hat,AI_RECON,Unexpected words revelation,IMG47,IMG47,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C050,S3,Philemon,212,216,Einmal wirft Philemon ihm vor , etwas das er selbst herstellt,Einmal wirft Philemon ihm vor er halte Gedanken für etwas das er selbst herstellt,AI_RECON,Accusation confrontation,IMG48,IMG48,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C051,S3,Philemon,216,220,Thoughts were like animals in , in a room or birds in the air,Thoughts were like animals in the forest or people in a room or birds in the air,ZITAT_KARTE,Jung quote Philemon English,QUOTE_PHILEMON,QUOTE_PHILEMON,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C052,S3,Philemon,220,224,Gedanken seien wie Tiere im Wa,d Wie Menschen in einem Zimmer,Gedanken seien wie Tiere im Wald Wie Menschen in einem Zimmer,AI_RECON,Animals forest people room,IMG49,IMG49,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C053,S3,Philemon,224,228,Wie Vögel in der Luft Man bege,gnet ihnen Man macht sie nicht,Wie Vögel in der Luft Man begegnet ihnen Man macht sie nicht,AI_RECON,Birds air encounter,IMG50,IMG50,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C054,S3,Philemon,228,232,Jung hat diesen Satz sein Lebe,en lang nicht mehr losgelassen,Jung hat diesen Satz sein Leben lang nicht mehr losgelassen,AI_RECON,Lasting impact memory,IMG51,IMG51,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C055,S3,Philemon,232,236,Er hat später gesagt Philemon ,be ihm damit etwas beigebracht,Er hat später gesagt Philemon habe ihm damit etwas beigebracht,AI_RECON,Teaching learning,IMG52,IMG52,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C056,S3,Philemon,236,240,das er sich selbst nicht hätte, nicht hätte beibringen können,das er sich selbst nicht hätte beibringen können,AI_RECON,Self-discovery limit,IMG53,IMG53,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C057,S3,Philemon,240,244,Er nannte es psychische Objekt,nte es psychische Objektivität,Er nannte es psychische Objektivität,AI_RECON,Psychic objectivity concept,IMG54,IMG54,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C058,S3,Philemon,244,248,Übersetzt In seinem eigenen Ko,etwas das er nicht gemacht hat,Übersetzt In seinem eigenen Kopf war etwas das er nicht gemacht hat,AI_RECON,Mind discovery unknown,IMG55,IMG55,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C059,S4,Das Rote Buch,270,274,Sechzehn Jahre lang schreibt e,hre lang schreibt er alles auf,Sechzehn Jahre lang schreibt er alles auf,AI_RECON,Writing journal years,IMG56,IMG56,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C060,S4,Das Rote Buch,274,278,Zuerst in schwarze Notizhefte ,n der Nacht in der es passiert,Zuerst in schwarze Notizhefte roh und sofort in der Nacht in der es passiert,AI_RECON,Black notebooks night writing,IMG57,IMG57,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C061,S4,Das Rote Buch,278,282,Dann überträgt er es Auf Perga, Auf Pergament in Kalligraphie,Dann überträgt er es Auf Pergament in Kalligraphie,AI_RECON,Pergament calligraphy,IMG58,IMG58,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C062,S4,Das Rote Buch,282,286,mit gemalten Mandalas und Init,e mittelalterliche Handschrift,mit gemalten Mandalas und Initialen wie eine mittelalterliche Handschrift,ORIGINAL_ASSET,Red Book on desk,Red_Book_Desk,Red_Book_Desk,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C063,S4,Das Rote Buch,286,290,Ein rotes Lederbuch an dem er ,on etwa 1915 bis 1930 arbeitet,Ein rotes Lederbuch an dem er von etwa 1915 bis 1930 arbeitet,AI_RECON,Red leather book,IMG59,IMG59,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C064,S4,Das Rote Buch,290,294,Er veröffentlicht es nie Zu Le,ehen es eine Handvoll Menschen,Er veröffentlicht es nie Zu Lebzeiten sehen es eine Handvoll Menschen,AI_RECON,Secret book private,IMG60,IMG60,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C065,S4,Das Rote Buch,294,298,Und trotzdem steht darin alles,Und trotzdem steht darin alles,Und trotzdem steht darin alles,AI_RECON,Everything contained,IMG61,IMG61,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C066,S4,Das Rote Buch,298,302,Das kollektive Unbewusste Die ,n Die Individuation Das Selbst,Das kollektive Unbewusste Die Archetypen Die Individuation Das Selbst,AI_RECON,Jung concepts appearing,IMG62,IMG62,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C067,S4,Das Rote Buch,302,306,Jeder Begriff für den Jung heu,mmt aus diesen sechzehn Jahren,Jeder Begriff für den Jung heute bekannt ist kommt aus diesen sechzehn Jahren,AI_RECON,Legacy concepts,IMG63,IMG63,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C068,S4,Das Rote Buch,306,310,Er hat es selbst so gesagt all, darin schon enthalten gewesen,Er hat es selbst so gesagt alles was er später erreicht habe sei darin schon enthalten gewesen,AI_RECON,Everything already there,IMG64,IMG64,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C069,S4,Das Rote Buch,310,314,Damit ist die Sache klar was d,che klar was die Person angeht,Damit ist die Sache klar was die Person angeht,AI_RECON,Person clear,IMG65,IMG65,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C070,S4,Das Rote Buch,314,318,Sein gesamtes wissenschaftlich,t eines Mannes über eine Reise,Sein gesamtes wissenschaftliches Werk ist der Bericht eines Mannes über eine Reise,AI_RECON,Journey report,IMG66,IMG66,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C071,S4,Das Rote Buch,318,322,die er gemacht hat ohne zu wis,ne zu wissen ob er zurückkommt,die er gemacht hat ohne zu wissen ob er zurückkommt,AI_RECON,Uncertain return,IMG67,IMG67,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C072,S4,Das Rote Buch,322,326,Neunzehn Jahre nach der Flut p,it dem er nicht rechnen konnte,Neunzehn Jahre nach der Flut passiert dann etwas mit dem er nicht rechnen konnte,AI_RECON,Unexpected event,IMG68,IMG68,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C073,S4,Das Rote Buch,326,330,Ihm wird eine Karte gereicht,Ihm wird eine Karte gereicht,Ihm wird eine Karte gereicht,AI_RECON,Map being handed,IMG69,IMG69,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C074,S5,Der Saal,396,400,Herbst 1932 Zürich Jung ist si,t siebenundfünfzig weltberühmt,Herbst 1932 Zürich Jung ist siebenundfünfzig weltberühmt,AI_RECON,Zurich 1932 autumn,IMG70,IMG70,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C075,S5,Der Saal,400,404,und steht vor dem Psychologisc,den er selbst mitgegründet hat,und steht vor dem Psychologischen Club dem Kreis den er selbst mitgegründet hat,ORIGINAL_ASSET,Psychologischer Club building,Psychologischer_Club,Psychologischer_Club,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C076,S5,Der Saal,404,408,Das Thema ist Kundalini-Yoga D,ist Kundalini-Yoga Die Chakren,Das Thema ist Kundalini-Yoga Die Chakren,ORIGINAL_ASSET,Chakra diagram Wellcome,Wellcome_Chakra,Wellcome_Chakra,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C077,S5,Der Saal,408,412,Das Material stammt nicht von , Material stammt nicht von ihm,Das Material stammt nicht von ihm,AI_RECON,Material from elsewhere,IMG71,IMG71,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C078,S5,Der Saal,412,416,Eine Woche zuvor hat am selben,Jakob Wilhelm Hauer gesprochen,Eine Woche zuvor hat am selben Ort der Indologe Jakob Wilhelm Hauer gesprochen,ORIGINAL_ASSET,Hauer portrait 1935,Hauer_1935,Hauer_1935,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C079,S5,Der Saal,416,420,ein Mann der zehn Monate späte, Glaubensbewegung gründen wird,ein Mann der zehn Monate später die Deutsche Glaubensbewegung gründen wird,AI_RECON,Nazi connection,IMG72,IMG72,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C080,S5,Der Saal,420,424,und 1934 in der SS sein wird,und 1934 in der SS sein wird,und 1934 in der SS sein wird,AI_RECON,SS connection,IMG73,IMG73,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C081,S5,Der Saal,424,428,Jung soll erklären Er tut etwa, Er tut etwas anderes Er warnt,Jung soll erklären Er tut etwas anderes Er warnt,AI_RECON,Warning not explaining,IMG74,IMG74,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C082,S5,Der Saal,428,432,These things are really danger,h in our typically Western way,These things are really dangerous and ought not to be meddled with in our typically Western way,ZITAT_KARTE,Jung warning quote English,QUOTE_WARNING,QUOTE_WARNING,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C083,S5,Der Saal,432,436,Diese Dinge seien wirklich gef,pisch westliche Weise anfassen,Diese Dinge seien wirklich gefährlich und man solle sie nicht auf unsere typisch westliche Weise anfassen,AI_RECON,Danger warning,IMG75,IMG75,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C084,S5,Der Saal,436,440,Vier Abende lang warnt er sein,as er ihm gleichzeitig erklärt,Vier Abende lang warnt er sein Publikum vor dem System das er ihm gleichzeitig erklärt,AI_RECON,Four evenings seminar,IMG76,IMG76,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C085,S5,Der Saal,440,444,Er spricht von einem absichtli,eführten psychotischen Zustand,Er spricht von einem absichtlich herbeigeführten psychotischen Zustand,AI_RECON,Psychotic state warning,IMG77,IMG77,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C086,S5,Der Saal,444,448,der bei labilen Menschen in ei,ne echte Psychose führen könne,der bei labilen Menschen in eine echte Psychose führen könne,AI_RECON,Vulnerability risk,IMG78,IMG78,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C087,S5,Der Saal,448,452,Und was steht auf dieser Karte,Und was steht auf dieser Karte,Und was steht auf dieser Karte,AI_RECON,Looking at map,IMG79,IMG79,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C088,S5,Der Saal,452,456,Am unteren Ende an der Wurzel ,eine zusammengerollte Schlange,Am unteren Ende an der Wurzel der Wirbelsäule liegt eine zusammengerollte Schlange,ORIGINAL_ASSET,Kundalini serpent detail,Kundalini_Detail,Kundalini_Detail,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C089,S5,Der Saal,456,460,Weckt man sie steigt sie auf,Weckt man sie steigt sie auf,Weckt man sie steigt sie auf,AI_RECON,Serpent rising,IMG80,IMG80,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C090,S5,Der Saal,460,464,Die gesamte Tradition die sie ,existiert um das zu überstehen,Die gesamte Tradition die sie beschreibt existiert um das zu überstehen,AI_RECON,Tradition protection,IMG81,IMG81,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C091,S5,Der Saal,464,468,Jung sieht dieses Bild an Und ,chwarze Schlange schon gesehen,Jung sieht dieses Bild an Und er hat die schwarze Schlange schon gesehen,AI_RECON,Recognition déjà vu,IMG82,IMG82,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C092,S5,Der Saal,468,472,Neunzehn Jahre vorher neben El,r Höhle in seinem eigenen Kopf,Neunzehn Jahre vorher neben Elias und Salome in einer Höhle in seinem eigenen Kopf,AI_RECON,Memory of vision,IMG83,IMG83,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C093,S5,Der Saal,472,476,ohne dass ihm jemand gesagt hä,emand gesagt hätte was das ist,ohne dass ihm jemand gesagt hätte was das ist,AI_RECON,No guidance,IMG84,IMG84,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C094,S5,Der Saal,476,480,Seine Warnung hat drei Teile,Seine Warnung hat drei Teile,Seine Warnung hat drei Teile,AI_RECON,Three parts warning,IMG85,IMG85,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
