asset_id,file,commons_title,source_url,licence,creator,date,resolution,megapixels,hd_capable,bytes,sha256,shared_with
EP16-C20,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Dialogo_di_Galileo_Galilei_doue_ne_i_congressi_di_quattro_giornate_si.pdf,"File:Dialogo di Galileo Galilei ... - doue ne i congressi di quattro giornate si discorre sopra i due massimi sistemi del mondo tolemaico, e copernicano - proponendo indetermin (IA dialogodigalileo00gali 2).pdf","https://commons.wikimedia.org/wiki/File:Dialogo_di_Galileo_Galilei_..._-_doue_ne_i_congressi_di_quattro_giornate_si_discorre_sopra_i_due_massimi_sistemi_del_mondo_tolemaico,_e_copernicano_-_proponendo_indetermin_(IA_dialogodigalileo00gali_2).pdf",Public domain,"Galilei, Galileo, 1564-1642",,812x1175,0.95,NO,56127476,b90c3b4476e33c60ca8a1009f61044ab328091201899142cd46a1e0a7edcd7a7,-
EP16-C21,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_De_revolutionibus_1543_png.png,File:De revolutionibus 1543.png,https://commons.wikimedia.org/wiki/File:De_revolutionibus_1543.png,Public domain,derivative work of Johannes Petreius 1543 edition of File:Nicolai_Cope,2009-01-01 03:38,750x1000,0.75,NO,35964,9d2e124ad782ec156adfc0ca6e9f81299e5fdb85b972193778b38b8b2fcdb53c,-
EP16-C22,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Printer_in_1568_ce_png.png,File:Printer in 1568-ce.png,https://commons.wikimedia.org/wiki/File:Printer_in_1568-ce.png,Public domain,Jost Amman,1568,754x972,0.73,NO,326701,bb5a50d314dc98defeb501961168aa4f9dc89fb1cf1778dbcd9310d8e3169615,-
EP16-C23,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Sunspots_recorded_by_Galileo_iau1508a_jpg.jpg,File:Sunspots recorded by Galileo (iau1508a).jpg,https://commons.wikimedia.org/wiki/File:Sunspots_recorded_by_Galileo_(iau1508a).jpg,CC BY 4.0,The Galileo Project/M. Kornmesser,23 June 1612. 7 August 2015 (u,800x800,0.64,NO,328165,7654594b30da0592e9d6eae602696de4fe948437d47e4273ec7be4bd875266dd,-
EP16-C24,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Copernican_heliocentrism_diagram_jpg.jpg,File:Copernican heliocentrism diagram.jpg,https://commons.wikimedia.org/wiki/File:Copernican_heliocentrism_diagram.jpg,Public domain,Own work from  Copernicus 1543,1543,809x741,0.6,NO,403382,1000c963ea5128718b5e0d720628574f1321055efda76609b315e78122c91870,-
EP16-C25,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Michael_Pitcairn_Portrait_of_Pope_Pius_XII_with_tabard_1951_jpg.jpg,File:Michael Pitcairn – Portrait of Pope Pius XII with tabard (1951).jpg,https://commons.wikimedia.org/wiki/File:Michael_Pitcairn_–_Portrait_of_Pope_Pius_XII_with_tabard_(1951).jpg,Public domain,Oregon State University,Original:  circa 1951date QS:P,592x850,0.5,NO,296187,714fc53019066b91549205fea81e49eb5a88a74ad5a1fdaab9085b956f87f6df,-
EP16-C26,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Principia_Philosophiae_Fig_18_Tourbillons_png.png,File:Principia Philosophiae Fig. 18 Tourbillons.png,https://commons.wikimedia.org/wiki/File:Principia_Philosophiae_Fig._18_Tourbillons.png,Public domain,"René Descartes, ""Principia Philosophiae"" (1644)",01.01.1644,536x851,0.46,NO,466795,5c6edcade80905dab0f7c51849b2e68e1fa1b0777cf9d6077414cd31cabee5ab,-
EP16-C27,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Descartes_Les_passions_de_l_ame_jpg.jpg,File:Descartes Les passions de l'ame.jpg,https://commons.wikimedia.org/wiki/File:Descartes_Les_passions_de_l'ame.jpg,Public domain,René Descartes,1649,336x571,0.19,NO,44546,ed15aa70e91efbefb672a2b025237b749dcbfa9900662c5c723e78d3e8c8d763,-
EP16-C28,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Index_Clemente_XI_1711_PNG.png,File:Index Clemente XI 1711.PNG,https://commons.wikimedia.org/wiki/File:Index_Clemente_XI_1711.PNG,Public domain,Tipografia Camera apostolica,1711,342x537,0.18,NO,48749,88684cf6708ed27d760eef36397951d7a21075ff020885a9bacd1698dea9d178,-
EP16-C29,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP16_Principia_Philosophiae_Fig_1_reactio_png.png,File:Principia Philosophiae Fig. 1 reactio.png,https://commons.wikimedia.org/wiki/File:Principia_Philosophiae_Fig._1_reactio.png,Public domain,René Descartes (1644),1644-03-22,172x180,0.03,NO,49151,5b177696f62fae8e30539b46c21144adfec388fb6f992e51301c57958c8259b5,-
