edit_shot_id,asset,path,sha256,phash,series_usage
GW-SHOT-011,GW_EN_STILL01_MCDONNELL_REPORT_V2_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_STILL01_MCDONNELL_REPORT_V2_FINAL.png,46313f5c640d25f88d5e65c3d9ecadb112f9dc028cb3b1be1200fff0b3382a09,60f8782613b2f378,EP02_ONLY
GW-SHOT-012,GW_EN_CARD_CROSSING_SOUND.png,03_VISUALS/CARDS/GW_EN_CARD_CROSSING_SOUND.png,505c70feefd3361414c02bf22847e27d75de2d64a3df80dd9fe6bcc915559398,0c7a33814ce7335d,EP02_ONLY
GW-SHOT-013,GW_EN_CARD_TIME_COORDINATE.png,03_VISUALS/CARDS/GW_EN_CARD_TIME_COORDINATE.png,1cf9b03978fa42df1c60558f61e9c47fc2af1187e163601443287acfa4256c93,196c6693996c6693,EP02_ONLY
GW-SHOT-014,GW_EN_CARD_DIGITS_SOME.png,03_VISUALS/CARDS/GW_EN_CARD_DIGITS_SOME.png,f5cf6387e69cf981e9e86f028aaecacf2d4f80a02ca7d0569d81ea41210cebc1,423f30d00fd03d5f,EP02_ONLY
GW-SHOT-015,GW_EN_CARD_DIGITS_NONE.png,03_VISUALS/CARDS/GW_EN_CARD_DIGITS_NONE.png,094d963b0f1043ce152667a9939ccab0ce2d61404aec9ece28ee7a9b5624a603,43733c8cc3733c8c,EP02_ONLY
GW-SHOT-016,GW_EN_CARD_WEAK_NOT_DISCARDED.png,03_VISUALS/CARDS/GW_EN_CARD_WEAK_NOT_DISCARDED.png,0a87edc9ca379e51ac39d616163241e4b1758ff92730357e8d9d0d550836fa37,16e4691b96e4391b,EP02_ONLY
GW-SHOT-017,GW_EN_DOC64_MONROE_INVENTOR.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC64_MONROE_INVENTOR.png,82a15bf38435e39515fee8f96fa1a97073cc9a4279122fe4163ee710145c6d73,443c3bc36f833a2c,EP02_ONLY
GW-SHOT-018,GW_EN_FILMIC06_MONROE_RADIO_STUDIO_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC06_MONROE_RADIO_STUDIO_FINAL.png,fa55e9434153b328420901d35f6e63e609ffe84c57488fdc0143d69be5b89443,05983acb6abd3e24,EP02_ONLY
GW-SHOT-019,GW_EN_CLIP03_MONROE_EXIT.mp4,03_VISUALS/CLIPS/GW_EN_CLIP03_MONROE_EXIT.mp4,45c9806bb2d09f3401932d2a47a84eaba62d9fccba1a5d401d5577d2d35a9df7,29e0aba968785e56,EP02_ONLY
GW-SHOT-020,GW_EN_FILMIC07_MONROE_LAB_BUILDER_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC07_MONROE_LAB_BUILDER_FINAL.png,cd3378a76c279f7914cadc93aced383909fd74dea89efcf36c3b9e3f8ec40e50,169634cd62fc4996,EP02_ONLY
GW-SHOT-021,GW_EN_FILMIC08_GATEWAY_TRAINING_SESSION_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC08_GATEWAY_TRAINING_SESSION_FINAL.png,55cb8411e11b7de05e8c9615f728b2ece763841d954cf6b192c40586c0753a78,0cfa790346959b6c,EP02_ONLY
GW-SHOT-022,GW_EN_DOC03_HEMISYNC.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC03_HEMISYNC.png,6830a76a84ec7b5ad29e4f3fee82e61682d51edc48f8a8f8eb98891eabf06833,05c43ee93a1e6a36,EP02_ONLY
GW-SHOT-023,GW_EN_DOC21_HYPNOSIS.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC21_HYPNOSIS.png,e99fdd6dfec499c038fe5e79f513c0767c3a37c3bc583afed2e3961f96976a89,11336ecc6ecc6a8c,EP02_ONLY
GW-SHOT-024,GW_EN_DOC17_BIBLIOGRAPHY.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC17_BIBLIOGRAPHY.png,642ff61749da37863f85491eb1860cca979de1d6ce7e2a23a1a55fc8ebaade67,158f3ef02e366a0c,EP02_ONLY
GW-SHOT-025,GW_EN_DOC65_BENTOV_INVENTOR.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC65_BENTOV_INVENTOR.png,ba9979968f01d1385f2d5cd83f69635ef8d951587b426ae2c07f46b779c6ccad,51c16b9e6be02e61,EP02_ONLY
GW-SHOT-026,GW_EN_FILMIC09_BENTOV_CATHETER_BENCH_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC09_BENTOV_CATHETER_BENCH_FINAL.png,62f05039bdf21ef8dbc91f766dcd2bb41d222209243700a178f9e5a560a7a86c,4256d2d255cd692d,EP02_ONLY
GW-SHOT-027,GW_EN_FILMIC10_BODY_OSCILLATION_TEST_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC10_BODY_OSCILLATION_TEST_FINAL.png,4b50889e21492bf0341c9370b5861f4dbf3d5397e6acbb8f4869d379c097795a,540a3bd4e5601bfc,EP02_ONLY
GW-SHOT-028,GW_EN_INNER05_BODY_RESONANCE_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER05_BODY_RESONANCE_NATIVE.png,38ad4783bb3f49b2f13ab9d63ab8a24496a67df92eb91f3048e9fef1a61b16f0,402fb1719f1e4c9c,EP02_ONLY
GW-SHOT-029,GW_EN_INNER06_COHERENT_FIELD_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER06_COHERENT_FIELD_NATIVE.png,770fc70623941f5095630d807227b31b3b1018f34109dd68bac0d92f6cf83283,01c77e3c81c17e1e,EP02_ONLY
GW-SHOT-030,GW_EN_DOC19_NTSB_FLIGHT191.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC19_NTSB_FLIGHT191.png,0e54d4d0dd02722bb12ece8de442e0f326adb0049f1650c23a66bb31125baa81,05de3a933a64690f,EP02_ONLY
GW-SHOT-031,GW_EN_MAP02_FLIGHT191_ROUTE_CONTEXT.png,03_VISUALS/MAPS/GW_EN_MAP02_FLIGHT191_ROUTE_CONTEXT.png,741f5085b81a992783e04071af03d53f61e8a155ed9740f26e4c7709024ae3b4,50eb6fc8641db134,EP02_ONLY
GW-SHOT-032,AA191_CRASH_SITE_NTSB_PD.png,02_SOURCES/ARCHIVE/FLIGHT191/AA191_CRASH_SITE_NTSB_PD.png,6e42b1837dffb3ed794e7d37dc75b516e31f2fefb5febd7a89e9188b8854a025,47eed906a9c66990,EP02_ONLY
GW-SHOT-033,GW_EN_DOC58_BENTOV_REAPPEARS.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC58_BENTOV_REAPPEARS.png,c4165966de1867e7473b9d2385242bfc460db0e31be29ddadc0a3c2decde6da8,10306f646f996b8d,EP02_ONLY
GW-SHOT-034,GW_EN_FILMIC12_RIGHT_EAR_HEADPHONE_MACRO_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC12_RIGHT_EAR_HEADPHONE_MACRO_FINAL.png,d72ad8cd02aa5b23fb5cf93f9d325bd72ddd585d8e445151a7efc520af97903e,6e5c11810088ffff,EP02_ONLY
GW-SHOT-035,GW_EN_STILL02_BENTOV_OSCILLATOR_OBJECT_V4_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_STILL02_BENTOV_OSCILLATOR_OBJECT_V4_FINAL.png,e3359c88584f721afea752c2b7980fbbad7c9b588c35e7f458fd23c95aeaf8a5,451d60b59cca3eaa,EP02_ONLY
GW-SHOT-036,GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_V2_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_V2_FINAL.png,d0566bb44bb99552b2a89d1bbcaf8abe8afe296fb3dc805d3679bff70b0246c8,40f87ef070e1236b,EP02_ONLY
GW-SHOT-037,GW_EN_DOC23_BIOFEEDBACK.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC23_BIOFEEDBACK.png,534427cf4f98ae50b11df47951f71bd68519fd7c3368a2095b545e33a7f6a1f0,14306bc26fcb6e07,EP02_ONLY
GW-SHOT-038,GW_EN_CARD_BEAT_400.png,03_VISUALS/CARDS/GW_EN_CARD_BEAT_400.png,b1f36041207e3c270180501bbace1356010fa1771b49355f9a01a3b599e98f85,5826379d8d6233d8,EP02_ONLY
GW-SHOT-039,GW_EN_CARD_BEAT_410.png,03_VISUALS/CARDS/GW_EN_CARD_BEAT_410.png,6b178d190a4f610af1e0683c885ab3066a38b1932bb35d406409fb41c586d62e,4c663399cc663333,EP02_ONLY
GW-SHOT-040,GW_EN_CLIP04_BEAT_RESONANCE.mp4,03_VISUALS/CLIPS/GW_EN_CLIP04_BEAT_RESONANCE.mp4,4c452f5f57d2ead0a899408ae7f560a729ab25d94d5cf0c8ccab102b7400d964,16cf73310992a1f9,EP02_ONLY
GW-SHOT-041,GW_EN_DOC04_FREQUENCY_RESPONSE.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC04_FREQUENCY_RESPONSE.png,bf2811caec30ecb08e8ea2bc24bcb2f83863bcaaadefdfb264d5ec7a86a20aa0,05943eeb6a2e6b12,EP02_ONLY
GW-SHOT-042,GW_EN_CARD_BEAT_10HZ.png,03_VISUALS/CARDS/GW_EN_CARD_BEAT_10HZ.png,f75df5a4150e1a9472d3f8502ddcaf5fd0dd0c0f584c59c2ea091866e6b5e650,4c64339b6c2cce65,EP02_ONLY
GW-SHOT-043,GW_EN_DOC25_FFR_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC25_FFR_DETAIL.png,b0f0037e5257504ff11363ffc58857ee81fdaba7771c32dbb441f6f3e785723c,15906a636b256b6b,EP02_ONLY
GW-SHOT-044,GW_EN_DOC26_ELECTROMAGNETIC_RESPONSE.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC26_ELECTROMAGNETIC_RESPONSE.png,06a6a68ccd4a66617bc00c5ae5a0625b0a6c9dfa152315f81c24525aa7d0fd70,14c36b676b343a19,EP02_ONLY
GW-SHOT-045,GW_EN_DOC18_MONROE_PATENT.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC18_MONROE_PATENT.png,0f640f15c6807b2337534d3a3424f5581aeb634df4877cd6d639a5b8926825b1,510e6fc16b912e6a,EP02_ONLY
GW-SHOT-046,GW_EN_DOC24_GATEWAY_COMPARISON.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC24_GATEWAY_COMPARISON.png,2ad90c74b324a76f45dcfc2c55499a15b2c19da9a8e5703f96e417902b5cb590,14e46bc16b3c3b2c,EP02_ONLY
GW-SHOT-047,GW_EN_CLIP05_CROSSING.mp4,03_VISUALS/CLIPS/GW_EN_CLIP05_CROSSING.mp4,863e1a04a9273d572a8004f3fe4609066bdca90d7b8c781f78983389313d3d0e,1de01e10dbff1b20,EP02_ONLY
GW-SHOT-048,GW_EN_INNER17_INFORMATION_FIELD_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER17_INFORMATION_FIELD_NATIVE.png,cea6910967a24f67a643cf912bd3e55693a5d65bd29e922223083344878633aa,1c9733602327f6c9,EP02_ONLY
GW-SHOT-049,GW_EN_DOC60_FIELD_INFORMATION_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC60_FIELD_INFORMATION_DETAIL.png,813a7e84116a08f38a8b77105e6de0e4f08ec7ff8645f295646bc6dfc8de05f0,11336ecc6e266e26,EP02_ONLY
GW-SHOT-050,GW_EN_DOC07_TIME_SPACE.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC07_TIME_SPACE.png,588ec895cb86288b097c58cf7a223b3c63e5c9fddbbc8dc4afd78bc70e1c3368,05e53a9c3a1f6b12,EP02_ONLY
GW-SHOT-051,GW_EN_DOC31_TIME_SPACE_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC31_TIME_SPACE_DETAIL.png,ea5fedd7c3ef257595ccebfb94c1e662fbf78e387767da182454ad5d162352c6,10306fc96e8e6e8e,EP02_ONLY
GW-SHOT-052,GW_EN_DOC52_NESTED_SYSTEMS.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC52_NESTED_SYSTEMS.png,155c982f1ecfd0b1695749b6820150e0625ec030693ff2771448d972f9d60f8a,14346b616b9b6b64,EP02_ONLY
GW-SHOT-053,GW_EN_DOC32_CLICKING_OUT.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC32_CLICKING_OUT.png,8022e37b2ef2832f91eaffeab8004dd01f23359d38f51f403ff23d39fa64ab2e,10c36fa66f183a39,EP02_ONLY
GW-SHOT-054,GW_EN_DOC01_ARMY_HEADER.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC01_ARMY_HEADER.png,64bcc7089dd71b03e5697a2d6e708b9c3fce3e8278426bd8dec2a400e05d54b2,15a52a9d3a6a6267,EP02_ONLY
GW-SHOT-055,GW_EN_CARD_CROSSING_SUMMARY.png,03_VISUALS/CARDS/GW_EN_CARD_CROSSING_SUMMARY.png,4f901ebbb8f82064547c8ecb3f08f6f498ca09a62d398590923c3e37f38e7b97,4e3131ce7199ce31,EP02_ONLY
GW-SHOT-056,GW_EN_DOC42_STUDY_LIMIT.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC42_STUDY_LIMIT.png,d4f06dd924f00d9dc1b6dff0d72c1fe56c66f86ed1423d5182fb2ca3bd926545,14616b926b3c7b29,EP02_ONLY
GW-SHOT-057,GW_EN_CARD_CROSSING_COSMOLOGY.png,03_VISUALS/CARDS/GW_EN_CARD_CROSSING_COSMOLOGY.png,abe389bebbd57c526b388cfcc91da65770e026bc07f0cc56b957f606fb268ee9,52392dc6d2392dc6,EP02_ONLY
GW-SHOT-058,FORT_MEADE_CURRENT_CC_BY_SA_2.jpg,02_SOURCES/ARCHIVE/FORT_MEADE/FORT_MEADE_CURRENT_CC_BY_SA_2.jpg,a0f858ce160a5c716a3ae5117f18a58994d643afce853cf96aa3360146d9606a,2893d8e35d645b25,EP02_ONLY
GW-SHOT-059,GW_EN_CARD_INTERPRETATION_TEST.png,03_VISUALS/CARDS/GW_EN_CARD_INTERPRETATION_TEST.png,b8f7eca9c7c7874adb8906921d1f2dbdddddac4ea9f33db2a59c37f982660489,13642cdbc3e63839,EP02_ONLY
GW-SHOT-060,GW_EN_DOC14_CONCLUSION.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC14_CONCLUSION.png,7f2c61b63bbc77488c27f0cf66b8cd5729dab6e131fb6139b66ea68918f34333,05cf3ad03a2e6a1d,EP02_ONLY
GW-SHOT-061,GW_EN_DOC09_FOCUS15.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC09_FOCUS15.png,dbf8ecc63ffdcca0694e92d94cbacf47f987164ff09675f23aea139df5c15d6a,05843e956a636b6e,EP02_ONLY
GW-SHOT-062,GW_EN_CARD_FOCUS10_STATE.png,03_VISUALS/CARDS/GW_EN_CARD_FOCUS10_STATE.png,eecf633dc415f86085629dc16775f6c1642359e2b5965bc30ca855f9540a6e47,4b6c3493cb6c6133,EP02_ONLY
GW-SHOT-063,GW_EN_INNER07_FOCUS12_EXPANSION_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER07_FOCUS12_EXPANSION_NATIVE.png,fea5c7a2688108f1b983aa8668bc7f47dca9d4323c6e692d93e1288f35d45b3c,05b65e4e1794a6cc,EP02_ONLY
GW-SHOT-064,GW_EN_CARD_FOCUS15.png,03_VISUALS/CARDS/GW_EN_CARD_FOCUS15.png,90f4b5411dd8d4f8e63ec42b31a93f58e422d14bd4c07df48a628b0df59654f5,1c4b6395cc666359,EP02_ONLY
GW-SHOT-065,GW_EN_DOC45_FOCUS15_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC45_FOCUS15_RECAP.png,e477d63bd6655a6b3c5c4146044c24dc7490a2b4e7274430ab6f9ebe44426093,05c07a066a2f6b3f,EP02_ONLY
GW-SHOT-066,GW_EN_CLIP06_FOCUS_WHEEL.mp4,03_VISUALS/CLIPS/GW_EN_CLIP06_FOCUS_WHEEL.mp4,ae7049e4619263dae4cd31e03369baa73c94bd30b2799be047cf50da75e8fed8,2cad00734bc03fde,EP02_ONLY
GW-SHOT-067,GW_EN_INNER16_BODY_TURN_DIFFICULTY_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER16_BODY_TURN_DIFFICULTY_NATIVE.png,24b40a20a6ac964acbcc1df0d4625940a2c443588e22c31cfc82bc1e8f9e01cd,18a94d88bacd6d9a,EP02_ONLY
GW-SHOT-068,GW_EN_CARD_FEWER_5.png,03_VISUALS/CARDS/GW_EN_CARD_FEWER_5.png,b3022ea008ebfea4c6f87426fe7ffdffeb1c756d00e3bfbf0cd8b97006ef515d,166b6194ca61759e,EP02_ONLY
GW-SHOT-069,GW_EN_DOC10_FOCUS21.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC10_FOCUS21.png,268c6b1200cd834c33b672652dfb8ece4a6b9b7ba8d60aac1c3c95d736c4f808,15953e662a6a6a1e,EP02_ONLY
GW-SHOT-070,GW_EN_DOC11_ROLLOUT.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC11_ROLLOUT.png,962b625aec0adef759df64f9457de83dcf6c0530ee1a4e149881d95a36964c00,05e13e9c6a9c6a1e,EP02_ONLY
GW-SHOT-071,GW_EN_DOC49_ROLL_OUT_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC49_ROLL_OUT_DETAIL.png,ff8e649b093e1608199a7b53ae692e47652ff65ad6c0b83cc6b57fa7db90a4be,11336ecc3b323b19,EP02_ONLY
GW-SHOT-072,GW_EN_INNER09_RISE_UPWARD_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER09_RISE_UPWARD_NATIVE.png,fa199eb943db3c3f188db09518e2d887502017e835bd361c8ce9992c9ebae82b,169433f3cc496969,EP02_ONLY
GW-SHOT-073,GW_EN_DOC51_OPENING_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC51_OPENING_DETAIL.png,d1b7c83eec50bcdc1f10b6ecf3abcc3d847d93f7c51cec15bdb694b34954413a,14e56bc26b3c6a38,EP02_ONLY
GW-SHOT-074,GW_EN_INNER08_FOCUS21_THRESHOLD_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER08_FOCUS21_THRESHOLD_NATIVE.png,461d52d707a05926951815caf5b2c37432f0704a4f9a78ac98bcfe451fe625f8,19b9334b32d236a5,EP02_ONLY
GW-SHOT-075,GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_V2_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_V2_FINAL.png,cd6e8eb73512961c4f7ce411139c72f8a310c4dd6b8047aafff8ebe780cce78f,588c4b3b901ecd9b,EP02_ONLY
GW-SHOT-076,GW_EN_DOC35_DIGIT_PROCEDURE.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC35_DIGIT_PROCEDURE.png,bca3e6771194e5a821e58418de9cf669d37d63c64aad2cfd78cdab9f7d9dafef,10326fcd3a363b13,EP02_ONLY
GW-SHOT-077,GW_EN_DOC12_TEN_DIGITS.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC12_TEN_DIGITS.png,2666b52dc7c5c9aeb05080889255ca4921c88df77741a34262db32108c0bb79d,15e53a986a366a2d,EP02_ONLY
GW-SHOT-078,GW_EN_CLIP07_TEN_DIGITS.mp4,03_VISUALS/CLIPS/GW_EN_CLIP07_TEN_DIGITS.mp4,8dffddc3296ae1c17bbff68b2c809c71cbd1e704757ad039ab45bf5540cc41bb,25c934d46b847e95,EP02_ONLY
GW-SHOT-079,GW_EN_DOC57_MATCHING_DIGITS.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC57_MATCHING_DIGITS.png,850908dcde7e1758fff5dcc5c31f8d7a602faa170344f8cd5883c7400e05c14d,14c26b626b3c6b3c,EP02_ONLY
GW-SHOT-080,GW_EN_FILMIC19_PARTIAL_DIGIT_NOTES_NATIVE.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC19_PARTIAL_DIGIT_NOTES_NATIVE.png,1c0436257ca16dce6b797568140810a10c65199d5db8bc912d6842e0c88e23e6,19726dd2caa535c2,EP02_ONLY
GW-SHOT-081,GW_EN_DOC36_DIGIT_FAILURE.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC36_DIGIT_FAILURE.png,b62939c848150adcfff226b21769555d45d2a890b838e74386672cdf84368dfc,10366fc93a343a9b,EP02_ONLY
GW-SHOT-082,GW_EN_CARD_TEST_NOT_PROOF.png,03_VISUALS/CARDS/GW_EN_CARD_TEST_NOT_PROOF.png,507bf25e0f829c1d00685bbdfb917d113976a9f84ec7f60d9a9f49a5139ca28e,4b3934c69b3964c6,EP02_ONLY
GW-SHOT-083,GW_EN_DOC37_DISTORTION_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC37_DISTORTION_DETAIL.png,b97366ed64ca0f152e6986533cd9576b27bab3fb60676d159ee74175b01170cc,10306fcc6ecd2bcc,EP02_ONLY
GW-SHOT-084,GW_EN_DOC13_DISTORTION.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC13_DISTORTION.png,04319ec5a917f09c0656533c78d5039e6e966dc2e66d8d9484cf66e7001f4fa4,05e13e947a716b2a,EP02_ONLY
GW-SHOT-085,GW_EN_INNER10_DISTORTION_BLEND_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER10_DISTORTION_BLEND_NATIVE.png,129fc081a80a3d3d5926b72961c3dab08fd7c8772316609be5a0891b79014d82,15965a916c7b8972,EP02_ONLY
GW-SHOT-086,GW_EN_CARD_SOURCE_UNCERTAIN.png,03_VISUALS/CARDS/GW_EN_CARD_SOURCE_UNCERTAIN.png,0110460d7450d94a791ab6f857e01d572273d71f3308b2dc29f311c73e43f9b0,53312cca93356d6a,EP02_ONLY
GW-SHOT-087,GW_EN_DOC38_MULTIFOCUS_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC38_MULTIFOCUS_DETAIL.png,9a2ef863e41d3fbb9f48f513793815393e1deb96fb6dc79212deca915b9a7b4a,10e66b936e296b29,EP02_ONLY
GW-SHOT-088,GW_EN_CARD_DECISION_QUESTION.png,03_VISUALS/CARDS/GW_EN_CARD_DECISION_QUESTION.png,79baea59cd73b43a158a79838cb211a1276b503f28df37716fc7a355db462319,43313ccec3393cc6,EP02_ONLY
GW-SHOT-089,GW_EN_STILL05_THREE_OBSERVERS_V2_FINAL.png,03_VISUALS/GENERATED/STILLS/GW_EN_STILL05_THREE_OBSERVERS_V2_FINAL.png,537bde18d15ff75a3064b6a500d1feb1f0df6b6f1c9980986cb27f22af75735f,1a8e9173f40907fc,EP02_ONLY
GW-SHOT-090,GW_EN_INNER14_RECOMMENDATION_H_TRIAL_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER14_RECOMMENDATION_H_TRIAL_NATIVE.png,41814a0988419275692286f57e9d274fcf5d2f49c058292b32dbb5ef4201aef3,097672679d892636,EP02_ONLY
GW-SHOT-091,GW_EN_FILMIC20_AUTHORIZATION_HAND_NATIVE.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC20_AUTHORIZATION_HAND_NATIVE.png,092a0fa3f3e0c35c229fd6dde8f9d2f9ab791176c7831a475f315c0eee4e1e0e,116db5b06d95660d,EP02_ONLY
GW-SHOT-092,GW_EN_DOC41_RECOMMENDATION_INTRO.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC41_RECOMMENDATION_INTRO.png,28877c816022b8ad2e4a880861b4aa5e05242815383a335fdc1d0cf61270730c,14666b936e386b2c,EP02_ONLY
GW-SHOT-093,GW_EN_DOC39_NONCORPOREAL_DETAIL.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC39_NONCORPOREAL_DETAIL.png,5e67220f222ee52c79a488cfcb2a00bc7b040ac2f836876153657c2f13e77798,14396fc26ac33a3c,EP02_ONLY
GW-SHOT-094,GW_EN_INNER15_NONPHYSICAL_PRESENCE_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER15_NONPHYSICAL_PRESENCE_NATIVE.png,c307f910562cd349f2686b19cd408d96e41fb98d02562931c8184f52f430c6c0,117467cb6d92328d,EP02_ONLY
GW-SHOT-095,GW_EN_DOC40_HOLOGRAPHIC_DEFENCE.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC40_HOLOGRAPHIC_DEFENCE.png,1f67cbb661fd074952c615f75a639d70694d21d4946387e74d07e0caf74a081f,14346bc36b0d6bc9,EP02_ONLY
