content_sha256,perceptual_hash,episode_id,asset_id,series_usage,file_path,registered_utc,notes
a53677750c63207bec3ae5e2a369004db4dbdbe39f456d487b88b90c6cbecdfd,5b0f0f6727061607,EP01_KOZYREV,KZ_MYSTIC_THEORY_ISOLATION,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORY_ISOLATION.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
e2b16b22c6e24e055b3b65c966737c231ca6300cbef58e266ef5c13c0db8973b,b5b1839f3bb1b4bd,EP01_KOZYREV,KZ_PHYSICAL_THEORY_BODY_BOUNDARY,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_PHYSICAL_THEORY_BODY_BOUNDARY.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
b9ea6f467527b86fc5971193b24c4d74f86dd09cecb89516d49be3b982f23716,303030160c1c0e0e,EP01_KOZYREV,KZ_MYSTIC_THEORY_INFORMATION_REFLECTION,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORY_INFORMATION_REFLECTION.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
2d5955ae5676fa905c0d77beca1c41d1c7a87e9765659dd41b561ed3a107e33e,0c6d6d6d4d6d6d4d,EP01_KOZYREV,KZ_HISTORY_PULKOVO_OBSERVATORY,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_PULKOVO_OBSERVATORY.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3ea88a52ac71fb1d04a70151a9c72d8a6f21627ddd44656782aa86376d83481c,0d4d4fcd4d4d6d4d,EP01_KOZYREV,KZ_HISTORY_PULKOVO_REFRACTOR,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_PULKOVO_REFRACTOR.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
ba46fc39d59875ef7fd757791a21f04ac8ad0a9e04ecf83b684dda95f0af2613,e026262327262404,EP01_KOZYREV,KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
d091a1c2d48585404993f7ec17dbc525022705d06c481cb569ef75daffb692a1,6c69646c6d7d6d4d,EP01_KOZYREV,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_INTERNAL_TIME_CONTINUOUS.mp4,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
7417d9a5b7cba3e0ee66c4dc31a3bce136dc860ca38ab0a9d4ce0e3170101efb,8155555555554689,EP01_KOZYREV,KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
d1c642e80913676709220e9a28d1bedd7a03a7c30bbf593fc96741c96559fc41,6055755551514520,EP01_KOZYREV,KZ_DOC_028,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_028.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
451c49df470a9e15c0b5b86229ea6e2bfc4ef13dc63767f72941cc4059439f8b,3331393373737337,EP01_KOZYREV,KZ_MYSTIC_THREE_STORIES_COLLAPSE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THREE_STORIES_COLLAPSE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
55e534cb21756daf455c799919c14cf8279b223e8be89283d3c07a09028ea2ca,8253738303236754,EP01_KOZYREV,KZ_CARD_STREAM_KOZYREV_TIME,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_STREAM_KOZYREV_TIME.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
4d5df92e30b1da6cda1e5bf021e4b8b94734015db23658d5ab139cb8b02bc456,1212038c8c9ccca4,EP01_KOZYREV,KZ_RESEARCHERS_NIGHT_LAB,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_RESEARCHERS_NIGHT_LAB.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
a98e87abda00baec31bb9784c5ffedfbd59c906d803892b800e83e58a4e67cc9,89217296030b361b,EP01_KOZYREV,KZ_CARD_STREAM_PATENT,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_STREAM_PATENT.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
bee05b8ffb20dc53707df7c5f9702308d4260cb126e98941bbfe88a7f0d7c58f,1999911515191918,EP01_KOZYREV,KZ_MYSTIC_SEPARATE_THREADS,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_SEPARATE_THREADS.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
5d2b46c15b0c5b61e8b81bdb84ed6e9667f36a7f1fbf2b05ad16d6c8dc70ae12,84b6aa8abe252530,EP01_KOZYREV,KZ_EN_REC04_CHAMBER_REVERSE_WIDE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC04_CHAMBER_REVERSE_WIDE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
de70660b48bf598f7718bbb5f196a9d977137959eb3f7475250c6c9773f083ff,0626063626471735,EP01_KOZYREV,KZ_PHYSICAL_PANEL_SCALE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_PANEL_SCALE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
81a297178627713699e95254788f2d4f3da691bb491eaf888ade7967a260731d,3536262d293d1b3b,EP01_KOZYREV,KZ_FILM_ALUMINUM_SURFACE_MACRO,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_ALUMINUM_SURFACE_MACRO.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
515d106b25f08779558e9e42826b5b5447b8785de2650e5e3429592b25c9fbec,6145595555556f6a,EP01_KOZYREV,KZ_DOC_032,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_032.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3d3953f5446884ec46e6d390bc4f9122c3c01e7e122e80362a17f6c3bef5df9d,464626b6174b6b4b,EP01_KOZYREV,KZ_PHYSICAL_PANEL_ARRAY,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_PANEL_ARRAY.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
1c7e158dd4d695a879f9b0832f185001990962494e07dd4c6aba81619776d3b1,676d323737373652,EP01_KOZYREV,KZ_MODEL_DIRECTION_COMPARE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_DIRECTION_COMPARE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
a32a56e6855a3d097b0b01a555084aee92dc60e2c61124e7966bb930414e07ea,696e928e16164e4d,EP01_KOZYREV,KZ_MODEL_ROTATION_CUTAWAY,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_ROTATION_CUTAWAY.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
e0e0d2e9fda855c7efe14cde7cb080829cfe8f0626039251f9403750dacc2a6b,140429211e87a330,EP01_KOZYREV,KZ_MYSTIC_DIRECTION_REFLECTION,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_DIRECTION_REFLECTION.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
e51bf68f678afb81936d46de6bd3764f2aade2909bf7095102e4907a7bfabd90,e5663e0e02024606,EP01_KOZYREV,KZ_MYSTIC_LUNAR_REFLECTION,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_LUNAR_REFLECTION.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3f38ff29fb11fa76e7a4439ba464efabe23a6e20ee6a3a2339867a983fe15b04,616511090d070702,EP01_KOZYREV,KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL.mp4,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
9238598120f90a44dd248e47676e8e0e16740712d14352eddf8dc0596c680f2f,7e0e03030794155f,EP01_KOZYREV,KZ_FILM_HELIOGEOPHYSICAL_CHAMBER,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_HELIOGEOPHYSICAL_CHAMBER.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
b977e7d83c273247b09d7e8e7f2e2612e5bd9243794bc9bcfbe52f455cd3f630,8a37738323236754,EP01_KOZYREV,KZ_CARD_PATENT_RECORDS_CLAIM,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_PATENT_RECORDS_CLAIM.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
4949eff0a2b72ff1b99f3b9774c755731bc53c5da5dfe37037738236f4a09086,a31b1e854b4b774a,EP01_KOZYREV,KZ_CARD_CLAIM_NOT_PROOF,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_CLAIM_NOT_PROOF.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
cc3181db3cd626f6dc71646a2fb766af10b11f371f22a25181ea604e117ca178,7565192571716d45,EP01_KOZYREV,KZ_DOC_013,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_013.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
eaac7c4770d8013b9ed7c85e38028f12eb508b8ede9246d9e955b31533bb41be,756d196531756d45,EP01_KOZYREV,KZ_DOC_014,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_014.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3d9779e63463b27a976cbecec8d6f0fe1c4b76fe1c477b379aeea634d66d46b3,4556444466341785,EP01_KOZYREV,KZ_MYSTIC_INTERNAL_TIME_REFRACTION,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_INTERNAL_TIME_REFRACTION.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
1d852faa9910f06493113452d0008800902d06fbfad470ef111585583a50289c,0f0f0f0d0f0f8f8f,EP01_KOZYREV,KZ_CLIP_DISTANT_IMAGE_CONTINUOUS,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_DISTANT_IMAGE_CONTINUOUS.mp4,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3d9f2a0d95633ad3695f197ed185eaca7967d4bdd4afa632fa21f8d898f3c25c,0d0d1d1511131105,EP01_KOZYREV,KZ_HERO01_REFLECTION_STATE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_HERO01_REFLECTION_STATE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
5d5778fd7cfcc7cdc7814a289d93776e15cb7c44d31a775b84c6684136c2f872,96a74b5a97554568,EP01_KOZYREV,KZ_EN_REC02_SEATED_NEUTRAL,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC02_SEATED_NEUTRAL.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
a83fb705a9a807209016049eea8d194b7bfae16de2025b5bd4b420162ccf8feb,8113766603031e0b,EP01_KOZYREV,KZ_CARD_THEORY_FORK_RETURN,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_FORK_RETURN.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
d82bca5a912a4d089ce5fd8d5974f51223ba7345d1a93c109991b4ab036bffc7,876b6f164b4b774e,EP01_KOZYREV,KZ_CARD_THEORY_ISOLATION_ACTIVE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_ISOLATION_ACTIVE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
4b00eb86619b7a3c94f4a4afa2c95817e03a8ce79ba88a7ca878244d17fe984d,31068f090b0b0746,EP01_KOZYREV,KZ_CLIP_ISOLATION_SENSORY_CONTINUOUS,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_ISOLATION_SENSORY_CONTINUOUS.mp4,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3fae73cf90e26cb0e87f9a42d0e3d41b962024bb0c494fc5a3a94f5180867cf7,611d5d5f56461e37,EP01_KOZYREV,KZ_SENSORY_HAND_ON_ALUMINUM,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_SENSORY_HAND_ON_ALUMINUM.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
e0f7274c42286589a0b7f397f7892933691c528cc08f01f7380a14ee11d9114b,813533834b4b332a,EP01_KOZYREV,KZ_CARD_THEORY_PHYSICAL_ACTIVE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_PHYSICAL_ACTIVE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
477160ff7835631f70a5f2aa7751a0d830cd3f18418a4243772e15053508a925,2726a74bd9534323,EP01_KOZYREV,KZ_CLIP_PHYSICAL_VARIABLES_SENSOR_RIG,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_PHYSICAL_VARIABLES_SENSOR_RIG.mp4,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
747c00a574c57f81512f25ab980500a27d9738bf8f70ad9322a1906a20fc3f13,85537b8313136b4d,EP01_KOZYREV,KZ_CARD_PHYSICAL_VARIABLES,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_PHYSICAL_VARIABLES.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
870ba65e1a0a1673e5d6ee5203bdbc5f299cb19c09648c05507ee2f1d9647b6c,76041c0c094d0709,EP01_KOZYREV,KZ_MYSTIC_MEASURABLE_NOT_TRAVEL,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_MEASURABLE_NOT_TRAVEL.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
880ef8a41865c8c32505b2b6747f0718931649a7a1a639a91d18cc264c60b286,8453339c8f8fb31b,EP01_KOZYREV,KZ_CARD_THEORY_INFORMATION_ACTIVE,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_INFORMATION_ACTIVE.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
c4ce0d56d763173dd9d1382fd01c327a986a3bffe91c1263e6300f0a22b91171,39170f0f0f07170f,EP01_KOZYREV,KZ_OBSERVER_DISTANCE_REFLECTION,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_OBSERVER_DISTANCE_REFLECTION.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
8fcaafe14b1a11b4e424acb4612270f6e0f9d68bae0884444552d9867728d229,c4d9cd273d3575c8,EP01_KOZYREV,KZ_MYSTIC_EXTRAORDINARY_POSSIBILITY,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_EXTRAORDINARY_POSSIBILITY.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
3e69d0f7dc3e12cefe8f7116dfcfbc9a319fee1a44548313981b9e859b738b62,8163638303033314,EP01_KOZYREV,KZ_CARD_CLEAN_TEST,EP01_ONLY,07_ENGLISH_PRODUCTION/EP01_KOZYREV/04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_CLEAN_TEST.png,2026-08-27T07:20:27.067370+00:00,Final selected EP01 export; prohibited from reuse in later English episodes.
