filename,cue_id,section,source_file,source_resolution,source_note,view,region,pdf_page,effective_upscale,widened_for_quality,resolution,camera_rule
SRC_EP07_Jinn_from_Ali_manuscript_figure_detail.png,V042,S3,EP07_Jinn_from_Ali_manuscript.png,567x264,plan_master,SEMANTIC_CROP_STATIC,"0.28,0.02,0.76,0.98",,5.45,yes,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Queen_of_the_Night_Burney_Relief_face_detail.png,V043,S3,EP07_Burney_Relief_bust_detail.jpg,2763x2709,eigene Detailaufnahme: EP07_Burney_Relief_bust_detail.jpg,FULL_CONTAIN_STATIC,full,,0.47,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Queen_of_the_Night_Burney_Relief_talons_detail.png,V053,S3,EP07_Burney_Relief_lions_talons_detail.jpg,3234x2247,eigene Detailaufnahme: EP07_Burney_Relief_lions_talons_detail.jpg,FULL_CONTAIN_STATIC,full,,0.56,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Malleus_Maleficarum_1928_Wellcome_p1_title_and_metadata.png,V054,S4,EP07_Malleus_Maleficarum_1928_Wellcome.pdf,2600x3678,plan_master,FULL_CONTAIN_STATIC,full,1,0.34,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome_full_page.png,V055,S4,EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome.jpg,2752x3850,plan_master,FULL_CONTAIN_STATIC,full,,0.33,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Examination_of_a_Witch_Matteson_1853_full_painting_later_depiction.png,V057,S4,EP07_Examination_of_a_Witch_Matteson_1853.jpg,3500x2496,plan_master,FULL_CONTAIN_STATIC,full,,0.50,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Malleus_Maleficarum_1928_Wellcome_editor_selected_relevant_passage.png,V060,S4,EP07_Malleus_Maleficarum_1928_Wellcome.pdf,2600x3678,plan_master,SEMANTIC_CROP_STATIC,"0.10,0.18,0.90,0.62",31,1.23,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Trial_George_Jacobs_Salem_LOC_full_later_depiction.png,V061,S4,EP07_Trial_George_Jacobs_Salem_LOC.jpg,1536x1132,plan_master,FULL_CONTAIN_STATIC,full,,1.11,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Witchcraft_at_Salem_Village_1876_full_later_depiction.png,V062,S4,EP07_Witchcraft_at_Salem_Village_1876.jpg,2356x1637,plan_master,FULL_CONTAIN_STATIC,full,,0.77,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Trial_George_Jacobs_Salem_LOC_court_detail_later_depiction.png,V067,S4,EP07_Trial_George_Jacobs_Salem_LOC.jpg,1536x1132,plan_master,SEMANTIC_CROP_STATIC,"0.06,0.18,0.60,0.82",,2.20,yes,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Witchcraft_at_Salem_Village_1876_crowd_detail_later_depiction.png,V068,S4,EP07_Witchcraft_at_Salem_Village_1876.jpg,2356x1637,plan_master,SEMANTIC_CROP_STATIC,"0.44,0.16,0.98,0.78",,2.01,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Bridget_Bishop_Examination_1692_p1_signature_detail.png,V070,S4,EP07_Bridget_Bishop_Examination_1692.pdf,3903x2600,plan_master,SEMANTIC_CROP_STATIC,"0.06,0.62,0.94,0.92",1,1.85,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Proctors_Ledge_Memorial_full_context.png,V076,S5,EP07_Proctors_Ledge_Memorial.jpg,1152x864,plan_master,FULL_CONTAIN_STATIC,full,,1.46,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_REM_Polysomnography_30sec_rem_segment_detail.png,V112,S7,EP07_REM_Polysomnography_30sec.png,821x601,plan_master,SEMANTIC_CROP_STATIC,"0.04,0.06,0.56,0.94",,3.12,yes,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Sleep_Studies_NHLBI_Polysomnography_full_photo.png,V113,S7,EP07_Sleep_Studies_NHLBI_Polysomnography.jpg,475x592,plan_master,FULL_CONTAIN_STATIC,full,,2.13,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_REM_Polysomnography_30sec_micro_arousal_detail.png,V119,S7,EP07_REM_Polysomnography_30sec.png,821x601,plan_master,SEMANTIC_CROP_STATIC,"0.46,0.06,0.98,0.94",,3.12,yes,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692_p1_full_return.png,V123,S8,EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf,3900x2600,plan_master,FULL_CONTAIN_STATIC,full,1,0.46,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Bridget_Bishop_lithograph_portrait_return.png,V124,S8,EP07_Bridget_Bishop_lithograph.jpg,300x394,plan_master,FULL_CONTAIN_STATIC,full,,2.20,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Witchcraft_at_Salem_Village_1876_full_return_later_depiction.png,V125,S8,EP07_Witchcraft_at_Salem_Village_1876.jpg,2356x1637,plan_master,FULL_CONTAIN_STATIC,full,,0.72,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Bridget_Bishop_execution_archive_scan_full_scan.png,V127,S8,EP07_Bridget_Bishop_execution_archive_scan.png,792x1098,plan_master,FULL_CONTAIN_STATIC,full,,1.15,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Fuseli_The_Nightmare_1781_full_return.png,V131,S8,EP07_Fuseli_The_Nightmare_1781.jpg,3013x2442,plan_master,FULL_CONTAIN_STATIC,full,,0.48,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Salem_Village_1692_map_Upham_1866_full_return.png,V134,S8,EP07_Salem_Village_1692_map_Upham_1866.jpg,3840x2733,plan_master,FULL_CONTAIN_STATIC,full,,0.43,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome_title_detail.png,V135,S8,EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome.jpg,2752x3850,plan_master,SEMANTIC_CROP_STATIC,"0.08,0.06,0.92,0.30",,1.56,no,2560x1440,NO_PAN_NO_ZOOM
SRC_EP07_Abildgaard_Nightmare_1800_full_return.png,V136,S8,Abildgaard_Nachtmahr_1800.jpg,3748x3160,hoeher aufgeloeste Fassung: Abildgaard_Nachtmahr_1800.jpg,FULL_CONTAIN_STATIC,full,,0.37,no,2560x1440,NO_PAN_NO_ZOOM
