asset_id,file,commons_title,source_url,licence,creator,date,resolution,megapixels,hd_capable,bytes,sha256,shared_with
EP14-C19,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Baphomet_by_liphas_L_vi_jpg.jpg,File:Baphomet by Éliphas Lévi.jpg,https://commons.wikimedia.org/wiki/File:Baphomet_by_Éliphas_Lévi.jpg,Public domain,Eliphas Levi,1856,1274x1890,2.41,YES,833531,955504ea68ed5e0424ec53ba79f2a4826aa0fe59aa3f26fc7bbcab4e11a98387,-
EP14-C20,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Pergamino_de_chinon_jpg.jpg,File:Pergamino de chinon.jpg,https://commons.wikimedia.org/wiki/File:Pergamino_de_chinon.jpg,Public domain,Fue redactado en 1308 (se desconoce su autor),Creacion: 17-20 de agosto de 1,1508x1572,2.37,YES,728644,1198b9dacc85bab7861cf79d4d06aa593dcd834ab0a3f64dc76ab79463b83920,-
EP14-C21,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Palais_de_Soubise_jpg.jpg,File:Palais de Soubise.jpg,https://commons.wikimedia.org/wiki/File:Palais_de_Soubise.jpg,Public domain,Print by Bertier after painting by Rigaud,1775,2090x987,2.06,NO,1029997,833eadf57aa74a0ecc3a90d04e30ab8708f5a62fe6c638b11e1e037d83fe3859,-
EP14-C22,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Le_Palais_des_Archives_nationales_ancien_H_tel_de_Rohan_prince_de_Soub.pdf,"File:Le Palais des Archives nationales; ancien Hôtel de Rohan, prince de Soubise; (IA gri 33125015065689).pdf","https://commons.wikimedia.org/wiki/File:Le_Palais_des_Archives_nationales;_ancien_Hôtel_de_Rohan,_prince_de_Soubise;_(IA_gri_33125015065689).pdf",Public domain,,,1100x1500,1.65,NO,6593852,137fff121082d7685431b578880d16d9a3a085d6144ba1e691d34e03f92e2751,-
EP14-C23,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_The_trial_of_Galileo_Galilei_before_the_Inquisition_1633_17th_century.jpg,"File:The trial of Galileo Galilei before the Inquisition, 1633 (17th century Italian school).jpg","https://commons.wikimedia.org/wiki/File:The_trial_of_Galileo_Galilei_before_the_Inquisition,_1633_(17th_century_Italian_school).jpg",Public domain,Italian School,"17th centurydate QS:P571,+1650",1536x1017,1.56,NO,266443,fd73ad82c2f240e95e5fd5732266863f6a4b85019af2d3ac039505135c38ad4e,-
EP14-C24,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Galileo_Galilei_Disegni_originali_delle_Lune_1609_Biblioteca_Nazionale.jpg,"File:Galileo Galilei, Disegni originali delle Lune, 1609, Biblioteca Nazionale Centrale, Firenze.jpg","https://commons.wikimedia.org/wiki/File:Galileo_Galilei,_Disegni_originali_delle_Lune,_1609,_Biblioteca_Nazionale_Centrale,_Firenze.jpg",Public domain,Galileo Galilei,2008-10-01 12:15:54,1000x1451,1.45,NO,1033690,41244e5e48795f89535a24e17a4ae62c758534ced1e3c2c0bf3c679029edb7ca,-
EP14-C25,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Liber_Diurnus_ou_Recueil_des_Formules_usit_es_par_la_Chancellerie_Pont.pdf,"File:Liber Diurnus, ou Recueil des Formules usitées par la Chancellerie Pontificale du Ve au XIe Siècle. (IA liberdiurnusour01rozigoog).pdf","https://commons.wikimedia.org/wiki/File:Liber_Diurnus,_ou_Recueil_des_Formules_usitées_par_la_Chancellerie_Pontificale_du_Ve_au_XIe_Siècle._(IA_liberdiurnusour01rozigoog).pdf",Public domain,Eugène de Rozière,,941x1402,1.32,NO,16845089,3fa82f5f53cfcc614ef1cd72ce119d51435bc29c2a3584bd3e83a7947258b38d,-
EP14-C26,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Interiors_of_Vatican_Secret_Archives_png.png,File:Interiors of Vatican Secret Archives.png,https://commons.wikimedia.org/wiki/File:Interiors_of_Vatican_Secret_Archives.png,CC BY 3.0,Collective,2015-04-24,1366x768,1.05,NO,882254,3cb49ac7c8073f61aac02b8c38db710e757cecb5391d4e537910720910000039,-
EP14-C27,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Delpech_Philip_IV_of_France_jpg.jpg,File:Delpech - Philip IV of France.jpg,https://commons.wikimedia.org/wiki/File:Delpech_-_Philip_IV_of_France.jpg,Public domain,François-Séraphin Delpech,"19th centurydate QS:P571,+1850",870x1064,0.93,NO,375809,dd1e1eddde1b7d9c4242602eeac1e8e6e5428967a88579270aa3059afdbbe421,-
EP14-C28,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Templars_Burning_jpg.jpg,File:Templars Burning.jpg,https://commons.wikimedia.org/wiki/File:Templars_Burning.jpg,Public domain,Workshop of Virgil Master,"after 1380date QS:P571,+1380-0",952x956,0.91,NO,364734,80929130a23f02b50c958c5943906ee69fb0d289926597f39939ee4aca7a73b9,-
EP14-C29,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Mgr_Sergio_Pagano_en_2014_png.png,File:Mgr Sergio Pagano en 2014.png,https://commons.wikimedia.org/wiki/File:Mgr_Sergio_Pagano_en_2014.png,CC BY 3.0,Centro Televisivo Vaticano,2014-04-12,810x1080,0.87,NO,528996,467580e87d3d0934aec44ef31f673ad57fef8edc47deb6744f2bd3dec11a433b,-
EP14-C30,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Garde_Train_GA_jpg.jpg,File:Garde Train GA.jpg,https://commons.wikimedia.org/wiki/File:Garde_Train_GA.jpg,Public domain,Hippolyte Bellangé,2012-06-20,1028x716,0.74,NO,212830,bd41b1aaeed96284083f8b19eeb7c55a161d59598e184d9268d10545fd16858e,-
EP14-C31,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_H_tel_de_Soubise_gravure_du_XIXe_si_cle_jpg.jpg,"File:Hôtel de Soubise, gravure du XIXe siècle.jpg","https://commons.wikimedia.org/wiki/File:Hôtel_de_Soubise,_gravure_du_XIXe_siècle.jpg",Public domain,"Toussaint, Henri (1849-1911,  Hotin, Auguste-Emmanuel (1850-1910)",between 1891 and 1897date QS:P,877x415,0.36,NO,134154,5556c6e82687dab63dd1ec1ecb0012337f1967a2c48ffbcb5bb83c0d1082b539,-
EP14-C32,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Templar_jpg.jpg,File:Templar.jpg,https://commons.wikimedia.org/wiki/File:Templar.jpg,Public domain,Unknown authorUnknown author,"circa 1350date QS:P,+1350-00-0",400x597,0.24,NO,63915,35999e029c19dd42b248576d38c38b4841b6fe0e7467046bd3ea608baf1997e2,-
EP14-C33,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Pope_Clement_V_jpg.jpg,File:Pope Clement-V.jpg,https://commons.wikimedia.org/wiki/File:Pope_Clement-V.jpg,Public domain,Master of the Coronation of the Virgin; Master of female clerics (13 .,c. 1420–30,303x662,0.2,NO,95327,55e0ad3c1c39ae315755e9cef71f205793fd4557723818efa91941570d8e6b6c,-
EP14-C34,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Seal_of_Templars_jpg.jpg,File:Seal of Templars.jpg,https://commons.wikimedia.org/wiki/File:Seal_of_Templars.jpg,Public domain,"Thomas Andrew Archer,  Charles Lethbridge Kingsford",1894,556x281,0.16,NO,58998,d7f47aedb84dafd13d2442e4cc05c1aa1d216a06c8c4ffcd15b23c432a88e3ac,-
EP14-C35,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Sergio_Pagano_jpg.jpg,File:Sergio Pagano.jpg,https://commons.wikimedia.org/wiki/File:Sergio_Pagano.jpg,CC BY 2.0,The original uploader was Fabiox2312 at Italian Wikipedia.,26 June 2012 (original upload ,300x415,0.12,NO,89126,c8694636c76ec22c5c5759016a5fb75a9384dfe30c87a4aa4ac596ea7acc42ad,-
EP14-C36,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP14_Jacques_de_Molay_engraving_jpg.jpg,File:Jacques de Molay engraving.jpg,https://commons.wikimedia.org/wiki/File:Jacques_de_Molay_engraving.jpg,Public domain,Unknown authorUnknown author,Spätes Mittelalter bis Renaiss,154x192,0.03,NO,19042,b55ed6102d8f945989f214b84d2aab8024790719c5a993c69b7babfe2f3816ae,-
