id,episodes,title,traffic_light,license,source_page,download_url,filename,relative_dir,auto_download,expected_kind
EP07_EXP_005,EP07,Salem Village Parsonage Foundation archaeological site,YELLOW,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Salem_Village_Parsonage_Foundation.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Salem%20Village%20Parsonage%20Foundation.jpg,EP07_S01_Salem_Village_Parsonage_Foundation_CC-BY-SA-3.0.jpg,EP07/02_REVIEW_YELLOW/PLACE,1,image
EP07_EXP_006,EP07,Proctor’s Ledge Memorial,YELLOW,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Proctor%27s_Ledge_Memorial.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Proctor%27s%20Ledge%20Memorial.jpg,EP07_S01_Proctors_Ledge_Memorial_CC-BY-SA-4.0.jpg,EP07/02_REVIEW_YELLOW/PLACE,1,image
EP07_EXP_007,EP07,Jinn from Ali manuscript,GREEN,Public Domain / PD-Art,https://commons.wikimedia.org/wiki/File:Jinn_from_Ali_manuscript.png,https://commons.wikimedia.org/wiki/Special:Redirect/file/Jinn%20from%20Ali%20manuscript.png,EP07_S03_Jinn_from_Ali_manuscript_PD.png,EP07/01_ORIGINAL_GREEN/CROSS_CULTURAL_ART,1,image
EP07_EXP_008,EP07,Yoshitoshi — Shoki (dream demon queller),GREEN,Public Domain / PD-Art,https://commons.wikimedia.org/wiki/File:Yoshitoshi_Shoki.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Yoshitoshi%20Shoki.jpg,EP07_S03_Yoshitoshi_Shoki_PD.jpg,EP07/01_ORIGINAL_GREEN/CROSS_CULTURAL_ART,1,image
EP07_EXP_009,EP07,Kunisada — The Ghost,GREEN,Public Domain / PD-Art,https://commons.wikimedia.org/wiki/File:Kunisada_The_Ghost.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Kunisada%20The%20Ghost.jpg,EP07_S03_Kunisada_The_Ghost_PD.jpg,EP07/01_ORIGINAL_GREEN/CROSS_CULTURAL_ART,1,image
EP08_EXP_001,EP08,Callisto bulletin board system screenshot,YELLOW,GFDL / free documentation license,https://commons.wikimedia.org/wiki/File:Callisto_screenshot.png,https://commons.wikimedia.org/wiki/Special:Redirect/file/Callisto%20screenshot.png,EP08_S02_Callisto_BBS_screenshot_GFDL.png,EP08/02_REVIEW_YELLOW/COMPUTER_SCREENS,1,image
EP08_EXP_002,EP08,Bandai Apple Pippin modem,GREEN,Public Domain dedication,https://commons.wikimedia.org/wiki/File:Bandai-Apple-Pippin-Modem.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Bandai-Apple-Pippin-Modem.jpg,EP08_S02_Bandai_Apple_Pippin_Modem_PD.jpg,EP08/01_ORIGINAL_GREEN/TECH_OBJECTS,1,image
EP08_EXP_003,EP08,9.6k modem PCB,GREEN,CC0 1.0,https://commons.wikimedia.org/wiki/File:9.6k_Modem_PCB.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/9.6k%20Modem%20PCB.jpg,EP08_S02_9_6k_Modem_PCB_CC0.jpg,EP08/01_ORIGINAL_GREEN/TECH_OBJECTS,1,image
EP08_EXP_004,EP08,Schneider MM12 monochrome monitor,GREEN,Public Domain dedication,https://commons.wikimedia.org/wiki/File:Schneider-MM12-Monochrome-Monitor-3.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Schneider-MM12-Monochrome-Monitor-3.jpg,EP08_S02_Schneider_MM12_Monochrome_Monitor_PD.jpg,EP08/01_ORIGINAL_GREEN/TECH_OBJECTS,1,image
EP08_EXP_005,EP08,Rotary dial telephone clipart,GREEN,CC0 1.0,https://commons.wikimedia.org/wiki/File:Rotary_dial_telephone.svg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Rotary%20dial%20telephone.svg,EP08_S01_Rotary_Dial_Telephone_CC0.svg,EP08/01_ORIGINAL_GREEN/TECH_ICONS,1,image
EP08_EXP_006,EP08,Shure SM7 microphone,GREEN,CC0 1.0,https://commons.wikimedia.org/wiki/File:Shure_SM7.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Shure%20SM7.jpg,EP08_S01_Shure_SM7_Microphone_CC0.jpg,EP08/01_ORIGINAL_GREEN/AUDIO_EQUIPMENT,1,image
EP08_EXP_007,EP08,Amstutz Electro-Artograph 1895 (early fax machine),GREEN,Public Domain,https://commons.wikimedia.org/wiki/File:Amstutz_Electro-Artograph_1895.png,https://commons.wikimedia.org/wiki/Special:Redirect/file/Amstutz%20Electro-Artograph%201895.png,EP08_S01_Amstutz_Electro_Artograph_1895_PD.png,EP08/01_ORIGINAL_GREEN/HISTORICAL_TECH,1,image
EP08_EXP_008,EP08,Shure 55S vintage microphone,YELLOW,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Shure_mikrofon_55S.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Shure%20mikrofon%2055S.jpg,EP08_S01_Shure_55S_vintage_mic_CC-BY-SA-3.0.jpg,EP08/02_REVIEW_YELLOW/AUDIO_EQUIPMENT,1,image
EP08_EXP_009,EP08,Generic modem photograph,GREEN,CC0 1.0,https://commons.wikimedia.org/wiki/File:Modem_(15435802246).jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Modem%20%2815435802246%29.jpg,EP08_S02_Generic_Modem_CC0.jpg,EP08/01_ORIGINAL_GREEN/TECH_OBJECTS,1,image
