cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule
EP02_V_011,2,Das ist keine „CIA-Technik“,01:09,01:16,selbst trägt aber den Briefkopf des Department,"des Department of the Army, U.S. Army","selbst trägt aber den Briefkopf des Department of the Army, U.S. Army",AI_RECON,"anonymous adult military analyst listening to audio headphones in a small 1980s office, no identifiable person",G01; G09,IMG04,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_012,2,Das ist keine „CIA-Technik“,01:16,01:23,"Operational Group, U.S. Army Intelligence and Security","Security Command, Fort Meade. McDonnell schreibt seinem","Operational Group, U.S. Army Intelligence and Security Command, Fort Meade. McDonnell schreibt seinem",ORIGINAL_DOCUMENT,"report page showing Army provenance, highlight only verified header lines",G01; G09,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_013,2,Das ist keine „CIA-Technik“,01:23,01:30,"Kommandeur, er sei beauftragt worden, Gateway hinsichtlich",Gateway hinsichtlich Mechanik und praktischer Verwendbarkeit einzuschätzen.,"Kommandeur, er sei beauftragt worden, Gateway hinsichtlich Mechanik und praktischer Verwendbarkeit einzuschätzen.",FLOW_DIAGRAM,myth correction graphic: CIA archive copy is not the same as CIA-authored technique,G01; G09,IMG05,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_014,2,Das ist keine „CIA-Technik“,01:30,01:37,Das ist schon bemerkenswert genug. Man muss,Man muss daraus kein geheimes CIA-Programm erfinden.,Das ist schon bemerkenswert genug. Man muss daraus kein geheimes CIA-Programm erfinden.,FLOW_DIAGRAM,provenance flow: Monroe Institute -> Army/USAINSCOM assessment -> later CIA FOIA archive copy,G01; G09,IMG06,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_015,2,Das ist keine „CIA-Technik“,01:37,01:44,Gateway selbst kam aus dem Monroe Institute.,"Institute. Dort wurde mit Audioverfahren gearbeitet, die","Gateway selbst kam aus dem Monroe Institute. Dort wurde mit Audioverfahren gearbeitet, die",LOCATION_PHOTO,Fort Meade exterior/location context,G01; G09,,Slow Ken Burns motion permitted; caption date/source accurately where needed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_016,2,Das ist keine „CIA-Technik“,01:44,01:51,"unterschiedliche Töne beziehungsweise auditive Muster nutzten, um","nutzten, um veränderte Zustände zu erleichtern. Der","unterschiedliche Töne beziehungsweise auditive Muster nutzten, um veränderte Zustände zu erleichtern. Der",AI_RECON,"anonymous adult military analyst listening to audio headphones in a small 1980s office, no identifiable person",G01; G09,IMG07,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_017,2,Das ist keine „CIA-Technik“,01:51,01:58,"Markenbegriff dafür war Hemi-Sync. McDonnell versucht, daraus",daraus ein physikalisch klingendes Modell zu bauen.,"Markenbegriff dafür war Hemi-Sync. McDonnell versucht, daraus ein physikalisch klingendes Modell zu bauen.",ORIGINAL_DOCUMENT,"report page showing Army provenance, highlight only verified header lines",G01; G09,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_018,2,Das ist keine „CIA-Technik“,01:58,02:05,Und genau hier wird das Dokument gleichzeitig,Dokument gleichzeitig faszinierend und gefährlich leicht misszuverstehen.,Und genau hier wird das Dokument gleichzeitig faszinierend und gefährlich leicht misszuverstehen.,FLOW_DIAGRAM,myth correction graphic: CIA archive copy is not the same as CIA-authored technique,G01; G09,IMG08,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_019,3,"Zwei Ohren, ein dritter Rhythmus",02:05,02:12,Der Ausgangspunkt ist weniger exotisch als der,weniger exotisch als der Rest. Bei binauralen,Der Ausgangspunkt ist weniger exotisch als der Rest. Bei binauralen,VECTOR_DIAGRAM,"stereo audio diagram: left ear frequency, right ear frequency, perceived difference beat in center",G01,IMG09,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_020,3,"Zwei Ohren, ein dritter Rhythmus",02:12,02:18,Beats hören linkes und rechtes Ohr leicht,und rechtes Ohr leicht unterschiedliche Frequenzen. Das,Beats hören linkes und rechtes Ohr leicht unterschiedliche Frequenzen. Das,AI_RECON,"adult participant wearing period-correct over-ear headphones in a dim but clinical room, no mystical glow",G01,IMG10,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_021,3,"Zwei Ohren, ein dritter Rhythmus",02:18,02:25,"Gehirn kann daraus einen rhythmischen Eindruck erzeugen,","einen rhythmischen Eindruck erzeugen, der der Frequenzdifferenz","Gehirn kann daraus einen rhythmischen Eindruck erzeugen, der der Frequenzdifferenz",MACRO_RECON,"macro close-up of analog stereo headphones and reel/cassette audio equipment, 1980s plausible",G01,IMG11,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_022,3,"Zwei Ohren, ein dritter Rhythmus",02:25,02:32,entspricht. Solche auditiven Beat-Verfahren werden bis heute,Beat-Verfahren werden bis heute auf Effekte wie,entspricht. Solche auditiven Beat-Verfahren werden bis heute auf Effekte wie,VECTOR_DIAGRAM,"waveform animation still showing two sine waves and difference frequency, clean technical design",G01,IMG12,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_023,3,"Zwei Ohren, ein dritter Rhythmus",02:32,02:38,"Aufmerksamkeit, Angst oder Schmerz untersucht. Gateway macht",Schmerz untersucht. Gateway macht daraus mehr als,"Aufmerksamkeit, Angst oder Schmerz untersucht. Gateway macht daraus mehr als",AI_RECON,"anonymous observer logging participant responses while audio plays, separated desk",G01,IMG13,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_024,3,"Zwei Ohren, ein dritter Rhythmus",02:38,02:45,nur Entspannung. Im Bericht werden verschiedene Focus-Zustände,Bericht werden verschiedene Focus-Zustände beschrieben Stufen zunehmend,nur Entspannung. Im Bericht werden verschiedene Focus-Zustände beschrieben: Stufen zunehmend,VECTOR_DIAGRAM,"stereo audio diagram: left ear frequency, right ear frequency, perceived difference beat in center",G01,IMG14,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_025,3,"Zwei Ohren, ein dritter Rhythmus",02:45,02:52,"veränderter Aufmerksamkeit. McDonnell diskutiert, wie Audio, Entspannung,","wie Audio, Entspannung, Suggestion und Training den","veränderter Aufmerksamkeit. McDonnell diskutiert, wie Audio, Entspannung, Suggestion und Training den",AI_RECON,"adult participant wearing period-correct over-ear headphones in a dim but clinical room, no mystical glow",G01,IMG15,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_026,3,"Zwei Ohren, ein dritter Rhythmus",02:52,02:58,Teilnehmer Schritt für Schritt in diese Zustände,Schritt in diese Zustände bringen sollen. Bis,Teilnehmer Schritt für Schritt in diese Zustände bringen sollen. Bis,MACRO_RECON,"macro close-up of analog stereo headphones and reel/cassette audio equipment, 1980s plausible",G01,IMG16,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_027,3,"Zwei Ohren, ein dritter Rhythmus",02:58,03:05,hierher kann man die Geschichte noch als,die Geschichte noch als intensive Form von,hierher kann man die Geschichte noch als intensive Form von,VECTOR_DIAGRAM,"waveform animation still showing two sine waves and difference frequency, clean technical design",G01,IMG17,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_028,3,"Zwei Ohren, ein dritter Rhythmus",03:05,03:12,"Meditation, Entspannung und Aufmerksamkeitslenkung lesen. Dann verschiebt",Aufmerksamkeitslenkung lesen. Dann verschiebt sich die Skala.,"Meditation, Entspannung und Aufmerksamkeitslenkung lesen. Dann verschiebt sich die Skala.",AI_RECON,"anonymous observer logging participant responses while audio plays, separated desk",G01,IMG18,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_029,3,"Zwei Ohren, ein dritter Rhythmus",03:12,03:18,"Denn Gateway soll nicht nur beeinflussen, wie","nicht nur beeinflussen, wie sich Bewusstsein anfühlt.","Denn Gateway soll nicht nur beeinflussen, wie sich Bewusstsein anfühlt.",VECTOR_DIAGRAM,"stereo audio diagram: left ear frequency, right ear frequency, perceived difference beat in center",G01,IMG19,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_030,3,"Zwei Ohren, ein dritter Rhythmus",03:18,03:25,"Es soll die Frage öffnen, wo Bewusstsein","Frage öffnen, wo Bewusstsein überhaupt sein kann.","Es soll die Frage öffnen, wo Bewusstsein überhaupt sein kann.",AI_RECON,"adult participant wearing period-correct over-ear headphones in a dim but clinical room, no mystical glow",G01,IMG20,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_031,4,Focus 15 und Focus 21,03:25,03:32,Im Abschnitt über Focus 15 beschreibt der,Abschnitt über Focus 15 beschreibt der Bericht,Im Abschnitt über Focus 15 beschreibt der Bericht,STAIR_DIAGRAM,"Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor",G01; G02-G08,IMG21,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_032,4,Focus 15 und Focus 21,03:32,03:39,"einen Zustand, der mit Travel into the","Zustand, der mit Travel into the Past","einen Zustand, der mit „Travel into the Past“",AI_RECON,"adult participant reclining with headphones, eyes closed, room remains physically ordinary",G01; G02-G08,IMG22,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_033,4,Focus 15 und Focus 21,03:39,03:46,überschrieben ist. McDonnell schildert eine weitere Ausdehnung,McDonnell schildert eine weitere Ausdehnung des Bewusstseins,überschrieben ist. McDonnell schildert eine weitere Ausdehnung des Bewusstseins,ABSTRACT_METAPHOR,"conceptual time corridor made from layered translucent frames, no magical portal, explicitly metaphorical",G01; G02-G08,IMG23,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_034,4,Focus 15 und Focus 21,03:46,03:52,durch zusätzliche Audioschichten und symbolische Anweisungen. Zeit,zusätzliche Audioschichten und symbolische Anweisungen. Zeit wird,durch zusätzliche Audioschichten und symbolische Anweisungen. Zeit wird,ORIGINAL_DOCUMENT,Gateway report section/exhibit held while narrator describes Focus levels,G01; G02-G08,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_035,4,Focus 15 und Focus 21,03:52,03:59,"dabei als großes Rad visualisiert, dessen Speichen","als großes Rad visualisiert, dessen Speichen Zugang","dabei als großes Rad visualisiert, dessen Speichen Zugang",AI_RECON,split conceptual image of remembered past and imagined future around a still seated participant,G01; G02-G08,IMG24,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_036,4,Focus 15 und Focus 21,03:59,04:06,zu verschiedenen Punkten der Vergangenheit geben sollen.,verschiedenen Punkten der Vergangenheit geben sollen. Noch,zu verschiedenen Punkten der Vergangenheit geben sollen. Noch,STAIR_DIAGRAM,"Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor",G01; G02-G08,IMG25,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_037,4,Focus 15 und Focus 21,04:06,04:13,eine Stufe weiter liegt Focus 21. Der,Stufe weiter liegt Focus 21. Der Bericht,eine Stufe weiter liegt Focus 21. Der Bericht,AI_RECON,"adult participant reclining with headphones, eyes closed, room remains physically ordinary",G01; G02-G08,IMG26,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_038,4,Focus 15 und Focus 21,04:13,04:20,verbindet ihn mit einer Bewegung jenseits normaler,mit einer Bewegung jenseits normaler Raum-Zeit-Grenzen und,verbindet ihn mit einer Bewegung jenseits normaler Raum-Zeit-Grenzen und,ABSTRACT_METAPHOR,"conceptual time corridor made from layered translucent frames, no magical portal, explicitly metaphorical",G01; G02-G08,IMG27,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_039,4,Focus 15 und Focus 21,04:20,04:27,mit Aufmerksamkeit auf die Zukunft. Das sind,Aufmerksamkeit auf die Zukunft. Das sind keine,mit Aufmerksamkeit auf die Zukunft. Das sind keine,ORIGINAL_DOCUMENT,Gateway report section/exhibit held while narrator describes Focus levels,G01; G02-G08,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_040,4,Focus 15 und Focus 21,04:27,04:34,"Formulierungen, die wir der Akte unterschieben. Sie",die wir der Akte unterschieben. Sie stehen,"Formulierungen, die wir der Akte unterschieben. Sie stehen",AI_RECON,split conceptual image of remembered past and imagined future around a still seated participant,G01; G02-G08,IMG28,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_041,4,Focus 15 und Focus 21,04:34,04:41,in ihr. Aber wir müssen zwei Dinge,ihr. Aber wir müssen zwei Dinge auseinanderhalten.,in ihr. Aber wir müssen zwei Dinge auseinanderhalten.,STAIR_DIAGRAM,"Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor",G01; G02-G08,IMG29,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_042,4,Focus 15 und Focus 21,04:41,04:48,"Belegt ist, dass McDonnell diese Konzepte in","ist, dass McDonnell diese Konzepte in einem","Belegt ist, dass McDonnell diese Konzepte in einem",AI_RECON,"adult participant reclining with headphones, eyes closed, room remains physically ordinary",G01; G02-G08,IMG30,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_043,4,Focus 15 und Focus 21,04:48,04:54,"militärischen Assessment analysierte. Behauptet ist, dass Teilnehmer","Assessment analysierte. Behauptet ist, dass Teilnehmer auf","militärischen Assessment analysierte. Behauptet ist, dass Teilnehmer auf",ABSTRACT_METAPHOR,"conceptual time corridor made from layered translucent frames, no magical portal, explicitly metaphorical",G01; G02-G08,IMG31,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_044,4,Focus 15 und Focus 21,04:54,05:01,"diesem Weg tatsächlich Informationen aus Vergangenheit, Zukunft","tatsächlich Informationen aus Vergangenheit, Zukunft oder einem","diesem Weg tatsächlich Informationen aus Vergangenheit, Zukunft oder einem",ORIGINAL_DOCUMENT,Gateway report section/exhibit held while narrator describes Focus levels,G01; G02-G08,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_045,4,Focus 15 und Focus 21,05:01,05:08,außerkörperlichen Zustand gewinnen können. Die Existenz eines,Zustand gewinnen können. Die Existenz eines geheimnisvollen,außerkörperlichen Zustand gewinnen können. Die Existenz eines geheimnisvollen,AI_RECON,split conceptual image of remembered past and imagined future around a still seated participant,G01; G02-G08,IMG32,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_046,4,Focus 15 und Focus 21,05:08,05:15,Dokuments macht den zweiten Satz nicht automatisch,macht den zweiten Satz nicht automatisch wahr.,Dokuments macht den zweiten Satz nicht automatisch wahr.,STAIR_DIAGRAM,"Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor",G01; G02-G08,IMG33,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_047,5,"Der Moment, in dem es operativ wird",05:15,05:22,"Der interessanteste Teil kommt dort, wo McDonnell","Teil kommt dort, wo McDonnell aufhört, nur","Der interessanteste Teil kommt dort, wo McDonnell aufhört, nur",ORIGINAL_DOCUMENT,"report recommendation/conclusion page, highlight operational proposal language only",G01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_048,5,"Der Moment, in dem es operativ wird",05:22,05:29,"zu erklären, und anfängt, über Anwendung nachzudenken.","und anfängt, über Anwendung nachzudenken. Im Schlussbereich","zu erklären, und anfängt, über Anwendung nachzudenken. Im Schlussbereich",VECTOR_DIAGRAM,three-observer/multi-focus information collection diagram,G01,IMG34,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_049,5,"Der Moment, in dem es operativ wird",05:29,05:36,schlägt der Bericht weitere Experimente vor. Unter,Bericht weitere Experimente vor. Unter anderem soll,schlägt der Bericht weitere Experimente vor. Unter anderem soll,AI_RECON,anonymous analysts comparing independent descriptions of the same target on a table,G01,IMG35,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_050,5,"Der Moment, in dem es operativ wird",05:36,05:43,man außerkörperliche Bewegung trainieren und die fortgeschrittenen,außerkörperliche Bewegung trainieren und die fortgeschrittenen Focus-Zustände,man außerkörperliche Bewegung trainieren und die fortgeschrittenen Focus-Zustände,AI_RECON,"period 1980s operations room with maps intentionally out of readable focus, no logos",G01,IMG36,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_051,5,"Der Moment, in dem es operativ wird",05:43,05:50,aus dieser Perspektive angehen. Für das Problem,Perspektive angehen. Für das Problem verzerrter Informationsgewinnung,aus dieser Perspektive angehen. Für das Problem verzerrter Informationsgewinnung,FLOW_DIAGRAM,workflow: training -> session -> independent observations -> comparison -> evaluation,G01,IMG37,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_052,5,"Der Moment, in dem es operativ wird",05:50,05:57,skizziert McDonnell sogar einen Multi-Focus-Ansatz drei Personen,sogar einen Multi-Focus-Ansatz drei Personen sollen dasselbe,skizziert McDonnell sogar einen Multi-Focus-Ansatz: drei Personen sollen dasselbe,ORIGINAL_DOCUMENT,"report recommendation/conclusion page, highlight operational proposal language only",G01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP02_V_053,5,"Der Moment, in dem es operativ wird",05:57,06:04,Ziel aus unterschiedlichen Zuständen betrachten eine in,aus unterschiedlichen Zuständen betrachten eine in normaler,Ziel aus unterschiedlichen Zuständen betrachten — eine in normaler,VECTOR_DIAGRAM,three-observer/multi-focus information collection diagram,G01,IMG38,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
