generation_id,episode,scene,role,cue_id,prompt,reference_assets,aspect,do_not_use_as_evidence,status
IMG11,EP02,3,MAIN,EP02_V_021,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: macro close-up of analog stereo headphones and reel/cassette audio equipment, 1980s plausible. NARRATION BEAT TO MATCH: Gehirn kann daraus einen rhythmischen Eindruck erzeugen, der der Frequenzdifferenz. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG12,EP02,3,MAIN,EP02_V_022,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: waveform animation still showing two sine waves and difference frequency, clean technical design. NARRATION BEAT TO MATCH: entspricht. Solche auditiven Beat-Verfahren werden bis heute auf Effekte wie. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG13,EP02,3,MAIN,EP02_V_023,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous observer logging participant responses while audio plays, separated desk. NARRATION BEAT TO MATCH: Aufmerksamkeit, Angst oder Schmerz untersucht. Gateway macht daraus mehr als. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG14,EP02,3,MAIN,EP02_V_024,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: stereo audio diagram: left ear frequency, right ear frequency, perceived difference beat in center. NARRATION BEAT TO MATCH: nur Entspannung. Im Bericht werden verschiedene Focus-Zustände beschrieben: Stufen zunehmend. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG15,EP02,3,MAIN,EP02_V_025,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: adult participant wearing period-correct over-ear headphones in a dim but clinical room, no mystical glow. NARRATION BEAT TO MATCH: veränderter Aufmerksamkeit. McDonnell diskutiert, wie Audio, Entspannung, Suggestion und Training den. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG16,EP02,3,MAIN,EP02_V_026,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: macro close-up of analog stereo headphones and reel/cassette audio equipment, 1980s plausible. NARRATION BEAT TO MATCH: Teilnehmer Schritt für Schritt in diese Zustände bringen sollen. Bis. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG17,EP02,3,MAIN,EP02_V_027,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: waveform animation still showing two sine waves and difference frequency, clean technical design. NARRATION BEAT TO MATCH: hierher kann man die Geschichte noch als intensive Form von. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG18,EP02,3,MAIN,EP02_V_028,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous observer logging participant responses while audio plays, separated desk. NARRATION BEAT TO MATCH: Meditation, Entspannung und Aufmerksamkeitslenkung lesen. Dann verschiebt sich die Skala.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG19,EP02,3,MAIN,EP02_V_029,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: stereo audio diagram: left ear frequency, right ear frequency, perceived difference beat in center. NARRATION BEAT TO MATCH: Denn Gateway soll nicht nur beeinflussen, wie sich Bewusstsein anfühlt.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG20,EP02,3,MAIN,EP02_V_030,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: adult participant wearing period-correct over-ear headphones in a dim but clinical room, no mystical glow. NARRATION BEAT TO MATCH: Es soll die Frage öffnen, wo Bewusstsein überhaupt sein kann.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01,16:9,YES,GENERATE
IMG21,EP02,4,MAIN,EP02_V_031,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor. NARRATION BEAT TO MATCH: Im Abschnitt über Focus 15 beschreibt der Bericht. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG22,EP02,4,MAIN,EP02_V_032,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: adult participant reclining with headphones, eyes closed, room remains physically ordinary. NARRATION BEAT TO MATCH: einen Zustand, der mit „Travel into the Past“. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG23,EP02,4,MAIN,EP02_V_033,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual time corridor made from layered translucent frames, no magical portal, explicitly metaphorical. NARRATION BEAT TO MATCH: überschrieben ist. McDonnell schildert eine weitere Ausdehnung des Bewusstseins. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG24,EP02,4,MAIN,EP02_V_035,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: split conceptual image of remembered past and imagined future around a still seated participant. NARRATION BEAT TO MATCH: dabei als großes Rad visualisiert, dessen Speichen Zugang. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG25,EP02,4,MAIN,EP02_V_036,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor. NARRATION BEAT TO MATCH: zu verschiedenen Punkten der Vergangenheit geben sollen. Noch. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG26,EP02,4,MAIN,EP02_V_037,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: adult participant reclining with headphones, eyes closed, room remains physically ordinary. NARRATION BEAT TO MATCH: eine Stufe weiter liegt Focus 21. Der Bericht. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG27,EP02,4,MAIN,EP02_V_038,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual time corridor made from layered translucent frames, no magical portal, explicitly metaphorical. NARRATION BEAT TO MATCH: verbindet ihn mit einer Bewegung jenseits normaler Raum-Zeit-Grenzen und. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG28,EP02,4,MAIN,EP02_V_040,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: split conceptual image of remembered past and imagined future around a still seated participant. NARRATION BEAT TO MATCH: Formulierungen, die wir der Akte unterschieben. Sie stehen. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG29,EP02,4,MAIN,EP02_V_041,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: Focus-level ladder 10/12 -> 15 -> 21, with claimed past/future boundaries labeled by editor. NARRATION BEAT TO MATCH: in ihr. Aber wir müssen zwei Dinge auseinanderhalten.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG30,EP02,4,MAIN,EP02_V_042,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: adult participant reclining with headphones, eyes closed, room remains physically ordinary. NARRATION BEAT TO MATCH: Belegt ist, dass McDonnell diese Konzepte in einem. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
IMG31,EP02,4,MAIN,EP02_V_043,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual time corridor made from layered translucent frames, no magical portal, explicitly metaphorical. NARRATION BEAT TO MATCH: militärischen Assessment analysierte. Behauptet ist, dass Teilnehmer auf. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",G01; G02-G08,16:9,YES,GENERATE
