cue_id,start_seconds,end_seconds,duration_seconds,voice_text,visual_mode_internal,primary_asset_id,visual_state_id,fallback_asset_id,asset_status,viewer_function,visual_action,motion_class,long_hold_reason,visible_mode_badge,allowed_context_line,selected_asset_id,selected_file_path,selection_status
KZ-CUE-015,49.089,55.290,6.201,"The patent even favored sessions near the new moon, the full moon, and what it called magneto-ionospheric storms.",CLAIM_VISUALIZATION,KZ_SRC_PATENT_LUNAR_GEOMAGNETIC,KZ_FILM_LUNAR_STORM_SESSION,,SELECTED_READY,Attribute moon and storm conditions to the patent text,"Visualize the explicitly attributed lunar/storm operating claim as an ambiguous physical night session, not an unreadable scan.",STATIC_OR_NEAR_STATIC,,NO,,KZ_FILM_LUNAR_STORM_SESSION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_LUNAR_STORM_SESSION.png,LOCKED
KZ-CUE-016,56.080,57.890,1.810,So which story are we actually looking at?,EXPLANATORY_MODEL,KZ_SEQ_THREE_THEORIES_INTRO,KZ_CARD_THREE_THEORIES_OPEN,,SELECTED_READY,Open the three-way interpretive fork,"Progressively reveal state KZ_CARD_THREE_THEORIES_OPEN; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_THREE_THEORIES_OPEN,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THREE_THEORIES_OPEN.png,LOCKED
KZ-CUE-017,58.340,60.420,2.080,A strange form of isolation?,INNER_HYPOTHESIS,KZ_SEQ_THREE_THEORIES_INTRO,KZ_MYSTIC_THEORY_ISOLATION,,SELECTED_READY,First competing explanation: isolation,"Replace the first theory card with an empty, physically real chamber whose bodily trace implies isolation without depicting an entity.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_THEORY_ISOLATION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORY_ISOLATION.png,LOCKED
KZ-CUE-018,60.460,62.460,2.000,A physical environment that changes the body?,RECONSTRUCTION,KZ_SEQ_THREE_THEORIES_INTRO,KZ_PHYSICAL_THEORY_BODY_BOUNDARY,,SELECTED_READY,Second competing explanation: ordinary physical change,"Make the ordinary physical hypothesis tactile through skin response, a real sensor and opaque aluminum.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PHYSICAL_THEORY_BODY_BOUNDARY,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_PHYSICAL_THEORY_BODY_BOUNDARY.png,LOCKED
KZ-CUE-019,62.880,65.190,2.310,Or a room that does something to information itself?,INNER_HYPOTHESIS,KZ_SEQ_THREE_THEORIES_INTRO,KZ_MYSTIC_THEORY_INFORMATION_REFLECTION,,SELECTED_READY,Third competing explanation: information access,Turn the information hypothesis into a restrained reflection that seems spatially ahead of its source.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_THEORY_INFORMATION_REFLECTION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORY_INFORMATION_REFLECTION.png,LOCKED
KZ-CUE-020,65.880,69.650,3.770,"To separate those stories, start with the man whose name was attached later.",ARCHIVE,KZ_SEQ_KOZYREV_BIO_IDEA,KZ_HISTORY_PULKOVO_OBSERVATORY,,SELECTED_READY,Use a genuinely different authenticated Kozyrev image from the earlier death-date block,Move from Kozyrev's portrait into the public-domain observatory world that grounds his profession.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_HISTORY_PULKOVO_OBSERVATORY,04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_PULKOVO_OBSERVATORY.png,LOCKED
KZ-CUE-021,71.060,75.380,4.320,Nikolai Alexandrovich Kozyrev was a Soviet astronomer and astrophysicist.,ARCHIVE,KZ_SEQ_KOZYREV_BIO_IDEA,KZ_HISTORY_PULKOVO_REFRACTOR,,SELECTED_READY,Move from the second portrait to a different authenticated astronomy context; no long portrait hold,Show a distinct public-domain Pulkovo refractor when Kozyrev's astronomical work is named.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_HISTORY_PULKOVO_REFRACTOR,04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_PULKOVO_REFRACTOR.png,LOCKED
KZ-CUE-022,76.000,77.580,1.580,What he left behind was an idea.,INNER_HYPOTHESIS,KZ_SEQ_KOZYREV_BIO_IDEA,KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE,,SELECTED_READY,Shift from person to the specific speculative idea,Carry Kozyrev's idea forward as delayed light bands inside a materially real chamber.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE.png,LOCKED
KZ-CUE-023,78.260,82.680,4.420,"In his more speculative work, time was not merely a coordinate that arranged events.",INNER_HYPOTHESIS,KZ_INNER01_INTERNAL_TIME,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,,SELECTED_READY,One continuously evolving internal-time sequence; never restart or recycle it,Progress to subjective state KZ_CLIP_INTERNAL_TIME_CONTINUOUS; no visible category label and no proof-coded beam or portal,PROGRESSIVE_MOTION,"The single uninterrupted sequence visibly evolves through dust, condensation and delayed reflection as the three spoken claims escalate; a camera move alone is insufficient.",NO,NO,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_INTERNAL_TIME_CONTINUOUS.mp4,LOCKED
KZ-CUE-024,83.220,85.520,2.300,He treated it as something that might act physically.,INNER_HYPOTHESIS,KZ_INNER01_INTERNAL_TIME,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,,SELECTED_READY,One continuously evolving internal-time sequence; never restart or recycle it,Progress to subjective state KZ_CLIP_INTERNAL_TIME_CONTINUOUS; no visible category label and no proof-coded beam or portal,PROGRESSIVE_MOTION,"The single uninterrupted sequence visibly evolves through dust, condensation and delayed reflection as the three spoken claims escalate; a camera move alone is insufficient.",NO,NO,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_INTERNAL_TIME_CONTINUOUS.mp4,LOCKED
KZ-CUE-025,86.120,88.980,2.860,Something with properties that might leave measurable traces.,INNER_HYPOTHESIS,KZ_INNER01_INTERNAL_TIME,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,,SELECTED_READY,One continuously evolving internal-time sequence; never restart or recycle it,Progress to subjective state KZ_CLIP_INTERNAL_TIME_CONTINUOUS; no visible category label and no proof-coded beam or portal,PROGRESSIVE_MOTION,"The single uninterrupted sequence visibly evolves through dust, condensation and delayed reflection as the three spoken claims escalate; a camera move alone is insufficient.",NO,NO,KZ_CLIP_INTERNAL_TIME_CONTINUOUS,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_INTERNAL_TIME_CONTINUOUS.mp4,LOCKED
KZ-CUE-026,89.840,94.500,4.660,"Years later, Kaznacheev and Trofimov moved toward that idea from another direction.",ARCHIVE,KZ_SEQ_RESEARCHER_IDENTITIES,KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR,,SELECTED_READY,Show both later researchers at their first research-history beat,Use authenticated identity material for state KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR; restrained crop/parallax only,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR,04_ASSETS/GENERATED/DETERMINISTIC/KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR.png,LOCKED
KZ-CUE-027,95.120,99.980,4.860,"They studied the human body, the environment, and what they described as information exchange.",ORIGINAL_DOCUMENT,KZ_SEQ_RESEARCHER_IDENTITIES,KZ_DOC_028,,SELECTED_READY,"Connect the named researchers to their documented work, not a generic chamber","Use the complete English abstract block naming cells, people, plants and information as the correct source passage.",STATIC_OR_NEAR_STATIC,,NO,,KZ_DOC_028,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_028.png,LOCKED
KZ-CUE-028,100.560,104.420,3.860,"Online, three separate stories eventually collapsed into one label.",INNER_HYPOTHESIS,KZ_SEQ_THREE_STREAMS,KZ_MYSTIC_THREE_STORIES_COLLAPSE,,SELECTED_READY,Visualize the online collapse of three distinct histories,Let three distinct material traces converge on the same chair instead of collapsing text labels.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_THREE_STORIES_COLLAPSE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THREE_STORIES_COLLAPSE.png,LOCKED
KZ-CUE-029,104.460,105.830,1.370,Kozyrev's theory of time.,EXPLANATORY_MODEL,KZ_SEQ_THREE_STREAMS,KZ_CARD_STREAM_KOZYREV_TIME,,SELECTED_READY,Identify stream one: Kozyrev's time theory,"Progressively reveal state KZ_CARD_STREAM_KOZYREV_TIME; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_STREAM_KOZYREV_TIME,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_STREAM_KOZYREV_TIME.png,LOCKED
KZ-CUE-030,106.240,109.600,3.360,Experiments conducted by Kaznacheev and Trofimov.,RECONSTRUCTION,KZ_SEQ_THREE_STREAMS,KZ_RESEARCHERS_NIGHT_LAB,,SELECTED_READY,Identify stream two: later experiments,Show a clearly reconstructed late-1990s research practice when the experiments are named; identities remain established by the preceding authentic pair.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_RESEARCHERS_NIGHT_LAB,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_RESEARCHERS_NIGHT_LAB.png,LOCKED
KZ-CUE-031,109.640,113.060,3.420,And a patented medical apparatus made from aluminum.,EXPLANATORY_MODEL,KZ_SEQ_THREE_STREAMS,KZ_CARD_STREAM_PATENT,,SELECTED_READY,Identify stream three: the aluminum medical patent,"Progressively reveal state KZ_CARD_STREAM_PATENT; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_STREAM_PATENT,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_STREAM_PATENT.png,LOCKED
KZ-CUE-032,113.100,114.290,1.190,The documents separate them.,INNER_HYPOTHESIS,KZ_SEQ_THREE_STREAMS,KZ_MYSTIC_SEPARATE_THREADS,,SELECTED_READY,Restore the documentary separation between the three streams,"Separate condensation, reflection and sensor trace across three physical layers without a diagram.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_SEPARATE_THREADS,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_SEPARATE_THREADS.png,LOCKED
KZ-CUE-033,115.510,117.230,1.720,Then they make the apparatus stranger.,RECONSTRUCTION,KZ_EN_REC04_CHAMBER_REVERSE_WIDE,KZ_EN_REC04_CHAMBER_REVERSE_WIDE,,SELECTED_READY,New reverse-angle chamber moment before the physical specifications,Use the concrete reconstruction state KZ_EN_REC04_CHAMBER_REVERSE_WIDE; preserve chamber geometry and change framing or action,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_EN_REC04_CHAMBER_REVERSE_WIDE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC04_CHAMBER_REVERSE_WIDE.png,LOCKED
KZ-CUE-034,117.900,121.640,3.740,The patent gives the panels a maximum height of roughly two point eight meters.,RECONSTRUCTION,KZ_SEQ_PATENT_PHYSICAL_DESIGN,KZ_PHYSICAL_PANEL_SCALE,,SELECTED_READY,Show the 2.8-metre limit where it is spoken,"Make the stated 2.8-metre maximum physically legible through human scale, without invented labels.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PHYSICAL_PANEL_SCALE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_PANEL_SCALE.png,LOCKED
KZ-CUE-035,122.250,124.430,2.180,Their inner surfaces are ground or polished.,PHYSICAL_DETAIL,KZ_SEQ_PATENT_PHYSICAL_DESIGN,KZ_FILM_ALUMINUM_SURFACE_MACRO,,SELECTED_READY,Use the patent's material wording instead of cropping the later HERO02 payoff,Show physically distinct ground and smoother aluminum surface treatment without overstating the translated abstract.,STATIC_OR_NEAR_STATIC,,NO,,KZ_FILM_ALUMINUM_SURFACE_MACRO,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_ALUMINUM_SURFACE_MACRO.png,LOCKED
KZ-CUE-036,125.000,130.049,5.049,Their curvature is designed to create a focus about fifty centimeters in front of the working surface.,ORIGINAL_DOCUMENT,KZ_SEQ_PATENT_PHYSICAL_DESIGN,KZ_DOC_032,,SELECTED_READY,Show the proposed fifty-centimetre focus in the patent,Hold a mobile-readable recomposition of the complete verified focus-distance sentence.,STATIC_OR_NEAR_STATIC,,NO,,KZ_DOC_032,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_032.png,LOCKED
KZ-CUE-037,130.680,133.780,3.100,Between four and ten panels can surround the participant.,RECONSTRUCTION,KZ_SEQ_PATENT_PHYSICAL_DESIGN,KZ_PHYSICAL_PANEL_ARRAY,,SELECTED_READY,Show the four-to-ten panel range,"Reveal six overlapping curved panels as a plausible construction state, not another document crop.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PHYSICAL_PANEL_ARRAY,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_PANEL_ARRAY.png,LOCKED
KZ-CUE-038,134.430,137.200,2.770,The assembly can open clockwise or counterclockwise.,EXPLANATORY_MODEL,KZ_SEQ_PATENT_PHYSICAL_DESIGN,KZ_MODEL_DIRECTION_COMPARE,,SELECTED_READY,Compare clockwise and counterclockwise geometry without faking a source page,"Progressively reveal state KZ_MODEL_DIRECTION_COMPARE; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MODEL_DIRECTION_COMPARE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_DIRECTION_COMPARE.png,LOCKED
KZ-CUE-039,137.780,138.630,0.850,And it can rotate.,EXPLANATORY_MODEL,KZ_SEQ_PATENT_PHYSICAL_DESIGN,KZ_MODEL_ROTATION_CUTAWAY,,SELECTED_READY,Use a new cutaway state rather than returning to the earlier figure-four export,"Progressively reveal state KZ_MODEL_ROTATION_CUTAWAY; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MODEL_ROTATION_CUTAWAY,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_ROTATION_CUTAWAY.png,LOCKED
KZ-CUE-040,139.280,140.630,1.350,Why should direction matter?,INNER_HYPOTHESIS,KZ_SEQ_PATENT_CONDITIONS_QUESTIONS,KZ_MYSTIC_DIRECTION_REFLECTION,,SELECTED_READY,Turn direction into a clear unresolved question,Pose direction as a displaced traveling reflection across curved aluminum.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_DIRECTION_REFLECTION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_DIRECTION_REFLECTION.png,LOCKED
KZ-CUE-041,141.300,142.460,1.160,Why should the moon matter?,SUBJECTIVE_HYPOTHESIS,KZ_SEQ_PATENT_CONDITIONS_QUESTIONS,KZ_MYSTIC_LUNAR_REFLECTION,,SELECTED_READY,Turn lunar timing into a clear unresolved question,Begin one continuous lunar/geomagnetic question image with physically ambiguous chamber reflections.,STATIC_OR_NEAR_STATIC,,NO,,KZ_MYSTIC_LUNAR_REFLECTION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_LUNAR_REFLECTION.png,LOCKED
KZ-CUE-042,143.120,146.329,3.209,Why should a treatment chamber care about geomagnetic conditions?,SUBJECTIVE_HYPOTHESIS,KZ_SEQ_PATENT_CONDITIONS_QUESTIONS,KZ_MYSTIC_LUNAR_REFLECTION,,SELECTED_READY,Match geomagnetic wording to its original source,Continue the same uninterrupted question state; no later return.,STATIC_OR_NEAR_STATIC,,NO,,KZ_MYSTIC_LUNAR_REFLECTION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_LUNAR_REFLECTION.png,LOCKED
KZ-CUE-043,146.980,149.620,2.640,The patent records the inventors' answer.,CLAIM_VISUALIZATION,KZ_SEQ_PATENT_CLAIMS_BOUNDARY,KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL,,SELECTED_READY,Frame the next explanation explicitly as the inventors' answer,Begin a progressive field-concentration model as the explicitly attributed inventors' answer; do not use identity metadata as proof.,PROGRESSIVE_MOTION,One continuous 9.20-second proposal sequence adds field paths and convergence instead of holding a static graphic.,NO,,KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL.mp4,LOCKED
KZ-CUE-044,149.660,155.840,6.180,They proposed that the structure could concentrate electromagnetic and other fields associated with the body.,CLAIM_VISUALIZATION,KZ_SEQ_PATENT_CLAIMS_BOUNDARY,KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL,,SELECTED_READY,Explain the claimed field-concentration mechanism without validating it,Continue the same model while the proposed body-associated field concentration is stated.,PROGRESSIVE_MOTION,Continuous evolving clip; no restart.,NO,,KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_FIELD_CONCENTRATION_PROPOSAL.mp4,LOCKED
KZ-CUE-045,155.860,160.800,4.940,They connected treatment conditions with what they called the heliogeophysical environment.,CLAIM_VISUALIZATION,KZ_SEQ_PATENT_CLAIMS_BOUNDARY,KZ_FILM_HELIOGEOPHYSICAL_CHAMBER,,SELECTED_READY,Show the exact heliogeophysical attribution,"Visualize the attributed environmental claim with a plausible chamber, dawn light and an analog field instrument.",STATIC_OR_NEAR_STATIC,,NO,,KZ_FILM_HELIOGEOPHYSICAL_CHAMBER,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_HELIOGEOPHYSICAL_CHAMBER.png,LOCKED
KZ-CUE-046,160.820,162.260,1.440,Those are the inventors' claims.,EPISTEMIC_GRAPHIC,KZ_SEQ_PATENT_CLAIMS_BOUNDARY,KZ_CARD_PATENT_RECORDS_CLAIM,,SELECTED_READY,Put the claims back beside the people who made them,Start one concise continuous claim-versus-result distinction; no document is asked to prove itself.,STATIC_OR_NEAR_STATIC,,NO,,KZ_CARD_PATENT_RECORDS_CLAIM,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_PATENT_RECORDS_CLAIM.png,LOCKED
KZ-CUE-047,162.880,164.220,1.340,A patent records a claim.,EPISTEMIC_GRAPHIC,KZ_SEQ_PATENT_CLAIMS_BOUNDARY,KZ_CARD_PATENT_RECORDS_CLAIM,,SELECTED_READY,Define what a patent records,Continue the same claim-state without a cut or later reuse.,STATIC_OR_NEAR_STATIC,,NO,,KZ_CARD_PATENT_RECORDS_CLAIM,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_PATENT_RECORDS_CLAIM.png,LOCKED
