asset_id,file,commons_title,source_url,licence,creator,date,resolution,megapixels,hd_capable,bytes,sha256,shared_with
EP15-C11,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Coin_of_Constantine_I_FindID_880734_jpg.jpg,File:Coin of Constantine I (FindID 880734).jpg,https://commons.wikimedia.org/wiki/File:Coin_of_Constantine_I_(FindID_880734).jpg,CC BY 2.0,"The Portable Antiquities Scheme, Andrew Williams, 2018-01-03 09:45:17",between 296 and 317,4455x2711,12.08,YES,3214107,3c4f249a6d87393943a45bbc9e984c79d3f0d8f5059cfbdb262cca767e667fc2,-
EP15-C12,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Lorenzo_Valla_preface_jpg.jpg,"File:Lorenzo Valla, preface.jpg","https://commons.wikimedia.org/wiki/File:Lorenzo_Valla,_preface.jpg",Public domain,Lorenzo Valla,Middle of the 15th century,2334x3647,8.51,YES,5960624,cbf8e843fe12a1caba428eff156c5f89dd75ed612cbf42f930116048fe06abc9,-
EP15-C13,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Alfonso_V_de_Aragon_Rubens_jpg.jpg,File:Alfonso V de Aragon Rubens.jpg,https://commons.wikimedia.org/wiki/File:Alfonso_V_de_Aragon_Rubens.jpg,Public domain,Peter Paul Rubens,between 1612 and 1616date QS:P,2531x3296,8.34,YES,2498844,2e6e7f2be1f65d102b6b6dde3d4b288c576efc6d34bc184e7704ed964a4c3d47,-
EP15-C14,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Ulrich_von_Hutten_Bildnis_aus_Phalarismus_N_rnberg_1517_Isny_jpg.jpg,File:Ulrich von Hutten Bildnis aus Phalarismus Nürnberg 1517 (Isny).jpg,https://commons.wikimedia.org/wiki/File:Ulrich_von_Hutten_Bildnis_aus_Phalarismus_Nürnberg_1517_(Isny).jpg,Public domain,AnonymousUnknown author,1517,2363x3125,7.38,YES,1988999,40f040d8a5b5bb714b82094b3d1630a1c6167db51bd569100ed1740524a9b864,-
EP15-C15,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Raphael_Rooms_The_Baptism_of_Constantine_jpg.jpg,File:Raphael Rooms The Baptism of Constantine.jpg,https://commons.wikimedia.org/wiki/File:Raphael_Rooms_The_Baptism_of_Constantine.jpg,CC BY-SA 3.0,Wknight94,2008-04-26,3072x2304,7.08,YES,2741163,89d4a88db386f964c691a03c0a6c31d7443c9247fdeed3c48638de74cf1b8c9a,-
EP15-C16,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Cappella_di_san_silvestro_affreschi_del_1246_storie_di_costantino_02_s.jpg,"File:Cappella di san silvestro, affreschi del 1246, storie di costantino 02 sogno 1.jpg","https://commons.wikimedia.org/wiki/File:Cappella_di_san_silvestro,_affreschi_del_1246,_storie_di_costantino_02_sogno_1.jpg",CC BY 3.0,Sailko,"1 June 2016, 09:22:06",3048x2180,6.64,YES,5020689,d257d0f2a1cc9881edb857310d59b8b33d72be41138d55bd62692898131bd0fb,-
EP15-C17,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_How_to_See_the_Vatican_1914_The_Donation_of_Constantine_jpg.jpg,"File:How to See the Vatican, 1914 - The Donation of Constantine,.jpg","https://commons.wikimedia.org/wiki/File:How_to_See_the_Vatican,_1914_-_The_Donation_of_Constantine,.jpg",Public domain,Douglas Sladen,1914,3003x1995,5.99,YES,1303294,0ead06bd5a69c72590abe5c1b6c0a1503d4db64fd8d18790594eb94ce42226f8,-
EP15-C18,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Nicholas_of_Cusa_De_docta_ignorantia_Ms_218_jpg.jpg,"File:Nicholas of Cusa, De docta ignorantia, Ms. 218.jpg","https://commons.wikimedia.org/wiki/File:Nicholas_of_Cusa,_De_docta_ignorantia,_Ms._218.jpg",Public domain,Nicholas of Cusa,"15th centurydate QS:P,+1450-00",1847x2706,5.0,YES,1458073,c0c5dec3dc413ad5f8b76272f5049c9083886413b0722400704b878a25eaa4db,-
EP15-C19,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Lorenzo_Valla_Gesta_Ferdinandi_regis_Paris_Lat_6174_jpg.jpg,"File:Lorenzo Valla, Gesta Ferdinandi regis, Paris Lat. 6174.jpg","https://commons.wikimedia.org/wiki/File:Lorenzo_Valla,_Gesta_Ferdinandi_regis,_Paris_Lat._6174.jpg",Public domain,Lorenzo Valla,"15th centurydate QS:P,+1450-00",1621x2382,3.86,YES,776989,48e32828f470411e04bdb2837d2f1dabe26ce968e7e747c9a9037d3de0ec5da0,-
EP15-C20,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Herodotus_Histories_with_marginalia_by_Lorenzo_Valla_Vat_gr_122_fol_41.jpg,"File:Herodotus, Histories, with marginalia by Lorenzo Valla, Vat. gr. 122, fol. 41r und 122r.jpg","https://commons.wikimedia.org/wiki/File:Herodotus,_Histories,_with_marginalia_by_Lorenzo_Valla,_Vat._gr._122,_fol._41r_und_122r.jpg",Public domain,Herodotus,"early 15th centurydate QS:P,+1",2309x1503,3.47,YES,1011238,83ee4260266044a41f8545a07d9ec2f55d87d2b8bf8fd1ad0bb55b35f8efec4d,-
EP15-C21,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Tomus_primus_quatuor_conciliorum_generalium_IA_bib_fict_4102689_1_pdf.pdf,File:Tomus primus quatuor conciliorum generalium (IA bib fict 4102689 1).pdf,https://commons.wikimedia.org/wiki/File:Tomus_primus_quatuor_conciliorum_generalium_(IA_bib_fict_4102689_1).pdf,Public domain,"Merlin, Jacques (ed.) ; [Isidore of Sevilla] (pseud.)",,1360x2093,2.85,YES,121230039,c63442dfeb8ba08d7f43ec5b17d21977db54b1feceb04287328080f1bbf778d2,-
EP15-C22,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Musea_Brugge_HUB_2014_GRO0019_082_III_jpg.jpg,"File:Musea Brugge, HUB, 2014 GRO0019 082 III.jpg","https://commons.wikimedia.org/wiki/File:Musea_Brugge,_HUB,_2014_GRO0019_082_III.jpg",CC0,Giovanni Battista de'Cavalieri,between 1591 and 1591date QS:P,1392x2000,2.78,YES,683992,e342ea419c667b19ab35fe1ca62c8e1c5d7179ced773c8df1c568a406667fa0d,-
EP15-C23,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Bmroyalms10aiifolio14r_jpg.jpg,File:Bmroyalms10aiifolio14r.jpg,https://commons.wikimedia.org/wiki/File:Bmroyalms10aiifolio14r.jpg,Public domain,Twelfth-century scribe,Twelfth Century AD,1315x1843,2.42,YES,1636105,d81f66224b37e020ee79eca4f77641f57baee3be3ffff2f7733de6fd61640ab0,-
EP15-C24,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_4_5_Solidi_Constantine_I_emperor_with_globe_and_scepter_Rome_326_AD_Bo.jpg,"File:4.5 Solidi, Constantine I, emperor with globe and scepter, Rome, 326 AD - Bode-Museum - DSC02726.JPG","https://commons.wikimedia.org/wiki/File:4.5_Solidi,_Constantine_I,_emperor_with_globe_and_scepter,_Rome,_326_AD_-_Bode-Museum_-_DSC02726.JPG",Public domain,Daderot,2014-11-12 09:27:37,1538x1520,2.34,YES,1784490,d58937ef49127c457b2c1262a4b0c9b5f3b8d75392a10ba559c670a2941f11f2,-
EP15-C25,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_First_Council_of_Nicaea_Michael_Damaskinos_png.png,File:First Council of Nicaea Michael Damaskinos.png,https://commons.wikimedia.org/wiki/File:First_Council_of_Nicaea_Michael_Damaskinos.png,Public domain,Michael Damaskinos,1591,1324x1689,2.24,YES,4551446,e7bed40ca381b7283a830da71732de6e8defe78a6b85cead4f99bea229e221f2,-
EP15-C26,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Portrait_of_Ulrich_von_Hutten_Wellcome_L0005941_jpg.jpg,File:Portrait of Ulrich von Hutten. Wellcome L0005941.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_Ulrich_von_Hutten._Wellcome_L0005941.jpg,CC BY 4.0,,,1151x1679,1.93,NO,1142389,c7dc45fc8b3f0f65ded8cc23850c7e0ec93005cddda5b14a4304f09abc85a49f,-
EP15-C27,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_De_sacris_aedificiis_a_Costantino_Magno_constructis_synopsis_historica.jpg,File:De sacris aedificiis a Costantino Magno constructis synopsis historica pag. 17 Tab. V.jpg,https://commons.wikimedia.org/wiki/File:De_sacris_aedificiis_a_Costantino_Magno_constructis_synopsis_historica_pag._17_Tab._V.jpg,Public domain,Giovanni Ciampini,1693,1636x1026,1.68,NO,377585,2665a7ad3e5809e32c809c9b24cee68cb5a8fab6b0826248ebec0dfd592ac6f9,-
EP15-C28,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_The_treatise_of_Lorenzo_Valla_on_the_Donation_of_Constantine_IA_aga589.pdf,File:The treatise of Lorenzo Valla on the Donation of Constantine (IA aga5892.0001.001.umich.edu).pdf,https://commons.wikimedia.org/wiki/File:The_treatise_of_Lorenzo_Valla_on_the_Donation_of_Constantine_(IA_aga5892.0001.001.umich.edu).pdf,Public domain,"Valla, Lorenzo, 1407-1457
Coleman, Christopher Bush, 1875-1944",,881x1406,1.24,NO,11430626,dd95aae3169d58833ae7c3c26b9b9f82fe0c4af3ab565433ea4f977e10e4bde0,-
EP15-C29,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Hutten_jpg.jpg,File:Hutten.jpg,https://commons.wikimedia.org/wiki/File:Hutten.jpg,Public domain,Erhard Schön (ca. 1491-1542),"circa 1522date QS:P,+1522-00-0",874x1246,1.09,NO,475950,4cbf4bc01b77ee05d35755cbcb837006f6337be1acfd7a43fe45c9df786bab72,-
EP15-C30,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Corpus_Iuris_Canonici_woodcut_jpg.jpg,File:Corpus Iuris Canonici woodcut.jpg,https://commons.wikimedia.org/wiki/File:Corpus_Iuris_Canonici_woodcut.jpg,Public domain,Unknown authorUnknown author,1573,940x1122,1.05,NO,496053,af20b4bb28a3210772f34e8c5ac0a1cc7fb12216428e2c81c7aa92e466895237,-
EP15-C31,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_The_False_decretals_IA_falsedecretal00dave_pdf.pdf,File:The False decretals (IA falsedecretal00dave).pdf,https://commons.wikimedia.org/wiki/File:The_False_decretals_(IA_falsedecretal00dave).pdf,Public domain,"Davenport, Ernest Harold, 1893-",,697x1135,0.79,NO,5600361,a4185a38b286cd31da329cb04392f61c53d1d861eed522f14d8abd9d6815c20d,-
EP15-C32,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Sylvester_I_and_Constantine_jpg.jpg,File:Sylvester I and Constantine.jpg,https://commons.wikimedia.org/wiki/File:Sylvester_I_and_Constantine.jpg,Public domain,Unknown medieval artist in Rome,1247,872x560,0.49,NO,415998,7e5826188fd261b16194d064c1d95f3e87f1e68ed6dc03d037837085fd40459e,-
EP15-C33,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Donationconstantine_jpg.jpg,File:Donationconstantine.jpg,https://commons.wikimedia.org/wiki/File:Donationconstantine.jpg,Public domain,School of Raphael,1520-24.,900x505,0.45,NO,206196,aa733377980fbf74826476b4109afc70cbc8879f9fa5958f2f9763d0a8fa43a8,-
EP15-C34,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_De_falso_credita_et_ementita_Constantini_Donatione_declamatio_1_png.png,File:De falso credita et ementita Constantini Donatione declamatio (1).png,https://commons.wikimedia.org/wiki/File:De_falso_credita_et_ementita_Constantini_Donatione_declamatio_(1).png,Public domain,,2016-06-10,499x661,0.33,NO,160957,566112f23b69229414e252147518c150637346cb2fd277276062475d5681f462,-
EP15-C35,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Nicholas_of_Cusa_jpg.jpg,File:Nicholas of Cusa.jpg,https://commons.wikimedia.org/wiki/File:Nicholas_of_Cusa.jpg,Public domain,Master of the Life of the Virgin,"circa 1480date QS:P,+1480-00-0",525x629,0.33,NO,74382,9d437706e836ed114a5987fab2c827c7c9388e67a88c3d5deb1addf1a2f36a57,-
EP15-C36,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_Gratian_jpg.jpg,File:Gratian.jpg,https://commons.wikimedia.org/wiki/File:Gratian.jpg,Public domain,,,313x472,0.15,NO,50058,28fde92d2bb6445aaa7b6620393f8ed5b076c1602709fd3da8208a68b85caa3b,-
EP15-C37,03_VISUALS/ASSETS/SELECTED/AUTHENTIC/EP15_207_Eugene_IV_jpg.jpg,File:207-Eugene IV.jpg,https://commons.wikimedia.org/wiki/File:207-Eugene_IV.jpg,Public domain,Unknown authorUnknown author,"15th centurydate QS:P,+1450-00",300x300,0.09,NO,32924,f15d9cdc4536b6b133d2a822fefa697f36494269b878d1beca02bc13d4bd916e,-
