cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule
EP03_V_011,2,Warum diese Akte überhaupt geschrieben wurde,01:05,01:12,"Im Vorwort steht ziemlich genau, wozu die",wozu die Studie gedacht war. Sie sollte,"Im Vorwort steht ziemlich genau, wozu die Studie gedacht war. Sie sollte",MAP_GRAPHIC,"clean Warsaw Pact map with research-to-assessment arrow, no modern political embellishment",P01; P02; P03,IMG03,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_012,2,Warum diese Akte überhaupt geschrieben wurde,01:12,01:19,Aktivitäten der Warschauer-Pakt-Staaten in der sogenannten Paraphysik,"der sogenannten Paraphysik überprüfen und bewerten Trends,","Aktivitäten der Warschauer-Pakt-Staaten in der sogenannten Paraphysik überprüfen und bewerten: Trends,",LOCATION_PHOTO,Wright-Patterson institutional exterior period anchor,P01; P02; P03,,Slow Ken Burns motion permitted; caption date/source accurately where needed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_013,2,Warum diese Akte überhaupt geschrieben wurde,01:19,01:25,laufende Forschung und mögliche zukünftige Entwicklungen. Der,Entwicklungen. Der Schwerpunkt lag auf der Sowjetunion.,laufende Forschung und mögliche zukünftige Entwicklungen. Der Schwerpunkt lag auf der Sowjetunion.,AI_RECON,"anonymous US defense analysts at a 1978 briefing table with translated scientific papers, no faces emphasized",P01; P02; P03,IMG04,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_014,2,Warum diese Akte überhaupt geschrieben wurde,01:25,01:32,Themen mit hohem Potenzial sollten besonders hervorgehoben,besonders hervorgehoben werden. Und die Zielgruppe war,Themen mit hohem Potenzial sollten besonders hervorgehoben werden. Und die Zielgruppe war,DOCUMENT_HIGHLIGHT,preface page highlighted for intended audience and purpose,P01; P02; P03,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_015,2,Warum diese Akte überhaupt geschrieben wurde,01:32,01:39,ausdrücklich nicht die breite Öffentlichkeit. Der Bericht,"Der Bericht war für Forschungseinrichtungen des US-Verteidigungsministeriums,","ausdrücklich nicht die breite Öffentlichkeit. Der Bericht war für Forschungseinrichtungen des US-Verteidigungsministeriums,",FLOW_DIAGRAM,flow: Warsaw Pact publications -> US collection -> FTD assessment -> DoD/intelligence consumers,P01; P02; P03,IMG05,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_016,2,Warum diese Akte überhaupt geschrieben wurde,01:39,01:46,die Intelligence Community und weitere Regierungsstellen bestimmt.,weitere Regierungsstellen bestimmt. Das ist der erste,die Intelligence Community und weitere Regierungsstellen bestimmt. Das ist der erste,MAP_GRAPHIC,"clean Warsaw Pact map with research-to-assessment arrow, no modern political embellishment",P01; P02; P03,IMG06,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_017,2,Warum diese Akte überhaupt geschrieben wurde,01:46,01:53,"Punkt, den man sauber trennen muss. Belegt",muss. Belegt ist das Interesse. Amerikanische Analysten,"Punkt, den man sauber trennen muss. Belegt ist das Interesse. Amerikanische Analysten",LOCATION_PHOTO,Wright-Patterson institutional exterior period anchor,P01; P02; P03,,Slow Ken Burns motion permitted; caption date/source accurately where needed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_018,2,Warum diese Akte überhaupt geschrieben wurde,01:53,02:00,"wollten wissen, ob hinter sowjetischen Berichten über","Berichten über ungewöhnliche mentale Fähigkeiten etwas steckte,","wollten wissen, ob hinter sowjetischen Berichten über ungewöhnliche mentale Fähigkeiten etwas steckte,",AI_RECON,"anonymous US defense analysts at a 1978 briefing table with translated scientific papers, no faces emphasized",P01; P02; P03,IMG07,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_019,2,Warum diese Akte überhaupt geschrieben wurde,02:00,02:06,das strategisch relevant werden konnte. Damit ist,Damit ist noch keine psychotronische Waffe bewiesen.,das strategisch relevant werden konnte. Damit ist noch keine psychotronische Waffe bewiesen.,DOCUMENT_HIGHLIGHT,preface page highlighted for intended audience and purpose,P01; P02; P03,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_020,2,Warum diese Akte überhaupt geschrieben wurde,02:06,02:13,Aber im Kalten Krieg reicht manchmal schon,"reicht manchmal schon eine andere Frage Was,","Aber im Kalten Krieg reicht manchmal schon eine andere Frage: Was,",FLOW_DIAGRAM,flow: Warsaw Pact publications -> US collection -> FTD assessment -> DoD/intelligence consumers,P01; P02; P03,IMG08,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_021,2,Warum diese Akte überhaupt geschrieben wurde,02:13,02:20,"wenn der Gegner glaubt, dass sie möglich",dass sie möglich ist und deshalb weiterforscht?,"wenn der Gegner glaubt, dass sie möglich ist — und deshalb weiterforscht?",MAP_GRAPHIC,"clean Warsaw Pact map with research-to-assessment arrow, no modern political embellishment",P01; P02; P03,IMG09,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_022,3,Was „Psychotronik“ in der Akte bedeutet,02:20,02:27,"Psychotronik klingt heute nach einer fertigen Maschine,","einer fertigen Maschine, die Gedanken sendet oder","„Psychotronik“ klingt heute nach einer fertigen Maschine, die Gedanken sendet oder",TERMINOLOGY_GRAPHIC,hierarchy diagram PARAPHYSICS -> PSYCHOENERGETICS -> BIOINFORMATION/BIOENERGETICS -> PSYCHOTRONICS instrumentation emphasis,P01,IMG10,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_023,3,Was „Psychotronik“ in der Akte bedeutet,02:27,02:34,Menschen fernsteuert. Der Bericht benutzt den Begriff,den Begriff vorsichtiger. Er beschreibt Paraphysik als,Menschen fernsteuert. Der Bericht benutzt den Begriff vorsichtiger. Er beschreibt Paraphysik als,AI_RECON,"anonymous Eastern European research lab reconstruction with analog sensors, shielded cables and paper charts, no fantasy devices",P01,IMG11,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_024,3,Was „Psychotronik“ in der Akte bedeutet,02:34,02:40,Sammelfeld für ungewöhnliche mentale Funktionen und Wechselwirkungen,"Funktionen und Wechselwirkungen Telepathie, Hellsehen, Fernwahrnehmung, Psychokinese","Sammelfeld für ungewöhnliche mentale Funktionen und Wechselwirkungen: Telepathie, Hellsehen, Fernwahrnehmung, Psychokinese",ABSTRACT_METAPHOR,"conceptual human-information interaction shown as restrained field lines, explicitly a model not proof",P01,IMG12,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_025,3,Was „Psychotronik“ in der Akte bedeutet,02:40,02:47,und angebliche Sensitivität gegenüber sehr schwachen Feldern.,sehr schwachen Feldern. Für sowjetische Arbeiten taucht,und angebliche Sensitivität gegenüber sehr schwachen Feldern. Für sowjetische Arbeiten taucht,ORIGINAL_DOCUMENT,"terminology page of report, highlighted verified definitions",P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_026,3,Was „Psychotronik“ in der Akte bedeutet,02:47,02:54,der Begriff Psychoenergetik auf informationsbezogene und energetische,"informationsbezogene und energetische Prozesse, die mit paranormaler","der Begriff Psychoenergetik auf — informationsbezogene und energetische Prozesse, die mit paranormaler",TERMINOLOGY_GRAPHIC,instrumentation emphasis graphic: human subject + sensors + measurement apparatus,P01,IMG13,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_027,3,Was „Psychotronik“ in der Akte bedeutet,02:54,03:01,mentaler Funktion verbunden sein sollten. Bioinformation bezeichnete,sollten. Bioinformation bezeichnete dabei etwa telepathische Prozesse.,mentaler Funktion verbunden sein sollten. „Bioinformation“ bezeichnete dabei etwa telepathische Prozesse.,TERMINOLOGY_GRAPHIC,hierarchy diagram PARAPHYSICS -> PSYCHOENERGETICS -> BIOINFORMATION/BIOENERGETICS -> PSYCHOTRONICS instrumentation emphasis,P01,IMG14,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_028,3,Was „Psychotronik“ in der Akte bedeutet,03:01,03:08,Bioenergetik eher psychokinetische Wirkungen. Und Psychotronik? Der,"Psychotronik? Der Bericht sagt, der Begriff sei","„Bioenergetik“ eher psychokinetische Wirkungen. Und Psychotronik? Der Bericht sagt, der Begriff sei",AI_RECON,"anonymous Eastern European research lab reconstruction with analog sensors, shielded cables and paper charts, no fantasy devices",P01,IMG15,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_029,3,Was „Psychotronik“ in der Akte bedeutet,03:08,03:15,"ähnlich wie Psychoenergetik, betone aber stärker den","aber stärker den instrumentellen, technischen Aspekt. Genau","ähnlich wie Psychoenergetik, betone aber stärker den instrumentellen, technischen Aspekt. Genau",ABSTRACT_METAPHOR,"conceptual human-information interaction shown as restrained field lines, explicitly a model not proof",P01,IMG16,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_030,3,Was „Psychotronik“ in der Akte bedeutet,03:15,03:21,"hier entsteht das Bild, das später so",das später so mächtig wurde Nicht nur,"hier entsteht das Bild, das später so mächtig wurde: Nicht nur",ORIGINAL_DOCUMENT,"terminology page of report, highlighted verified definitions",P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_031,3,Was „Psychotronik“ in der Akte bedeutet,03:21,03:28,ein Mensch mit einer ungewöhnlichen Fähigkeit. Sondern,"Fähigkeit. Sondern die Vorstellung, dass man diese","ein Mensch mit einer ungewöhnlichen Fähigkeit. Sondern die Vorstellung, dass man diese",TERMINOLOGY_GRAPHIC,instrumentation emphasis graphic: human subject + sensors + measurement apparatus,P01,IMG17,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_032,3,Was „Psychotronik“ in der Akte bedeutet,03:28,03:35,"Fähigkeit messen, verstärken, trainieren vielleicht irgendwann technisch",trainieren vielleicht irgendwann technisch nutzbar machen könnte.,"Fähigkeit messen, verstärken, trainieren — vielleicht irgendwann technisch nutzbar machen könnte.",TERMINOLOGY_GRAPHIC,hierarchy diagram PARAPHYSICS -> PSYCHOENERGETICS -> BIOINFORMATION/BIOENERGETICS -> PSYCHOTRONICS instrumentation emphasis,P01,IMG18,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_033,4,Von Telepathie zur Anwendung,03:35,03:42,Im Executive Summary wird aus der Theorie,aus der Theorie eine Liste möglicher Anwendungen.,Im Executive Summary wird aus der Theorie eine Liste möglicher Anwendungen.,DOCUMENT_HIGHLIGHT,executive summary page highlight communication/information/influence application language,P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_034,4,Von Telepathie zur Anwendung,03:42,03:49,Der Bericht beschreibt sowjetische Telepathieexperimente und hebt,Telepathieexperimente und hebt besonders Arbeiten einer Gruppe,Der Bericht beschreibt sowjetische Telepathieexperimente und hebt besonders Arbeiten einer Gruppe,FLOW_DIAGRAM,"application chain communication -> information access -> energetic influence, evidence labels attached",P01,IMG19,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_035,4,Von Telepathie zur Anwendung,03:49,03:55,um I. M. Kogan hervor. Die Analysten,hervor. Die Analysten bewerteten einige dieser Resultate,um I. M. Kogan hervor. Die Analysten bewerteten einige dieser Resultate,AI_RECON,"anonymous military analysts examining target sketches and signal charts, period-authentic 1970s office",P01,IMG20,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_036,4,Von Telepathie zur Anwendung,03:55,04:02,damals als statistisch auffällig und diskutierten daraus,und diskutierten daraus eine mögliche Kommunikationsfunktion. Dann,damals als statistisch auffällig und diskutierten daraus eine mögliche Kommunikationsfunktion. Dann,ABSTRACT_METAPHOR,"conceptual remote information access: distant facility and observer connected by dashed inference line, no magical beam",P01,IMG21,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_037,4,Von Telepathie zur Anwendung,04:02,04:09,wird die Perspektive militärischer. Der Bericht spekuliert,"Der Bericht spekuliert über einfache Codes, große","wird die Perspektive militärischer. Der Bericht spekuliert über einfache Codes, große",DOCUMENT_HIGHLIGHT,report conclusion page with uncertainty language highlighted alongside application claims,P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_038,4,Von Telepathie zur Anwendung,04:09,04:16,"Entfernungen, U-Boote, Kommando- und Kontrollorte und über",Kontrollorte und über einen möglichen Einsatz paranormaler,"Entfernungen, U-Boote, Kommando- und Kontrollorte und über einen möglichen Einsatz paranormaler",DOCUMENT_HIGHLIGHT,executive summary page highlight communication/information/influence application language,P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_039,4,Von Telepathie zur Anwendung,04:16,04:22,Informationskanäle für nachrichtendienstliche Zwecke. Außerdem fasst er,"Außerdem fasst er Berichte zusammen, nach denen","Informationskanäle für nachrichtendienstliche Zwecke. Außerdem fasst er Berichte zusammen, nach denen",FLOW_DIAGRAM,"application chain communication -> information access -> energetic influence, evidence labels attached",P01,IMG22,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_040,4,Von Telepathie zur Anwendung,04:22,04:29,einzelne Personen ungewöhnliche energetische Effekte erzeugen oder,Effekte erzeugen oder Reaktionen bei anderen Menschen,einzelne Personen ungewöhnliche „energetische“ Effekte erzeugen oder Reaktionen bei anderen Menschen,AI_RECON,"anonymous military analysts examining target sketches and signal charts, period-authentic 1970s office",P01,IMG23,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_041,4,Von Telepathie zur Anwendung,04:29,04:36,"auslösen könnten. Und hier steht der Satz,","steht der Satz, der die ganze Folge","auslösen könnten. Und hier steht der Satz, der die ganze Folge",ABSTRACT_METAPHOR,"conceptual remote information access: distant facility and observer connected by dashed inference line, no magical beam",P01,IMG24,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_042,4,Von Telepathie zur Anwendung,04:36,04:43,trägt Solche Effekte könnten von Staaten des,von Staaten des Warschauer Pakts zur Beeinflussung,trägt: Solche Effekte könnten von Staaten des Warschauer Pakts zur Beeinflussung,DOCUMENT_HIGHLIGHT,report conclusion page with uncertainty language highlighted alongside application claims,P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_043,4,Von Telepathie zur Anwendung,04:43,04:50,anderer in Betracht gezogen werden gleichzeitig sei,"gezogen werden gleichzeitig sei die Wirksamkeit, falls","anderer in Betracht gezogen werden — gleichzeitig sei die Wirksamkeit, falls",DOCUMENT_HIGHLIGHT,executive summary page highlight communication/information/influence application language,P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_044,4,Von Telepathie zur Anwendung,04:50,04:56,"überhaupt vorhanden, bei Menschen, die nichts davon","die nichts davon wissen, unbekannt. Das ist","überhaupt vorhanden, bei Menschen, die nichts davon wissen, unbekannt. Das ist",FLOW_DIAGRAM,"application chain communication -> information access -> energetic influence, evidence labels attached",P01,IMG25,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_045,4,Von Telepathie zur Anwendung,04:56,05:03,keine Bestätigung einer Gedankenwaffe. Es ist die,"Es ist die Dokumentation einer Möglichkeit, die","keine Bestätigung einer Gedankenwaffe. Es ist die Dokumentation einer Möglichkeit, die",AI_RECON,"anonymous military analysts examining target sketches and signal charts, period-authentic 1970s office",P01,IMG26,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_046,4,Von Telepathie zur Anwendung,05:03,05:10,"Analysten ernst genug fanden, um ihr militärisches",um ihr militärisches Potenzial überhaupt zu diskutieren.,"Analysten ernst genug fanden, um ihr militärisches Potenzial überhaupt zu diskutieren.",ABSTRACT_METAPHOR,"conceptual remote information access: distant facility and observer connected by dashed inference line, no magical beam",P01,IMG27,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_047,5,Die Kontrollfrage,05:10,05:17,"Wenn man wissen will, wo in dieser",wo in dieser Geschichte die Idee von,"Wenn man wissen will, wo in dieser Geschichte die Idee von",SPLIT_GRAPHIC,split board WHAT REPORT CONSIDERS vs WHAT IT DOES NOT ESTABLISH,P01,IMG28,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_048,5,Die Kontrollfrage,05:17,05:23,"Kontrolle herkommt, muss man nicht in Internetforen",in Internetforen suchen. Der Bericht selbst beschäftigt,"Kontrolle herkommt, muss man nicht in Internetforen suchen. Der Bericht selbst beschäftigt",AI_RECON,"anonymous human silhouette in ordinary room with subtle directional arrows around it, clearly conceptual not a weapon depiction",P01,IMG29,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_049,5,Die Kontrollfrage,05:23,05:30,"sich mit mentalen orders“, mit Verhaltensbeeinflussung als",mit Verhaltensbeeinflussung als Spekulationsfeld und mit der,"sich mit mentalen „orders“, mit Verhaltensbeeinflussung als Spekulationsfeld und mit der",DOCUMENT_HIGHLIGHT,report passage on unwitting people / effectiveness if any / uncertainty highlighted,P01,,Hold this document/page continuously through the full voice anchor; use pan/zoom or a new crop rather than cutting away mid-claim.,Highlight only the exact verified line/term being spoken; dim surrounding page 20-35%; no fabricated text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
EP03_V_050,5,Die Kontrollfrage,05:30,05:36,"Frage, ob Informationen aus Menschen oder geschützten",oder geschützten Orten ohne normale Sinneskanäle zugänglich,"Frage, ob Informationen aus Menschen oder geschützten Orten ohne normale Sinneskanäle zugänglich",ABSTRACT_METAPHOR,"conceptual behavioral influence represented by choices branching around a person, no mind-control rays",P01,IMG30,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.
