generation_id,episode,scene,role,cue_id,prompt,reference_assets,aspect,do_not_use_as_evidence,status
IMG14,EP03,3,MAIN,EP03_V_027,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: hierarchy diagram PARAPHYSICS -> PSYCHOENERGETICS -> BIOINFORMATION/BIOENERGETICS -> PSYCHOTRONICS instrumentation emphasis. NARRATION BEAT TO MATCH: mentaler Funktion verbunden sein sollten. „Bioinformation“ bezeichnete dabei etwa telepathische Prozesse.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG15,EP03,3,MAIN,EP03_V_028,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous Eastern European research lab reconstruction with analog sensors, shielded cables and paper charts, no fantasy devices. NARRATION BEAT TO MATCH: „Bioenergetik“ eher psychokinetische Wirkungen. Und Psychotronik? Der Bericht sagt, der Begriff sei. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG16,EP03,3,MAIN,EP03_V_029,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual human-information interaction shown as restrained field lines, explicitly a model not proof. NARRATION BEAT TO MATCH: ähnlich wie Psychoenergetik, betone aber stärker den instrumentellen, technischen Aspekt. Genau. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG17,EP03,3,MAIN,EP03_V_031,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: instrumentation emphasis graphic: human subject + sensors + measurement apparatus. NARRATION BEAT TO MATCH: ein Mensch mit einer ungewöhnlichen Fähigkeit. Sondern die Vorstellung, dass man diese. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG18,EP03,3,MAIN,EP03_V_032,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: hierarchy diagram PARAPHYSICS -> PSYCHOENERGETICS -> BIOINFORMATION/BIOENERGETICS -> PSYCHOTRONICS instrumentation emphasis. NARRATION BEAT TO MATCH: Fähigkeit messen, verstärken, trainieren — vielleicht irgendwann technisch nutzbar machen könnte.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG19,EP03,4,MAIN,EP03_V_034,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: application chain communication -> information access -> energetic influence, evidence labels attached. NARRATION BEAT TO MATCH: Der Bericht beschreibt sowjetische Telepathieexperimente und hebt besonders Arbeiten einer Gruppe. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG20,EP03,4,MAIN,EP03_V_035,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous military analysts examining target sketches and signal charts, period-authentic 1970s office. NARRATION BEAT TO MATCH: um I. M. Kogan hervor. Die Analysten bewerteten einige dieser Resultate. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG21,EP03,4,MAIN,EP03_V_036,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual remote information access: distant facility and observer connected by dashed inference line, no magical beam. NARRATION BEAT TO MATCH: damals als statistisch auffällig und diskutierten daraus eine mögliche Kommunikationsfunktion. Dann. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG22,EP03,4,MAIN,EP03_V_039,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: application chain communication -> information access -> energetic influence, evidence labels attached. NARRATION BEAT TO MATCH: Informationskanäle für nachrichtendienstliche Zwecke. Außerdem fasst er Berichte zusammen, nach denen. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG23,EP03,4,MAIN,EP03_V_040,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous military analysts examining target sketches and signal charts, period-authentic 1970s office. NARRATION BEAT TO MATCH: einzelne Personen ungewöhnliche „energetische“ Effekte erzeugen oder Reaktionen bei anderen Menschen. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG24,EP03,4,MAIN,EP03_V_041,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual remote information access: distant facility and observer connected by dashed inference line, no magical beam. NARRATION BEAT TO MATCH: auslösen könnten. Und hier steht der Satz, der die ganze Folge. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG25,EP03,4,MAIN,EP03_V_044,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: application chain communication -> information access -> energetic influence, evidence labels attached. NARRATION BEAT TO MATCH: überhaupt vorhanden, bei Menschen, die nichts davon wissen, unbekannt. Das ist. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG26,EP03,4,MAIN,EP03_V_045,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous military analysts examining target sketches and signal charts, period-authentic 1970s office. NARRATION BEAT TO MATCH: keine Bestätigung einer Gedankenwaffe. Es ist die Dokumentation einer Möglichkeit, die. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG27,EP03,4,MAIN,EP03_V_046,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual remote information access: distant facility and observer connected by dashed inference line, no magical beam. NARRATION BEAT TO MATCH: Analysten ernst genug fanden, um ihr militärisches Potenzial überhaupt zu diskutieren.. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG28,EP03,5,MAIN,EP03_V_047,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: split board WHAT REPORT CONSIDERS vs WHAT IT DOES NOT ESTABLISH. NARRATION BEAT TO MATCH: Wenn man wissen will, wo in dieser Geschichte die Idee von. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG29,EP03,5,MAIN,EP03_V_048,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: anonymous human silhouette in ordinary room with subtle directional arrows around it, clearly conceptual not a weapon depiction. NARRATION BEAT TO MATCH: Kontrolle herkommt, muss man nicht in Internetforen suchen. Der Bericht selbst beschäftigt. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
IMG30,EP03,5,MAIN,EP03_V_050,"Cinematic investigative documentary reconstruction, late-20th-century research atmosphere, deep blue-black and graphite shadows, warm practical tungsten lamps, restrained cyan technical accents, tactile paper, brushed metal and glass, realistic optics, subtle film grain, sober mysterious mood, no fantasy magic, no supernatural glow, no text, no logos, no watermark, no synthetic portrait of a named real person, 16:9. Compose one strong documentary still that can hold 5-8 seconds with a subtle push-in. SUBJECT: conceptual behavioral influence represented by choices branching around a person, no mind-control rays. NARRATION BEAT TO MATCH: Frage, ob Informationen aus Menschen oder geschützten Orten ohne normale Sinneskanäle zugänglich. Keep the image semantically aligned to this exact beat; do not introduce claims not present in the narration. Avoid: occult cliché, tarot props, glowing chakras, neon sci-fi, cyberpunk, horror monster imagery, conspiracy corkboard, readable fake documents, modern consumer electronics unless requested, deformed hands, extra fingers, text artifacts.",P01,16:9,YES,GENERATE
