asset_id,title,source_page,download_url,creator_institution,date,license,license_url,use_basis,retrieved,local_path,sha256,width,height,voice_beat,picture_function,claim_limit,status
EP05_ORIG_FOGO_FOG_HARBOUR,File:Fog at Tilting Harbour (30097832705).jpg,https://commons.wikimedia.org/wiki/File:Fog_at_Tilting_Harbour_(30097832705).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Fog_at_Tilting_Harbour_%2830097832705%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/39136124@N00"">Paul Asman and Jill Lenoble</a>",2016-06-12 16:17,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_FOGO_FOG_HARBOUR.jpg,7c8eca92b0ccf5499326754c267223684bf696622eb27e7c16a9f8806b3ea980,6000,4000,People there called it the Old Hag.,Fogo weather and harbour atmosphere,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_FOGO_ROAD_TILTING,File:Between Joe Batt's Arm and Tilting (47796953891).jpg,https://commons.wikimedia.org/wiki/File:Between_Joe_Batt%27s_Arm_and_Tilting_(47796953891).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Between_Joe_Batt%27s_Arm_and_Tilting_%2847796953891%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/39136124@N00"">Paul Asman and Jill Lenoble</a>",2019-03-13 09:11,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_FOGO_ROAD_TILTING.jpg,759dc48bdb5fe1d9a17fd0e5dc9d5e60f257f59480b9d3ecb949277a9677043e,6000,4000,Hufford worked with local accounts and archives in Newfoundland.,Contemporary road and coastal terrain on Fogo Island,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_FOGO_INN_WALK,File:Walk near Fogo Island Inn (29992837636).jpg,https://commons.wikimedia.org/wiki/File:Walk_near_Fogo_Island_Inn_(29992837636).jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Walk_near_Fogo_Island_Inn_%2829992837636%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/39136124@N00"">Paul Asman and Jill Lenoble</a>",2016-06-10 13:31,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_FOGO_INN_WALK.jpg,c53c8b77b5f0f8665627b98947487e1d6357c6adcc2fb398a6b4444a8b7c6c4c,6000,4000,The phrase carried folklore inside it.,Contemporary Fogo coast and material landscape,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_PSG_TESTER,File:Polysomnography tester.jpg,https://commons.wikimedia.org/wiki/File:Polysomnography_tester.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Polysomnography_tester.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a href=""//commons.wikimedia.org/wiki/User:Kuyohong"" title=""User:Kuyohong"">邱鈺鋒</a>",2017-04-24 22:21:06,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_PSG_TESTER.jpg,b01dfbcc4672923ab9a9da9aeef51414d9ecd14a6e5b5cb68c8d29cb42e0b040,2312,2036,Researchers can make the paralysis more likely and see its traces on a monitor.,Real polysomnography testing equipment and subject,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_SLEEP_STUDY_WIRED_01,File:Wired up for a sleep study 01A.jpg,https://commons.wikimedia.org/wiki/File:Wired_up_for_a_sleep_study_01A.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/Wired_up_for_a_sleep_study_01A.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a href=""//commons.wikimedia.org/wiki/User:Jmabel"" title=""User:Jmabel"">Joe Mabel</a>",2009-07-15,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_SLEEP_STUDY_WIRED_01.jpg,b6e3d600a50027079dd66194c1eb897f88f782cd1c8c5edb5674bef2c6016714,1540,2926,"In a Japanese sleep laboratory, researchers monitored brain activity and muscle tone.",Real sleep-study sensor application,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_SLEEP_STUDY_WIRED_02,File:Wired up for a sleep study 02A.jpg,https://commons.wikimedia.org/wiki/File:Wired_up_for_a_sleep_study_02A.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Wired_up_for_a_sleep_study_02A.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a href=""//commons.wikimedia.org/wiki/User:Jmabel"" title=""User:Jmabel"">Joe Mabel</a>",2009-07-15,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_SLEEP_STUDY_WIRED_02.jpg,f22c9eaac5c424994c044cd55f4294a077c2a02ff0e0b9947c8a0bc00ec90cb1,1639,2491,Their reports and polysomnograms captured the contradiction.,"Real sleep-study sensor context, second distinct view","Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_EEG_CAP,File:EEG cap.jpg,https://commons.wikimedia.org/wiki/File:EEG_cap.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/EEG_cap.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<a href=""https://en.wikipedia.org/wiki/User:Thuglas"" class=""extiw"" title=""wikipedia:User:Thuglas"">Thuglas</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",12 June 2010 (original upload date),Public domain,,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_EEG_CAP.jpg,5e470ccf10e088b8fe983c8dc16f11a421eee97a358862680e3dcb7b9283e5a5,289,423,Your mind can surface while your body remains under the rule of REM.,Real EEG cap and electrode layout,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_NACHTMAHR_ABILDGAARD,File:Nachtmahr (Abildgaard).jpg,https://commons.wikimedia.org/wiki/File:Nachtmahr_(Abildgaard).jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Nachtmahr_%28Abildgaard%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Nicolai_Abildgaard"" class=""extiw"" title=""w:en:Nicolai Abildgaard""><span title=""Danish painter, sculptor and architect (1743–1809)"">Nicolai Abildgaard</span></a></bdi>","1800<div style=""display: none;"">date QS:P571,+1800-00-00T00:00:00Z/9</div>",Public domain,,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_NACHTMAHR_ABILDGAARD.jpg,3491a17dbd97207e4d2e1b9c02af3ea5bbd36966ca6e30d646411cd2792cc074,3748,3160,"Long before sleep laboratories, people were describing the same architecture.",Dated historical nightmare / chest-pressure iconography,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_SALEM_JACOBS_TRIAL_LOC,"File:Trial of George Jacobs of Salem for witchcraft, Essex Institute, Salem, Mass. LCCN92515055.jpg",https://commons.wikimedia.org/wiki/File%3ATrial_of_George_Jacobs_of_Salem_for_witchcraft%2C_Essex_Institute%2C_Salem%2C_Mass._LCCN92515055.jpg,,,,,,,2026-08-27,,,,,A private experience crossed from the bedroom into the courtroom.,Library of Congress Salem trial illustration,HTTP Error 429: Too many requests (f061ab2),BLOCKED_DOWNLOAD
EP05_ORIG_SALEM_EXECUTION_RECORD_ALT,"File:Bridget Bishop Executed, June 10, 1692.png","https://commons.wikimedia.org/wiki/File:Bridget_Bishop_Executed,_June_10,_1692.png",https://upload.wikimedia.org/wikipedia/commons/7/70/Bridget_Bishop_Executed%2C_June_10%2C_1692.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Unknown author<span style=""display: none;"">Unknown author</span>",1692-06-10,Public domain,,Licensed Commons original; attribution and share-alike terms retained where applicable,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_SALEM_EXECUTION_RECORD_ALT.png,1165ff504cc43852141e2c29080e508e07cb803549faa8cf7a23293901aaa213,792,1098,"In June, she was tried, convicted, and hanged for witchcraft.",Archival execution-record anchor,"Use only as identified by title/date; never relabel as Hufford, Cheyne, Takeuchi, or a specific 1992 laboratory unless the source says so.",ACQUIRED_REVIEW
EP05_ORIG_HUFFORD_OFFICIAL_PHOTO,Authentic Hufford identity anchor; do not crop or imply the second person is Hufford,https://davidhufford.org/hbb/about/david-hufford/,https://davidhufford.org/hbb/wp-content/uploads/2017/11/David-Hufford-and-Mary-Ann-Bucklin.jpg,David Hufford official site,Published on site 2017,Copyrighted official-site photograph; brief source-identifying editorial use / fair-use rationale; retain the published two-person context,,Copyrighted official-site photograph; brief source-identifying editorial use / fair-use rationale; retain the published two-person context,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_HUFFORD_OFFICIAL_PHOTO.jpg,84a1a78081a6bfc10c676782a3ad1ab7911f93ad973c2ee0a32a8801743b7458,,,A folklorist named David Hufford spent years studying accounts like this.,Authentic Hufford identity anchor; do not crop or imply the second person is Hufford,Show as an authentic source anchor with attribution; do not imply portrait identity or documentary footage.,ACQUIRED_REVIEW
EP05_ORIG_HUMAN_REM_PHYSIOLOGY_FIG6,Open-science human REM hypnogram and polysomnography anchor,https://pmc.ncbi.nlm.nih.gov/articles/PMC10161068/#fig06,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/8482/10161068/0bbcb046da6b/pnas.2213438120fig06.jpg,"S. Simor et al., Proceedings of the National Academy of Sciences / PubMed Central",2023,CC BY 4.0 article figure; attribution required,,CC BY 4.0 article figure; attribution required,2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_HUMAN_REM_PHYSIOLOGY_FIG6.jpg,ac998c3b196e13a419fc8631b4faf54a723142f470bbf975967d0a8e00687c02,,,"Every night during REM sleep, your brain enters one of its most vivid states.",Open-science human REM hypnogram and polysomnography anchor,Show as an authentic source anchor with attribution; do not imply portrait identity or documentary footage.,ACQUIRED_REVIEW
EP05_ORIG_HUFFORD_BOOK_COVER,Authentic Hufford identity and book anchor,https://www.pennpress.org/9780812213058/the-terror-that-comes-in-the-night/,https://pennsylvania-press-us.imgix.net/covers/9780812213058.jpg,University of Pennsylvania Press,1989 paperback edition; original work 1982,"Copyrighted cover; brief source-identifying editorial use / fair-use rationale, with publisher attribution",,"Copyrighted cover; brief source-identifying editorial use / fair-use rationale, with publisher attribution",2026-08-27,07_ENGLISH_PRODUCTION/EP05_SLEEP_PARALYSIS_01/02_SOURCES/ORIGINALS/EP05_ORIG_HUFFORD_BOOK_COVER.jpg,8f4bc60ed51088686c04b680904feaf2244760f7677d05223b50ec9fcb03666f,,,"In 1982, that work became The Terror That Comes in the Night.",Authentic Hufford identity and book anchor,Show as an authentic source anchor with attribution; do not imply portrait identity or documentary footage.,ACQUIRED_REVIEW
EP05_ORIG_SALEM_COMAN_SCAN,Primary manuscript anchor for Richard Coman testimony,https://digitalarchives.sec.state.ma.us/uncategorised/IO_cacbfdf0-5d5a-4707-afcc-3d5b9aa1be4d/,https://digitalarchives.sec.state.ma.us/download/file/IO_cacbfdf0-5d5a-4707-afcc-3d5b9aa1be4d,Massachusetts Supreme Judicial Court / Massachusetts Archives,1692-06-02,Government-held historical public record; public-domain manuscript; archive attribution retained,,Government-held historical public record; public-domain manuscript; archive attribution retained,2026-08-27,,,,,A witness in Salem later described...,Primary manuscript anchor for Richard Coman testimony,"HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found",BLOCKED_DOWNLOAD
