asset_id,family_id,asset_type,status,file_path,source_id,provider,model,prompt_id,seed_or_operation,content_sha256,perceptual_hash,series_usage,first_cue,last_cue,first_start_seconds,last_end_seconds,rights_status,visible_mode_badge,qa_status,notes
KZ_MODEL_PATENT_FIG3_CCW,KZ_SEQ_PATENT_CONFIGURATIONS,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_PATENT_FIG3_CCW.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_MODEL_PATENT_FIG3_CCW_DETERMINISTIC_V1,deterministic-local-build-v1,879d947a975df85c6f0cb1d9776977ce2b1cf9e077fa20bdba430491be03102f,666c323737373643,EP01_ONLY,KZ-CUE-012,KZ-CUE-012,41.350,42.820,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_FIG_PATENT_MOTORIZED_PLATFORM,KZ_SEQ_PATENT_CONFIGURATIONS,STILL,SELECTED,04_ASSETS/GENERATED/FINAL_DOCUMENT_TIMELINE/KZ_FIG_PATENT_MOTORIZED_PLATFORM.png,KZ-SRC-001,LOCAL_DETERMINISTIC_PIL,Pillow source-faithful compositor,KZ_FIG_PATENT_MOTORIZED_PLATFORM_SOURCE_FIGURE_V1,deterministic-local-build-v1,b582631d60f553ffe96c065ef4c0d68e46778275fad40d744d3eb96770cc569e,47496b4763634743,EP01_ONLY,KZ-CUE-013,KZ-CUE-013,43.580,46.900,CLEARED_FOR_DOCUMENTARY_QUOTATION,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_EN_REC01_ENTERING,KZ_EN_REC01_ENTERING,STILL,SELECTED,04_ASSETS/GENERATED/NANO_BANANA_PRO/KZ_EN_REC01_ENTERING.png,,NANO_BANANA_PRO,gemini-3-pro-image-preview,KZ_EN_REC01_ENTERING_V1,cached-accepted-generation,ab388b8b6259cd86d6c0d6a02450635774e7ac3e553ba7fb5f913dfab05df057,92d66676529a6961,EP01_ONLY,KZ-CUE-014,KZ-CUE-014,47.260,48.610,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_FILM_LUNAR_STORM_SESSION,KZ_SRC_PATENT_LUNAR_GEOMAGNETIC,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_LUNAR_STORM_SESSION.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_FILM_LUNAR_STORM_SESSION_FINAL_REPAIR_V1,exec-feb79d77-1d1c-492e-a472-4668688821a1,a78c1c18fd0c9febf9b6997051cb9298aca11665d0c347a71b441bf1a8d3f98b,1d16959f9a13090f,EP01_ONLY,KZ-CUE-015,KZ-CUE-015,49.089,55.290,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_CARD_THREE_THEORIES_OPEN,KZ_SEQ_THREE_THEORIES_INTRO,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THREE_THEORIES_OPEN.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_CARD_THREE_THEORIES_OPEN_DETERMINISTIC_V1,deterministic-local-build-v1,3b5fce60a226f6cb2d862ec68158944780452c746a07dd2f597325764fc2ddc5,841b5b8303032305,EP01_ONLY,KZ-CUE-016,KZ-CUE-016,56.080,57.890,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MYSTIC_THEORY_ISOLATION,KZ_SEQ_THREE_THEORIES_INTRO,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORY_ISOLATION.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_MYSTIC_THEORY_ISOLATION_EXPERIENTIAL_UPGRADE_V1,exec-27b1face-aee0-4b7c-a831-d2cb86644b73,a53677750c63207bec3ae5e2a369004db4dbdbe39f456d487b88b90c6cbecdfd,5b0f0f6727061607,EP01_ONLY,KZ-CUE-017,KZ-CUE-017,58.340,60.420,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_PHYSICAL_THEORY_BODY_BOUNDARY,KZ_SEQ_THREE_THEORIES_INTRO,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_PHYSICAL_THEORY_BODY_BOUNDARY.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_PHYSICAL_THEORY_BODY_BOUNDARY_EXPERIENTIAL_UPGRADE_V1,exec-b125a41e-6fa6-4729-b090-f4ff55bbeb26,e2b16b22c6e24e055b3b65c966737c231ca6300cbef58e266ef5c13c0db8973b,b5b1839f3bb1b4bd,EP01_ONLY,KZ-CUE-018,KZ-CUE-018,60.460,62.460,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MYSTIC_THEORY_INFORMATION_REFLECTION,KZ_SEQ_THREE_THEORIES_INTRO,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORY_INFORMATION_REFLECTION.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_MYSTIC_THEORY_INFORMATION_REFLECTION_EXPERIENTIAL_UPGRADE_V1,exec-f0d4e496-25c2-41dc-85d7-5d972164be0d,b9ea6f467527b86fc5971193b24c4d74f86dd09cecb89516d49be3b982f23716,303030160c1c0e0e,EP01_ONLY,KZ-CUE-019,KZ-CUE-019,62.880,65.190,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_HISTORY_PULKOVO_OBSERVATORY,KZ_SEQ_KOZYREV_BIO_IDEA,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_PULKOVO_OBSERVATORY.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_HISTORY_PULKOVO_OBSERVATORY_DETERMINISTIC_V1,deterministic-local-build-v1,2d5955ae5676fa905c0d77beca1c41d1c7a87e9765659dd41b561ed3a107e33e,0c6d6d6d4d6d6d4d,EP01_ONLY,KZ-CUE-020,KZ-CUE-020,65.880,69.650,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_HISTORY_PULKOVO_REFRACTOR,KZ_SEQ_KOZYREV_BIO_IDEA,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_PULKOVO_REFRACTOR.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_HISTORY_PULKOVO_REFRACTOR_DETERMINISTIC_V1,deterministic-local-build-v1,3ea88a52ac71fb1d04a70151a9c72d8a6f21627ddd44656782aa86376d83481c,0d4d4fcd4d4d6d4d,EP01_ONLY,KZ-CUE-021,KZ-CUE-021,71.060,75.380,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE,KZ_SEQ_KOZYREV_BIO_IDEA,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_MYSTIC_TIME_ACTIVE_AFTERIMAGE_EXPERIENTIAL_UPGRADE_V1,exec-356b3148-3907-41a9-b7a1-f0df3f4bc782,ba46fc39d59875ef7fd757791a21f04ac8ad0a9e04ecf83b684dda95f0af2613,e026262327262404,EP01_ONLY,KZ-CUE-022,KZ-CUE-022,76.000,77.580,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_CLIP_INTERNAL_TIME_CONTINUOUS,KZ_INNER01_INTERNAL_TIME,PROGRESSIVE_CLIP,SELECTED,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_INTERNAL_TIME_CONTINUOUS.mp4,,LOCAL_MOTION_CONFORM,ffmpeg minterpolate 50fps to 25fps,KZ_CLIP_INTERNAL_TIME_CONTINUOUS_CONFORM_V1,deterministic-motion-conform-v1,d091a1c2d48585404993f7ec17dbc525022705d06c481cb569ef75daffb692a1,6c69646c6d7d6d4d,EP01_ONLY,KZ-CUE-023,KZ-CUE-025,78.260,88.980,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR,KZ_SEQ_RESEARCHER_IDENTITIES,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR.png,KZ-SRC-004+005,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_SRC_KAZNACHEEV_TROFIMOV_PAIR_DETERMINISTIC_V1,deterministic-local-build-v1,7417d9a5b7cba3e0ee66c4dc31a3bce136dc860ca38ab0a9d4ce0e3170101efb,8155555555554689,EP01_ONLY,KZ-CUE-026,KZ-CUE-026,89.840,94.500,DOCUMENTARY_QUOTATION_REVIEWED,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_DOC_028,KZ_SEQ_RESEARCHER_IDENTITIES,STILL,SELECTED,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_028.png,KZ-SRC-007,LOCAL_DOCUMENT_EVIDENCE,Original-source raster compositor,KZ_DOC_028_EXACT_EVIDENCE_V1,deterministic-document-build-v1,d1c642e80913676709220e9a28d1bedd7a03a7c30bbf593fc96741c96559fc41,6055755551514520,EP01_ONLY,KZ-CUE-027,KZ-CUE-027,95.120,99.980,DOCUMENTARY_QUOTATION_REVIEWED,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MYSTIC_THREE_STORIES_COLLAPSE,KZ_SEQ_THREE_STREAMS,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THREE_STORIES_COLLAPSE.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_MYSTIC_THREE_STORIES_COLLAPSE_EXPERIENTIAL_UPGRADE_V1,exec-cfdc2869-a4a2-4bd7-bee6-538a08577fff,451c49df470a9e15c0b5b86229ea6e2bfc4ef13dc63767f72941cc4059439f8b,3331393373737337,EP01_ONLY,KZ-CUE-028,KZ-CUE-028,100.560,104.420,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_CARD_STREAM_KOZYREV_TIME,KZ_SEQ_THREE_STREAMS,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_STREAM_KOZYREV_TIME.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_CARD_STREAM_KOZYREV_TIME_DETERMINISTIC_V1,deterministic-local-build-v1,55e534cb21756daf455c799919c14cf8279b223e8be89283d3c07a09028ea2ca,8253738303236754,EP01_ONLY,KZ-CUE-029,KZ-CUE-029,104.460,105.830,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_RESEARCHERS_NIGHT_LAB,KZ_SEQ_THREE_STREAMS,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_RESEARCHERS_NIGHT_LAB.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_RESEARCHERS_NIGHT_LAB_EXPERIENTIAL_UPGRADE_V1,exec-7ab825f7-05e9-49f9-8219-77fc9bd9cebc,4d5df92e30b1da6cda1e5bf021e4b8b94734015db23658d5ab139cb8b02bc456,1212038c8c9ccca4,EP01_ONLY,KZ-CUE-030,KZ-CUE-030,106.240,109.600,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_CARD_STREAM_PATENT,KZ_SEQ_THREE_STREAMS,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_STREAM_PATENT.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_CARD_STREAM_PATENT_DETERMINISTIC_V1,deterministic-local-build-v1,a98e87abda00baec31bb9784c5ffedfbd59c906d803892b800e83e58a4e67cc9,89217296030b361b,EP01_ONLY,KZ-CUE-031,KZ-CUE-031,109.640,113.060,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MYSTIC_SEPARATE_THREADS,KZ_SEQ_THREE_STREAMS,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_SEPARATE_THREADS.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_MYSTIC_SEPARATE_THREADS_EXPERIENTIAL_UPGRADE_V1,exec-59ffcc37-d7bc-4262-9924-1f997aa77e74,bee05b8ffb20dc53707df7c5f9702308d4260cb126e98941bbfe88a7f0d7c58f,1999911515191918,EP01_ONLY,KZ-CUE-032,KZ-CUE-032,113.100,114.290,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_EN_REC04_CHAMBER_REVERSE_WIDE,KZ_EN_REC04_CHAMBER_REVERSE_WIDE,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC04_CHAMBER_REVERSE_WIDE.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_EN_REC04_CHAMBER_REVERSE_WIDE_V1,exec-8f5f,5d2b46c15b0c5b61e8b81bdb84ed6e9667f36a7f1fbf2b05ad16d6c8dc70ae12,84b6aa8abe252530,EP01_ONLY,KZ-CUE-033,KZ-CUE-033,115.510,117.230,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_PHYSICAL_PANEL_SCALE,KZ_SEQ_PATENT_PHYSICAL_DESIGN,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_PANEL_SCALE.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_PHYSICAL_PANEL_SCALE_VIEWER_UPGRADE_V1,exec-5e8cf91b-ee26-4522-b9dd-bc4551c3bbea,de70660b48bf598f7718bbb5f196a9d977137959eb3f7475250c6c9773f083ff,0626063626471735,EP01_ONLY,KZ-CUE-034,KZ-CUE-034,117.900,121.640,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_FILM_ALUMINUM_SURFACE_MACRO,KZ_SEQ_PATENT_PHYSICAL_DESIGN,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_ALUMINUM_SURFACE_MACRO.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_FILM_ALUMINUM_SURFACE_MACRO_FINAL_REPAIR_V1,exec-317ca4b3-df2e-444d-b2ec-5426d0c11bf8,81a297178627713699e95254788f2d4f3da691bb491eaf888ade7967a260731d,3536262d293d1b3b,EP01_ONLY,KZ-CUE-035,KZ-CUE-035,122.250,124.430,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_DOC_032,KZ_SEQ_PATENT_PHYSICAL_DESIGN,STILL,SELECTED,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_032.png,KZ-SRC-001,LOCAL_DOCUMENT_EVIDENCE,Original-source raster compositor,KZ_DOC_032_EXACT_EVIDENCE_V1,deterministic-document-build-v1,515d106b25f08779558e9e42826b5b5447b8785de2650e5e3429592b25c9fbec,6145595555556f6a,EP01_ONLY,KZ-CUE-036,KZ-CUE-036,125.000,130.049,CLEARED_FOR_DOCUMENTARY_QUOTATION,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_PHYSICAL_PANEL_ARRAY,KZ_SEQ_PATENT_PHYSICAL_DESIGN,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_PANEL_ARRAY.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_PHYSICAL_PANEL_ARRAY_VIEWER_UPGRADE_V1,exec-8356808f-e589-4913-840b-e5f4e8f54ad7,3d3953f5446884ec46e6d390bc4f9122c3c01e7e122e80362a17f6c3bef5df9d,464626b6174b6b4b,EP01_ONLY,KZ-CUE-037,KZ-CUE-037,130.680,133.780,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MODEL_DIRECTION_COMPARE,KZ_SEQ_PATENT_PHYSICAL_DESIGN,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_DIRECTION_COMPARE.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_MODEL_DIRECTION_COMPARE_DETERMINISTIC_V1,deterministic-local-build-v1,1c7e158dd4d695a879f9b0832f185001990962494e07dd4c6aba81619776d3b1,676d323737373652,EP01_ONLY,KZ-CUE-038,KZ-CUE-038,134.430,137.200,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MODEL_ROTATION_CUTAWAY,KZ_SEQ_PATENT_PHYSICAL_DESIGN,STILL,SELECTED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MODEL_ROTATION_CUTAWAY.png,,LOCAL_DETERMINISTIC_PIL,Pillow deterministic compositor,KZ_MODEL_ROTATION_CUTAWAY_DETERMINISTIC_V1,deterministic-local-build-v1,a32a56e6855a3d097b0b01a555084aee92dc60e2c61124e7966bb930414e07ea,696e928e16164e4d,EP01_ONLY,KZ-CUE-039,KZ-CUE-039,137.780,138.630,ORIGINAL_LOCAL_GRAPHIC,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
KZ_MYSTIC_DIRECTION_REFLECTION,KZ_SEQ_PATENT_CONDITIONS_QUESTIONS,STILL,SELECTED,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_DIRECTION_REFLECTION.png,,NATIVE_IMAGEGEN,OpenAI Native ImageGen,KZ_MYSTIC_DIRECTION_REFLECTION_EXPERIENTIAL_UPGRADE_V1,exec-bee68965-0833-4830-894e-1531258d3d3a,e0e0d2e9fda855c7efe14cde7cb080829cfe8f0626039251f9403750dacc2a6b,140429211e87a330,EP01_ONLY,KZ-CUE-040,KZ-CUE-040,139.280,140.630,GENERATED_PROJECT_ASSET,NO,VISUAL_QA_PASS,One contiguous timeline block only; no later return. Viewer-facing mode labels prohibited.
